order_id,customer_id,order_date,status,delivery_date
O000565,C00114,2024-11-03,Delivered,2024-11-05
O000566,C00345,2024-06-24,Delivered,2024-07-03
O000567,C00243,2023-04-29,Delivered,2023-05-06
O000568,C00253,2024-07-04,Delivered,2024-07-14
O000569,C00105,2023-07-22,CANCELLED,
O000570,C00071,2024-06-11,Cancelled,
O000571,C00041,2023-04-21,Placed,
O000572,C00037,2023-03-27,Cancelled,
O000573,C00047,2023-04-10,Delivered,2023-04-20
O000574,C00041,2023-11-18,delivered,2023-11-23
O000575,C00307,2023-04-19,DELIVERED,2023-04-28
O000576,C00382,2023-01-07,CANCELLED,
O000577,C00295,2024-03-31,DELIVERED,2024-04-05
O000578,C00207,2023-03-18,Shipped,
O000579,C00147,2024-11-07,Placed,
O000580,C00257,2024-11-20,DELIVERED,2024-11-28
O000581,C00078,2024-05-17,Delivered,2024-05-18
O000582,C00367,2023-10-27,Delivered,2023-11-06
O000583,C00203,2023-04-27,Delivered,2023-05-05
O000584,C00107,2024-02-26,Cancelled,
O000585,C00112,2023-08-15,Cancelled,
O000586,C00400,2024-07-06,returned,2024-07-08
O000587,C00315,2024-07-02,Cancelled,
O000588,C00121,2023-02-06,Delivered,2023-02-15
O000589,C00071,2023-10-04,Placed,
O000590,C00116,2023-11-28,delivered,2023-12-06
O000591,C00005,2023-10-19,Delivered,2023-10-27
O000592,C00313,2024-01-14,Delivered,2024-01-20
O000593,C00380,2024-08-30,Placed,
O000594,C00007,2024-08-01,DELIVERED,2024-08-10
O000595,C00164,2023-05-11,Shipped,
O000596,C00393,2024-06-21,Shipped,
O000597,C00348,2023-10-25,Delivered,2023-10-31
O000598,C00219,2023-07-03,Delivered,2023-07-04
O000599,C00046,2024-04-24,Shipped,
O000600,C00012,2024-08-21,Delivered,2024-08-26
O000601,C00206,2024-07-31,Shipped,
O000602,C00213,2023-04-04,SHIPPED,
O000603,C00399,2023-05-01,Delivered,2023-05-08
O000604,C00214,2024-12-29,Cancelled,
O000605,C00017,2024-11-17,Delivered,2024-11-26
O000606,C00273,2024-06-22,Placed,
O000607,C00209,2023-01-14,Delivered,2023-01-22
O000608,C00001,2024-10-25,CANCELLED,
O000609,C00295,2023-02-27,DELIVERED,2023-03-08
O000610,C00321,2024-08-23,Delivered,2024-08-30
O000611,C00399,2023-06-01,Placed,
O000612,C00377,2024-04-22,cancelled,
O000613,C00336,2023-07-10,Delivered,2023-07-13
O000614,C00057,2024-10-19,Delivered,2024-10-24
O000615,C00051,2023-10-30,Delivered,2023-11-07
O000616,C00062,2024-08-05,Returned,2024-08-10
O000617,C00105,2023-07-10,Shipped,
O000618,C00220,2023-06-12,Delivered,2023-06-14
O000619,C00322,2024-12-12,Delivered,2024-12-16
O000620,C00012,2023-10-03,DELIVERED,2023-10-08
O000621,C00263,2023-04-03,delivered,2023-04-11
O000622,C00239,2024-01-19,Delivered,2024-01-27
O000623,C00384,2024-02-14,Cancelled,
O000624,C00377,2024-05-28,Delivered,2024-05-30
O000625,C00002,2024-10-31,Delivered,2024-11-07
O000626,C00303,2024-11-02,cancelled,
O000627,C00102,2024-02-16,Delivered,2024-02-21
O000628,C00241,2024-04-29,Cancelled,
O000629,C00323,2024-01-28,Shipped,
O000630,C00345,2024-05-16,Delivered,2024-05-22
O000631,C00228,2023-11-01,PLACED,
O000632,C00007,2024-09-24,Cancelled,
O000633,C00028,2023-07-08,Delivered,2023-07-10
O000634,C00001,2023-08-09,Delivered,2023-08-12
O000635,C00251,2023-10-19,Placed,
O000636,C00009,2023-10-22,Cancelled,
O000637,C00304,2024-05-25,delivered,2024-05-30
O000638,C00373,2023-03-27,Delivered,2023-04-01
O000639,C00197,2023-01-24,Delivered,2023-01-28
O000640,C00271,2024-08-07,shipped,
O000641,C00319,2024-05-21,Delivered,2024-05-24
O000642,C00284,2023-06-26,Delivered,2023-07-03
O000643,C00169,2024-05-30,Delivered,2024-05-31
O000644,C00182,2024-10-31,Delivered,2024-11-03
O000645,C00069,2023-07-31,Delivered,2023-08-10
O000646,C00176,2023-06-13,Delivered,2023-06-14
O000647,C00330,2023-01-25,Delivered,2023-01-30
O000648,C00160,2024-10-06,Delivered,2024-10-08
O000649,C00124,2024-05-09,Delivered,2024-05-11
O000650,C00008,2023-06-01,Delivered,2023-06-07
O000651,C00337,2023-05-12,Delivered,2023-05-17
O000652,C00338,2024-08-21,Delivered,2024-08-30
O000653,C00171,2024-01-23,Delivered,2024-01-31
O000654,C00221,2024-05-25,Delivered,2024-05-26
O000655,C00231,2024-06-03,Delivered,2024-06-12
O000656,C00246,2023-09-20,Delivered,2023-09-24
O000657,C00329,2023-08-01,Shipped,
O000658,C00042,2024-08-26,Delivered,2024-08-27
O000659,C00382,2024-08-26,Delivered,2024-08-27
O000660,C00127,2024-11-25,Delivered,2024-11-27
O000661,C00018,2023-07-03,Delivered,2023-07-05
O000662,C00375,2024-04-28,Delivered,2024-05-02
O000663,C00283,2024-11-09,Delivered,2024-11-17
O000664,C00243,2024-04-05,Delivered,2024-04-03
O000665,C00008,2024-04-12,Placed,
O000666,C00012,2024-01-27,Delivered,2024-01-31
O000667,C00089,2024-12-05,Shipped,
O000668,C00181,2024-02-28,Cancelled,
O000669,C00203,2023-09-24,Delivered,2023-09-25
O000670,C00273,2024-04-01,Shipped,
O000671,C00083,2023-03-03,Delivered,2023-03-04
O000672,C00147,2023-04-26,Shipped,
O000673,C00224,2023-03-16,Cancelled,
O000674,C00083,2024-12-10,Cancelled,
O000675,C00349,2024-08-21,Delivered,2024-08-25
O000676,C00330,2024-09-08,Delivered,2024-09-10
O000677,C00085,2023-12-30,Shipped,
O000678,C00111,2024-08-27,PLACED,
O000679,C00107,2024-03-01,shipped,
O000680,C00254,2024-10-29,Shipped,
O000681,C00189,2023-02-09,Delivered,2023-02-14
O000682,C00069,2024-05-24,Delivered,2024-05-29
O000683,C00189,2023-02-05,cancelled,
O000684,C00194,2023-04-26,Delivered,2023-05-05
O000685,C00268,2023-05-12,Delivered,2023-05-22
O000686,C00352,2023-07-20,SHIPPED,
O000687,C00216,2023-09-13,Delivered,2023-09-18
O000688,C00011,2024-01-30,PLACED,
O000689,C00019,2023-06-15,Delivered,2023-06-23
O000690,C00206,2024-07-12,Shipped,
O000691,C00198,2023-12-17,Delivered,2023-12-24
O000692,C00022,2023-05-10,Delivered,2023-05-12
O000693,C00177,2023-12-29,DELIVERED,2024-01-07
O000694,C00070,2024-10-11,Shipped,
O000695,C00076,2023-10-31,Cancelled,
O000696,C00078,2023-03-02,Shipped,
O000697,C00108,2024-08-28,Shipped,
O000698,C00250,2023-07-30,Shipped,
O000699,C00203,2024-03-24,Cancelled,
O000700,C00321,2024-12-27,Delivered,2024-12-29
O000701,C00122,2023-10-10,Delivered,2023-10-15
O000702,C00331,2023-09-06,Delivered,2023-09-11
O000703,C00378,2023-09-02,Delivered,2023-09-12
O000704,C00227,2023-08-10,Shipped,
O000705,C00235,2023-12-19,Returned,2023-12-27
O000706,C00317,2024-02-15,delivered,2024-02-17
O000707,C00306,2024-09-28,Delivered,2024-10-02
O000708,C00140,2024-10-19,Delivered,2024-10-22
O000709,C00293,2024-11-10,cancelled,
O000710,C00346,2024-03-29,shipped,
O000711,C00257,2023-09-09,Delivered,2023-09-08
O000712,C00072,2024-02-29,Delivered,2024-03-07
O000713,C00187,2023-11-24,Delivered,2023-11-27
O000714,C00238,2023-11-18,Cancelled,
O000715,C00363,2024-09-25,Delivered,2024-09-28
O000716,C00369,2023-01-29,Delivered,2023-02-01
O000717,C00388,2024-06-04,Shipped,
O000718,C00375,2024-02-28,Delivered,2024-03-09
O000719,C00176,2023-04-02,Returned,2023-04-09
O000720,C00052,2024-02-16,Shipped,
O000721,C00100,2023-09-21,CANCELLED,
O000722,C00242,2024-07-30,Cancelled,
O000723,C00226,2024-11-30,Delivered,2024-12-08
O000724,C00295,2023-11-16,Shipped,
O000725,C00142,2024-04-10,Delivered,2024-04-18
O000726,C00163,2024-05-17,DELIVERED,2024-05-25
O000727,C00284,2023-11-25,Delivered,2023-12-04
O000728,C00393,2024-03-12,DELIVERED,2024-03-20
O000729,C00020,2024-08-07,Shipped,
O000730,C00205,2024-01-30,Delivered,2024-02-06
O000731,C00368,2023-08-15,Placed,
O000732,C00007,2023-04-30,Placed,
O000733,C00048,2024-11-15,Cancelled,
O000734,C00224,2024-05-14,Delivered,2024-05-21
O000735,C00101,2023-09-20,Delivered,2023-09-30
O000736,C00239,2024-05-24,Shipped,
O000737,C00101,2023-05-27,DELIVERED,2023-05-31
O000738,C00377,2023-09-14,Delivered,2023-09-15
O000739,C00370,2024-03-25,CANCELLED,
O000740,C00330,2023-01-18,Delivered,2023-01-24
O000741,C00359,2024-08-03,Cancelled,
O000742,C00386,2024-05-02,Delivered,2024-05-12
O000743,C00277,2024-04-10,Cancelled,
O000744,C00354,2023-05-28,Delivered,2023-06-06
O000745,C00252,2024-01-08,Delivered,2024-01-17
O000746,C00252,2024-07-15,Delivered,2024-07-22
O000747,C00181,2024-09-30,Placed,
O000748,C00225,2024-01-31,Delivered,2024-02-10
O000749,C00308,2024-09-19,Delivered,2024-09-21
O000750,C00263,2023-12-06,Delivered,2023-12-10
O000751,C00313,2024-05-01,Delivered,2024-05-03
O000752,C00255,2024-02-24,Delivered,2024-02-29
O000753,C00035,2024-01-26,DELIVERED,2024-02-05
O000754,C00144,2023-03-29,placed,
O000755,C00099,2024-03-03,Delivered,2024-03-12
O000756,C00262,2024-10-26,Delivered,2024-11-02
O000757,C00046,2023-01-11,Placed,
O000758,C00131,2023-05-16,Delivered,2023-05-24
O000759,C00281,2024-11-13,Cancelled,
O000760,C00222,2023-09-06,SHIPPED,
O000761,C00121,2023-12-16,Placed,
O000762,C00392,2023-04-04,Delivered,2023-04-08
O000763,C00115,2024-05-02,Delivered,2024-05-05
O000764,C00134,2023-06-30,Delivered,2023-07-10
O000765,C00165,2023-08-22,Delivered,2023-08-27
O000766,C00123,2023-03-08,Placed,
O000767,C00260,2024-04-01,Returned,2024-04-07
O000768,C00354,2024-05-15,Delivered,2024-05-19
O000769,C00166,2023-11-29,Delivered,2023-12-07
O000770,C00133,2023-08-11,Placed,
O000771,C00224,2024-05-13,Delivered,2024-05-16
O000772,C00217,2024-12-23,delivered,2024-12-27
O000773,C00116,2024-12-01,DELIVERED,2024-12-10
O000774,C00016,2023-08-03,Delivered,2023-08-09
O000775,C00117,2024-12-26,Delivered,2024-12-30
O000776,C00369,2023-09-30,Delivered,2023-10-05
O000777,C00084,2023-10-07,Delivered,2023-10-16
O000778,C00382,2024-06-20,Delivered,2024-06-27
O000779,C00022,2023-01-26,Delivered,2023-01-28
O000780,C00306,2023-04-21,delivered,2023-04-26
O000781,C00376,2023-05-26,Cancelled,
O000782,C00232,2023-07-02,Delivered,2023-07-07
O000783,C00392,2024-12-31,Delivered,2025-01-03
O000784,C00278,2023-12-18,Delivered,2023-12-27
O000785,C00147,2023-01-25,Delivered,2023-02-02
O000786,C00217,2024-02-01,delivered,2024-02-09
O000787,C00376,2024-06-05,DELIVERED,2024-06-15
O000788,C00333,2023-05-03,delivered,2023-05-07
O000789,C00225,2023-07-24,Delivered,2023-07-28
O000790,C00213,2023-07-05,Shipped,
O000791,C00222,2023-01-01,Delivered,2023-01-06
O000792,C00334,2024-01-17,Delivered,2024-01-22
O000793,C00245,2023-05-04,Delivered,2023-05-05
O000794,C00055,2024-12-09,Shipped,
O000795,C00211,2024-05-05,cancelled,
O000796,C00254,2024-07-26,Delivered,2024-07-27
O000797,C00098,2024-07-11,Delivered,2024-07-20
O000798,C00338,2024-11-19,Delivered,2024-11-26
O000799,C00131,2024-06-02,Shipped,
O000800,C00232,2023-03-25,Cancelled,
O000801,C00351,2024-07-17,Delivered,2024-07-23
O000802,C00391,2024-02-22,Shipped,
O000803,C00026,2023-05-28,Delivered,2023-06-04
O000804,C00069,2023-10-30,Shipped,
O000805,C00378,2024-03-08,delivered,2024-03-14
O000806,C00109,2023-02-12,Returned,2023-02-18
O000807,C00111,2023-02-09,delivered,2023-02-18
O000808,C00189,2023-02-05,Delivered,2023-02-13
O000809,C00305,2024-08-01,Cancelled,
O000810,C00056,2024-05-17,Cancelled,
O000811,C00184,2023-07-23,DELIVERED,2023-07-30
O000812,C00140,2023-04-29,SHIPPED,
O000813,C00011,2023-10-13,Delivered,2023-10-15
O000814,C00368,2024-11-11,Delivered,2024-11-17
O000815,C00108,2023-01-12,Placed,
O000816,C00220,2023-11-07,Delivered,2023-11-15
O000817,C00210,2024-10-10,Delivered,2024-10-13
O000818,C00016,2024-10-03,Cancelled,
O000819,C00165,2024-02-09,Shipped,
O000820,C00049,2024-10-12,Shipped,
O000821,C00333,2023-10-15,Delivered,2023-10-21
O000822,C00235,2024-09-11,Delivered,2024-09-19
O000823,C00217,2023-09-03,Shipped,
O000824,C00340,2024-11-16,Shipped,
O000825,C00210,2023-11-25,Delivered,2023-11-28
O000826,C00108,2024-05-10,Returned,2024-05-16
O000827,C00342,2024-02-07,Placed,
O000828,C00262,2024-03-13,Returned,2024-03-21
O000829,C00059,2024-07-02,shipped,
O000830,C00046,2023-10-11,Delivered,2023-10-21
O000831,C00002,2023-07-28,Delivered,2023-07-30
O000832,C00353,2023-08-14,Shipped,
O000833,C00112,2024-12-30,Delivered,2025-01-06
O000834,C00041,2024-02-02,Delivered,2024-02-04
O000835,C00189,2023-01-25,Shipped,
O000836,C00351,2023-12-23,Delivered,2023-12-28
O000837,C00302,2023-02-07,Delivered,2023-02-09
O000838,C00351,2024-04-08,Delivered,2024-04-13
O000839,C00159,2024-09-27,Delivered,2024-09-30
O000840,C00086,2024-06-30,Delivered,2024-07-06
O000841,C00249,2023-10-06,Cancelled,
O000842,C00189,2023-06-09,Shipped,
O000843,C00276,2023-02-13,returned,2023-02-21
O000844,C00149,2024-02-19,Delivered,2024-02-28
O000845,C00073,2024-09-10,Delivered,2024-09-11
O000846,C00099,2023-05-24,Delivered,2023-05-23
O000847,C00148,2023-04-14,Delivered,2023-04-21
O000848,C00132,2023-06-19,returned,2023-06-20
O000849,C00009,2024-04-16,Delivered,2024-04-17
O000850,C00054,2024-06-10,Delivered,2024-06-20
O000851,C00070,2023-10-01,Shipped,
O000852,C00257,2023-02-12,Delivered,2023-02-16
O000853,C00201,2023-01-01,shipped,
O000854,C00299,2024-11-19,Shipped,
O000855,C00317,2023-12-05,Delivered,2023-12-15
O000856,C00037,2023-11-04,Returned,2023-11-05
O000857,C00138,2024-04-20,Returned,2024-04-29
O000858,C00054,2023-06-07,delivered,2023-06-09
O000859,C00293,2023-12-01,DELIVERED,2023-12-03
O000860,C00159,2024-12-15,shipped,
O000861,C00140,2024-01-01,placed,
O000862,C00108,2024-05-17,Delivered,2024-05-26
O000863,C00276,2023-08-18,Placed,
O000864,C00190,2024-12-23,Delivered,2024-12-28
O000865,C00020,2023-05-01,Shipped,
O000866,C00392,2024-05-08,Delivered,2024-05-17
O000867,C00128,2023-02-02,Delivered,2023-02-10
O000868,C00133,2023-01-08,Returned,2023-01-16
O000869,C00370,2023-07-04,placed,
O000870,C00338,2023-12-07,Cancelled,
O000871,C00055,2023-02-10,Returned,2023-02-15
O000872,C00243,2024-08-28,Delivered,2024-08-29
O000873,C00343,2024-03-16,Returned,2024-03-21
O000874,C00073,2023-08-29,Delivered,2023-09-07
O000875,C00058,2023-09-09,placed,
O000876,C00018,2024-01-06,Delivered,2024-01-15
O000877,C00343,2023-09-03,Delivered,2023-09-08
O000878,C00399,2024-07-01,Delivered,2024-07-11
O000879,C00359,2023-07-13,Returned,2023-07-23
O000880,C00123,2024-06-18,Shipped,
O000881,C00319,2023-08-06,Shipped,
O000882,C00241,2024-05-21,Delivered,2024-05-27
O000883,C00352,2023-12-30,Returned,2024-01-05
O000884,C00226,2024-08-31,DELIVERED,2024-09-08
O000885,C00120,2023-02-09,Placed,
O000886,C00223,2023-03-18,Delivered,2023-03-23
O000887,C00159,2023-05-21,Delivered,2023-05-27
O000888,C00339,2023-11-15,Delivered,2023-11-17
O000889,C00320,2023-04-06,Delivered,2023-04-09
O000890,C00273,2024-02-20,SHIPPED,
O000891,C00388,2024-12-18,DELIVERED,2024-12-21
O000892,C00129,2023-07-12,DELIVERED,2023-07-22
O000893,C00223,2024-08-15,Delivered,2024-08-17
O000894,C00288,2023-07-08,Delivered,2023-07-12
O000895,C00055,2023-03-15,Shipped,
O000896,C00392,2023-04-24,Delivered,2023-05-02
O000897,C00223,2024-01-23,Delivered,2024-01-27
O000898,C00127,2024-03-23,Delivered,2024-03-26
O000899,C00245,2024-02-28,cancelled,
O000900,C00006,2023-12-23,Delivered,2023-12-28
O000901,C00084,2023-04-23,Delivered,2023-04-25
O000902,C00246,2024-11-15,Cancelled,
O000903,C00082,2024-07-21,DELIVERED,2024-07-24
O000904,C00316,2024-08-01,Delivered,2024-08-11
O000905,C00357,2023-08-22,RETURNED,2023-08-24
O000906,C00101,2023-03-16,Delivered,2023-03-24
O000907,C00020,2024-02-23,Returned,2024-03-02
O000908,C00159,2023-09-14,Delivered,2023-09-18
O000909,C00176,2023-04-13,Delivered,2023-04-23
O000910,C00127,2023-07-17,Cancelled,
O000911,C00201,2023-07-22,delivered,2023-07-26
O000912,C00286,2023-11-03,SHIPPED,
O000913,C00254,2023-08-23,Delivered,2023-09-01
O000914,C00283,2024-03-31,Delivered,2024-04-01
O000915,C00117,2024-12-18,returned,2024-12-25
O000916,C00332,2023-02-21,Cancelled,
O000917,C00144,2024-06-21,Placed,
O000918,C00257,2024-12-16,placed,
O000919,C00394,2023-11-26,Shipped,
O000920,C00299,2024-10-14,Placed,
O000921,C00306,2024-01-24,Delivered,2024-01-29
O000922,C00095,2023-03-20,Shipped,
O000923,C00132,2024-03-21,Placed,
O000924,C00261,2023-12-20,Delivered,2023-12-29
O000925,C00150,2024-06-07,Returned,2024-06-08
O000926,C00393,2024-04-26,Delivered,2024-05-06
O000927,C00108,2023-09-16,Shipped,
O000928,C00021,2023-07-01,Returned,2023-07-05
O000929,C00022,2023-06-24,Delivered,2023-06-29
O000930,C00344,2024-06-25,Shipped,
O000931,C00077,2024-01-18,cancelled,
O000932,C00381,2023-01-24,Delivered,2023-01-29
O000933,C00376,2023-09-05,Delivered,2023-09-10
O000934,C00193,2024-10-16,Returned,2024-10-20
O000935,C00243,2024-12-26,Delivered,2024-12-29
O000936,C00272,2023-05-07,Placed,
O000937,C00217,2023-08-20,Cancelled,
O000938,C00204,2023-12-02,Placed,
O000939,C00289,2024-02-29,Delivered,2024-03-09
O000940,C00236,2024-09-02,Returned,2024-09-03
O000941,C00184,2023-11-15,placed,
O000942,C00280,2024-06-26,DELIVERED,2024-07-03
O000943,C00127,2023-12-10,DELIVERED,2023-12-15
O000944,C00226,2023-04-30,Delivered,2023-05-01
O000945,C00280,2024-09-14,Cancelled,
O000946,C00221,2023-02-23,DELIVERED,2023-03-03
O000947,C00205,2024-07-21,Delivered,2024-07-25
O000948,C00191,2023-08-06,Delivered,2023-08-08
O000949,C00194,2023-10-24,Delivered,2023-11-01
O000950,C00320,2024-10-01,Cancelled,
O000951,C00238,2024-01-10,Delivered,2024-01-14
O000952,C00230,2024-08-06,Delivered,2024-08-09
O000953,C00348,2024-03-16,Delivered,2024-03-17
O000954,C00148,2023-05-01,Delivered,2023-05-02
O000955,C00257,2023-11-30,Cancelled,
O000956,C00373,2024-02-22,Returned,2024-03-03
O000957,C00298,2023-04-06,Delivered,2023-04-13
O000958,C00193,2023-05-30,Cancelled,
O000959,C00047,2023-11-15,Delivered,2023-11-16
O000960,C00108,2024-02-03,returned,2024-02-12
O000961,C00289,2023-01-27,Returned,2023-01-28
O000962,C00287,2024-06-18,Cancelled,
O000963,C00018,2023-03-01,Cancelled,
O000964,C00091,2023-06-14,Delivered,2023-06-19
O000965,C00249,2023-07-27,Cancelled,
O000966,C00257,2024-03-08,Cancelled,
O000967,C00247,2024-11-14,Delivered,2024-11-15
O000968,C00154,2023-04-07,Delivered,2023-04-11
O000969,C00249,2023-07-11,PLACED,
O000970,C00023,2024-12-04,Delivered,2024-12-08
O000971,C00144,2023-08-23,Delivered,2023-08-24
O000972,C00338,2023-01-16,Delivered,2023-01-19
O000973,C00333,2024-11-26,Placed,
O000974,C00242,2024-02-12,Delivered,2024-02-21
O000975,C00136,2023-12-05,Returned,2023-12-09
O000976,C00283,2024-06-08,Delivered,2024-06-13
O000977,C00229,2024-11-03,Placed,
O000978,C00042,2023-06-03,Delivered,2023-06-11
O000979,C00149,2023-02-09,Delivered,2023-02-10
O000980,C00372,2024-01-05,Delivered,2024-01-13
O000981,C00042,2023-06-30,Cancelled,
O000982,C00146,2024-09-18,Shipped,
O000983,C00207,2023-07-19,Returned,2023-07-21
O000984,C00005,2023-07-02,Delivered,2023-07-05
O000985,C00312,2023-04-15,Cancelled,
O000986,C00227,2024-10-23,Delivered,2024-11-01
O000987,C00295,2024-11-22,CANCELLED,
O000988,C00201,2024-02-08,Placed,
O000989,C00213,2023-06-27,Delivered,2023-07-04
O000990,C00107,2023-02-16,Returned,2023-02-19
O000991,C00125,2023-07-01,Delivered,2023-07-03
O000992,C00264,2023-12-23,shipped,
O000993,C00161,2023-12-12,Delivered,2023-12-17
O000994,C00209,2023-05-12,Returned,2023-05-14
O000995,C00367,2023-03-16,Shipped,
O000996,C00015,2023-08-02,Delivered,2023-08-11
O000997,C00174,2024-05-17,Delivered,2024-05-21
O000998,C00326,2023-08-03,Delivered,2023-08-06
O000999,C00013,2023-05-10,Delivered,2023-05-11
O001000,C00199,2024-06-16,Delivered,2024-06-20
O001001,C00165,2023-09-24,Delivered,2023-09-27
O001002,C00160,2024-11-16,Delivered,2024-11-20
O001003,C00392,2023-08-11,Delivered,2023-08-12
O001004,C00249,2023-04-14,Delivered,2023-04-24
O001005,C00229,2023-07-28,Delivered,2023-08-04
O001006,C00288,2024-05-25,delivered,2024-06-04
O001007,C00211,2023-04-26,Delivered,2023-05-02
O001008,C00259,2024-02-11,DELIVERED,2024-02-16
O001009,C00370,2024-12-22,Delivered,2024-12-26
O001010,C00279,2023-11-25,Delivered,2023-11-28
O001011,C00066,2024-08-23,DELIVERED,2024-08-31
O001012,C00189,2023-03-26,Delivered,2023-04-05
O001013,C00378,2024-12-04,Delivered,2024-12-07
O001014,C00216,2023-05-13,Placed,
O001015,C00203,2024-06-25,RETURNED,2024-06-26
O001016,C00274,2024-10-28,delivered,2024-10-31
O001017,C00014,2023-05-18,Delivered,2023-05-19
O001018,C00194,2024-11-01,Cancelled,
O001019,C00378,2023-05-26,Shipped,
O001020,C00247,2023-06-09,Shipped,
O001021,C00123,2024-05-05,Delivered,2024-05-08
O001022,C00099,2023-01-23,shipped,
O001023,C00158,2024-12-01,Delivered,2024-12-06
O001024,C00118,2024-05-23,Cancelled,
O001025,C00340,2023-06-26,Delivered,2023-06-29
O001026,C00265,2023-01-28,delivered,2023-02-02
O001027,C00395,2024-07-11,Delivered,2024-07-17
O001028,C00302,2024-06-04,DELIVERED,2024-06-12
O001029,C00076,2023-06-29,delivered,2023-07-02
O001030,C00173,2023-07-23,delivered,2023-07-28
O001031,C00141,2023-09-30,delivered,2023-10-10
O001032,C00093,2024-05-12,Shipped,
O001033,C00040,2024-07-19,Cancelled,
O001034,C00283,2024-09-15,Placed,
O001035,C00295,2024-02-29,Delivered,2024-03-02
O001036,C00032,2023-07-07,Delivered,2023-07-17
O001037,C00078,2024-12-29,Shipped,
O001038,C00229,2023-06-25,PLACED,
O001039,C00275,2023-03-27,Delivered,2023-04-06
O001040,C00203,2024-06-04,Cancelled,
O001041,C00090,2024-06-03,DELIVERED,2024-06-04
O001042,C00111,2024-07-30,Delivered,2024-08-01
O001043,C00102,2024-05-03,placed,
O001044,C00334,2023-04-26,Delivered,2023-05-05
O001045,C00125,2023-04-20,Delivered,2023-04-27
O001046,C00387,2024-10-17,Cancelled,
O001047,C00116,2023-06-05,delivered,2023-06-07
O001048,C00275,2023-05-09,Delivered,2023-05-13
O001049,C00307,2024-06-23,DELIVERED,2024-07-03
O001050,C00030,2024-08-23,Delivered,2024-09-02
O001051,C00145,2024-02-22,Delivered,2024-02-23
O001052,C00214,2023-11-06,SHIPPED,
O001053,C00317,2024-05-10,delivered,2024-05-20
O001054,C00381,2023-01-03,Delivered,2023-01-05
O001055,C00041,2024-11-10,Delivered,2024-11-20
O001056,C00128,2023-04-24,Delivered,2023-04-27
O001057,C00329,2023-08-21,Delivered,2023-08-28
O001058,C00111,2024-05-12,Placed,
O001059,C00164,2024-11-29,Delivered,2024-12-08
O001060,C00398,2023-12-15,Cancelled,
O001061,C00312,2023-09-22,Cancelled,
O001062,C00105,2023-12-09,Delivered,2023-12-06
O001063,C00001,2023-11-15,Shipped,
O001064,C00051,2023-10-15,Placed,
O001065,C00001,2024-08-25,Returned,2024-09-02
O001066,C00296,2024-03-30,Returned,2024-04-02
O001067,C00383,2024-05-05,Shipped,
O001068,C00065,2024-11-18,Delivered,2024-11-24
O001069,C00088,2023-12-13,Cancelled,
O001070,C00277,2024-12-31,Delivered,2025-01-08
O001071,C00280,2023-07-31,Delivered,2023-08-03
O001072,C00335,2023-06-23,Cancelled,
O001073,C00078,2024-09-13,Returned,2024-09-18
O001074,C00275,2024-05-30,Delivered,2024-06-05
O001075,C00078,2024-03-11,Returned,2024-03-16
O001076,C00169,2023-08-11,Delivered,2023-08-12
O001077,C00062,2024-01-31,Delivered,2024-02-10
O001078,C00387,2023-05-17,Shipped,
O001079,C00293,2024-07-07,DELIVERED,2024-07-11
O001080,C00258,2023-06-04,Returned,2023-06-12
O001081,C00128,2024-12-29,Delivered,2025-01-01
O001082,C00343,2023-01-17,Delivered,2023-01-24
O001083,C00105,2024-09-03,Cancelled,
O001084,C00285,2023-11-23,Shipped,
O001085,C00077,2024-07-17,Shipped,
O001086,C00343,2024-01-14,Returned,2024-01-24
O001087,C00191,2024-03-22,Returned,2024-03-29
O001088,C00354,2023-03-30,Delivered,2023-04-03
O001089,C00303,2024-02-13,Cancelled,
O001090,C00196,2024-03-05,Shipped,
O001091,C00239,2024-06-16,Delivered,2024-06-24
O001092,C00099,2024-03-15,Delivered,2024-03-25
O001093,C00368,2024-01-25,DELIVERED,2024-02-04
O001094,C00378,2024-04-16,Delivered,2024-04-19
O001095,C00350,2024-03-22,shipped,
O001096,C00071,2023-04-18,Delivered,2023-04-26
O001097,C00253,2023-01-03,Shipped,
O001098,C00143,2023-12-17,DELIVERED,2023-12-21
O001099,C00024,2024-05-12,Delivered,2024-05-21
O001100,C00047,2024-01-18,delivered,2024-01-27
O001101,C00202,2024-09-17,Cancelled,
O001102,C00012,2023-03-24,Delivered,2023-04-01
O001103,C00057,2023-01-16,Returned,2023-01-18
O001104,C00109,2024-07-22,Shipped,
O001105,C00370,2024-06-11,Returned,2024-06-16
O001106,C00173,2023-02-16,Delivered,2023-02-26
O001107,C00100,2023-09-05,CANCELLED,
O001108,C00042,2024-05-30,Delivered,2024-06-05
O001109,C00339,2024-12-22,Delivered,2024-12-28
O001110,C00264,2023-11-29,Placed,
O001111,C00166,2024-06-03,Placed,
O001112,C00143,2024-03-31,Placed,
O001113,C00243,2023-10-02,Delivered,2023-10-04
O001114,C00068,2023-01-11,Cancelled,
O001115,C00244,2023-07-07,Returned,2023-07-17
O001116,C00044,2024-04-19,Delivered,2024-04-29
O001117,C00194,2023-02-19,Returned,2023-03-01
O001118,C00114,2023-08-08,Placed,
O001119,C00041,2023-06-28,Delivered,2023-07-02
O001120,C00288,2023-01-14,Placed,
O001121,C00072,2024-05-03,Placed,
O001122,C00085,2024-11-09,Delivered,2024-11-19
O001123,C00220,2023-08-12,Delivered,2023-08-14
O001124,C00203,2024-08-09,Shipped,
