order_id,customer_id,order_date,status
O000755,C00099,2024-03-03,Delivered
O002523,C00313,2024-03-03,Delivered
O002528,C00236,2024-03-03,Delivered
O000004,C00073,2024-03-02,Delivered
O001935,C00382,2024-03-02,Delivered
O000456,C00388,2024-03-02,Delivered
O000100,C00304,2024-03-01,Delivered
O001538,C00309,2024-03-01,Delivered
O001035,C00295,2024-02-29,Delivered
O000712,C00072,2024-02-29,Delivered
O001488,C00247,2024-02-29,Delivered
O000939,C00289,2024-02-29,Delivered
O002612,C00311,2024-02-29,Delivered
O001206,C00052,2024-02-28,Delivered
O002181,C00183,2024-02-28,Delivered
O002345,C00327,2024-02-28,Delivered
O000452,C00337,2024-02-28,Delivered
O000718,C00375,2024-02-28,Delivered
O000469,C00235,2024-02-28,Delivered
O002262,C00307,2024-02-27,Delivered
O001987,C00327,2024-02-27,Delivered
O001551,C00330,2024-02-27,Delivered
O002162,C00288,2024-02-26,Delivered
O002272,C00376,2024-02-25,Delivered
O002206,C00007,2024-02-25,Delivered
O000752,C00255,2024-02-24,Delivered
O001776,C00058,2024-02-23,Delivered
O002457,C00157,2024-02-23,Delivered
O001051,C00145,2024-02-22,Delivered
O001790,C00317,2024-02-22,Delivered
O000227,C00067,2024-02-22,Delivered
O001563,C00140,2024-02-22,Delivered
O001138,C00091,2024-02-21,Delivered
O001617,C00291,2024-02-21,Delivered
O002277,C00264,2024-02-21,Delivered
O002746,C00028,2024-02-20,Delivered
O000844,C00149,2024-02-19,Delivered
O001178,C00169,2024-02-18,Delivered
O001435,C00311,2024-02-17,Delivered
O001817,C00298,2024-02-17,Delivered
O000627,C00102,2024-02-16,Delivered
O002943,C00273,2024-02-16,Delivered
O001677,C00028,2024-02-16,Delivered
O000706,C00317,2024-02-15,Delivered
O002119,C00354,2024-02-15,Delivered
O002067,C00314,2024-02-14,Delivered
O000384,C00188,2024-02-13,Delivered
O001602,C00168,2024-02-13,Delivered
O002475,C00282,2024-02-13,Delivered
O002029,C00359,2024-02-12,Delivered
O000974,C00242,2024-02-12,Delivered
O002806,C00048,2024-02-12,Delivered
O001008,C00259,2024-02-11,Delivered
O000079,C00227,2024-02-11,Delivered
O001182,C00252,2024-02-10,Delivered
O002473,C00124,2024-02-09,Delivered
O002739,C00238,2024-02-09,Delivered
O002038,C00077,2024-02-09,Delivered
O001379,C00016,2024-02-08,Delivered
O001539,C00269,2024-02-08,Delivered
O001936,C00040,2024-02-07,Delivered
O002602,C00260,2024-02-06,Delivered
O002451,C00213,2024-02-06,Delivered
O001295,C00019,2024-02-05,Delivered
O002040,C00041,2024-02-05,Delivered
O002424,C00111,2024-02-04,Delivered
O001944,C00125,2024-02-04,Delivered
O002510,C00099,2024-02-03,Delivered
O000414,C00077,2024-02-03,Delivered
O000534,C00301,2024-02-03,Delivered
O001179,C00038,2024-02-03,Delivered
O000834,C00041,2024-02-02,Delivered
O001643,C00158,2024-02-02,Delivered
O000394,C00224,2024-02-02,Delivered
O002698,C00302,2024-02-01,Delivered
O001673,C00241,2024-02-01,Delivered
O000786,C00217,2024-02-01,Delivered
O000748,C00225,2024-01-31,Delivered
O001077,C00062,2024-01-31,Delivered
O000730,C00205,2024-01-30,Delivered
O001787,C00094,2024-01-30,Delivered
O002003,C00035,2024-01-30,Delivered
O001356,C00130,2024-01-29,Delivered
O000402,C00386,2024-01-27,Delivered
O000555,C00092,2024-01-27,Delivered
O000666,C00012,2024-01-27,Delivered
O001346,C00308,2024-01-27,Delivered
O000753,C00035,2024-01-26,Delivered
O000392,C00392,2024-01-26,Delivered
O002214,C00279,2024-01-26,Delivered
O001093,C00368,2024-01-25,Delivered
O001806,C00176,2024-01-25,Delivered
O000921,C00306,2024-01-24,Delivered
O001558,C00056,2024-01-23,Delivered
O000653,C00171,2024-01-23,Delivered
O000897,C00223,2024-01-23,Delivered
O001619,C00350,2024-01-23,Delivered
O000298,C00358,2024-01-22,Delivered
O000028,C00295,2024-01-22,Delivered
O000064,C00398,2024-01-22,Delivered
O001508,C00017,2024-01-22,Delivered
O002057,C00076,2024-01-21,Delivered
O000542,C00393,2024-01-21,Delivered
O001311,C00097,2024-01-21,Delivered
O001785,C00210,2024-01-20,Delivered
O001476,C00185,2024-01-20,Delivered
O000366,C00250,2024-01-20,Delivered
O002974,C00151,2024-01-20,Delivered
O001318,C00165,2024-01-20,Delivered
O000373,C00399,2024-01-19,Delivered
O001769,C00026,2024-01-19,Delivered
O000622,C00239,2024-01-19,Delivered
O000346,C00069,2024-01-19,Delivered
O002783,C00271,2024-01-19,Delivered
O002506,C00026,2024-01-19,Delivered
O001100,C00047,2024-01-18,Delivered
O000792,C00334,2024-01-17,Delivered
O001593,C00067,2024-01-17,Delivered
O001533,C00294,2024-01-17,Delivered
O001366,C00040,2024-01-16,Delivered
O000087,C00396,2024-01-16,Delivered
O000068,C00003,2024-01-16,Delivered
O001561,C00319,2024-01-15,Delivered
O002963,C00048,2024-01-15,Delivered
O001361,C00289,2024-01-15,Delivered
O000592,C00313,2024-01-14,Delivered
O002309,C00186,2024-01-13,Delivered
O002697,C00117,2024-01-13,Delivered
O001743,C00010,2024-01-12,Delivered
O002011,C00306,2024-01-12,Delivered
O000552,C00075,2024-01-11,Delivered
O002744,C00070,2024-01-11,Delivered
O000951,C00238,2024-01-10,Delivered
O001149,C00161,2024-01-10,Delivered
O002944,C00393,2024-01-10,Delivered
O003000,C00139,2024-01-10,Delivered
O002571,C00317,2024-01-09,Delivered
O000745,C00252,2024-01-08,Delivered
O002892,C00376,2024-01-07,Delivered
O002894,C00271,2024-01-07,Delivered
O001507,C00201,2024-01-07,Delivered
O000077,C00241,2024-01-07,Delivered
O000876,C00018,2024-01-06,Delivered
O002574,C00164,2024-01-06,Delivered
O002034,C00294,2024-01-06,Delivered
O000980,C00372,2024-01-05,Delivered
O001514,C00021,2024-01-05,Delivered
O001883,C00380,2024-01-05,Delivered
O002202,C00354,2024-01-04,Delivered
O002781,C00391,2024-01-04,Delivered
O001866,C00328,2024-01-04,Delivered
O000102,C00288,2024-01-02,Delivered
O002419,C00134,2024-01-02,Delivered
O001996,C00388,2024-01-01,Delivered
O001262,C00222,2023-12-31,Delivered
O000462,C00344,2023-12-31,Delivered
O002153,C00064,2023-12-30,Delivered
O001212,C00337,2023-12-30,Delivered
O002859,C00054,2023-12-30,Delivered
O000693,C00177,2023-12-29,Delivered
O002385,C00290,2023-12-29,Delivered
O001978,C00012,2023-12-28,Delivered
O000065,C00278,2023-12-28,Delivered
O002074,C00022,2023-12-28,Delivered
O000517,C00121,2023-12-28,Delivered
O002558,C00218,2023-12-28,Delivered
O002864,C00148,2023-12-27,Delivered
O001918,C00238,2023-12-27,Delivered
O000341,C00097,2023-12-27,Delivered
O000023,C00394,2023-12-27,Delivered
O001687,C00215,2023-12-26,Delivered
O001165,C00132,2023-12-25,Delivered
O002480,C00010,2023-12-25,Delivered
O002735,C00389,2023-12-24,Delivered
O002693,C00334,2023-12-24,Delivered
O000836,C00351,2023-12-23,Delivered
O000900,C00006,2023-12-23,Delivered
O000353,C00274,2023-12-22,Delivered
O001453,C00373,2023-12-21,Delivered
O000924,C00261,2023-12-20,Delivered
O000082,C00035,2023-12-19,Delivered
O002676,C00143,2023-12-19,Delivered
O000492,C00378,2023-12-18,Delivered
O000784,C00278,2023-12-18,Delivered
O002445,C00125,2023-12-18,Delivered
O000691,C00198,2023-12-17,Delivered
O002998,C00069,2023-12-17,Delivered
O002897,C00299,2023-12-17,Delivered
O001098,C00143,2023-12-17,Delivered
O001875,C00224,2023-12-16,Delivered
O001341,C00072,2023-12-15,Delivered
O001132,C00047,2023-12-14,Delivered
O001780,C00399,2023-12-14,Delivered
O000336,C00271,2023-12-13,Delivered
O000292,C00281,2023-12-13,Delivered
O001171,C00255,2023-12-12,Delivered
O002096,C00118,2023-12-12,Delivered
O000993,C00161,2023-12-12,Delivered
O000171,C00361,2023-12-12,Delivered
O001378,C00346,2023-12-12,Delivered
O001584,C00139,2023-12-10,Delivered
O001695,C00116,2023-12-10,Delivered
O000943,C00127,2023-12-10,Delivered
O002053,C00364,2023-12-10,Delivered
O001062,C00105,2023-12-09,Delivered
O001919,C00311,2023-12-09,Delivered
O002465,C00379,2023-12-09,Delivered
O000178,C00296,2023-12-08,Delivered
O001505,C00337,2023-12-07,Delivered
O000750,C00263,2023-12-06,Delivered
O001995,C00063,2023-12-06,Delivered
O000855,C00317,2023-12-05,Delivered
O002266,C00014,2023-12-05,Delivered
O002069,C00316,2023-12-05,Delivered
O000177,C00140,2023-12-04,Delivered
O001246,C00395,2023-12-04,Delivered
O002005,C00204,2023-12-04,Delivered
O002965,C00372,2023-12-03,Delivered
O001813,C00281,2023-12-02,Delivered
O002908,C00275,2023-12-02,Delivered
O000357,C00035,2023-12-01,Delivered
O001816,C00192,2023-12-01,Delivered
O000859,C00293,2023-12-01,Delivered
O001429,C00085,2023-11-30,Delivered
O001398,C00279,2023-11-30,Delivered
O001757,C00369,2023-11-30,Delivered
O000769,C00166,2023-11-29,Delivered
O000590,C00116,2023-11-28,Delivered
O002874,C00211,2023-11-28,Delivered
O002960,C00163,2023-11-27,Delivered
O000498,C00242,2023-11-26,Delivered
O000431,C00203,2023-11-26,Delivered
O000825,C00210,2023-11-25,Delivered
O001390,C00181,2023-11-25,Delivered
O000727,C00284,2023-11-25,Delivered
O001010,C00279,2023-11-25,Delivered
O001994,C00398,2023-11-25,Delivered
O002833,C00273,2023-11-25,Delivered
O000713,C00187,2023-11-24,Delivered
O002591,C00356,2023-11-24,Delivered
O002721,C00151,2023-11-24,Delivered
O002740,C00343,2023-11-23,Delivered
O000146,C00323,2023-11-23,Delivered
O001671,C00332,2023-11-22,Delivered
O000501,C00127,2023-11-21,Delivered
O000141,C00251,2023-11-20,Delivered
O001686,C00099,2023-11-19,Delivered
O001197,C00038,2023-11-18,Delivered
O000574,C00041,2023-11-18,Delivered
O000551,C00154,2023-11-18,Delivered
O000507,C00043,2023-11-17,Delivered
O002928,C00091,2023-11-16,Delivered
O002278,C00154,2023-11-16,Delivered
O001306,C00150,2023-11-16,Delivered
O002065,C00028,2023-11-16,Delivered
O002334,C00069,2023-11-15,Delivered
O000959,C00047,2023-11-15,Delivered
O002398,C00317,2023-11-15,Delivered
O000888,C00339,2023-11-15,Delivered
O002425,C00101,2023-11-14,Delivered
O002208,C00265,2023-11-13,Delivered
O002369,C00384,2023-11-12,Delivered
O001625,C00028,2023-11-11,Delivered
O002793,C00259,2023-11-09,Delivered
O001293,C00115,2023-11-09,Delivered
O000416,C00336,2023-11-09,Delivered
O002838,C00134,2023-11-07,Delivered
O001143,C00068,2023-11-07,Delivered
O000816,C00220,2023-11-07,Delivered
O001953,C00242,2023-11-07,Delivered
O002195,C00234,2023-11-06,Delivered
O001878,C00223,2023-11-06,Delivered
O002551,C00328,2023-11-05,Delivered
O002594,C00211,2023-11-04,Delivered
O000372,C00139,2023-11-04,Delivered
O000139,C00270,2023-11-04,Delivered
O001258,C00327,2023-11-04,Delivered
O002228,C00108,2023-11-03,Delivered
O001240,C00294,2023-11-02,Delivered
O002232,C00361,2023-11-01,Delivered
O002933,C00197,2023-11-01,Delivered
O001223,C00183,2023-10-31,Delivered
O001868,C00201,2023-10-31,Delivered
O001979,C00342,2023-10-30,Delivered
O002786,C00328,2023-10-30,Delivered
O000615,C00051,2023-10-30,Delivered
O002248,C00318,2023-10-29,Delivered
O002953,C00214,2023-10-29,Delivered
O000342,C00139,2023-10-29,Delivered
O002263,C00368,2023-10-29,Delivered
O000408,C00097,2023-10-28,Delivered
O000582,C00367,2023-10-27,Delivered
O001243,C00111,2023-10-27,Delivered
O002873,C00303,2023-10-26,Delivered
O001276,C00234,2023-10-26,Delivered
O001211,C00331,2023-10-26,Delivered
O000597,C00348,2023-10-25,Delivered
O001948,C00090,2023-10-25,Delivered
O000949,C00194,2023-10-24,Delivered
O001215,C00341,2023-10-24,Delivered
O000533,C00168,2023-10-24,Delivered
O002625,C00290,2023-10-23,Delivered
O002295,C00164,2023-10-22,Delivered
O002867,C00178,2023-10-21,Delivered
O002318,C00223,2023-10-21,Delivered
O002896,C00150,2023-10-21,Delivered
O001699,C00389,2023-10-20,Delivered
O002055,C00123,2023-10-19,Delivered
O000591,C00005,2023-10-19,Delivered
O001751,C00324,2023-10-19,Delivered
O002041,C00249,2023-10-18,Delivered
O002081,C00227,2023-10-17,Delivered
O002304,C00156,2023-10-16,Delivered
O002828,C00330,2023-10-15,Delivered
O000821,C00333,2023-10-15,Delivered
O002360,C00349,2023-10-15,Delivered
O002047,C00229,2023-10-14,Delivered
O000813,C00011,2023-10-13,Delivered
O001405,C00108,2023-10-13,Delivered
O000225,C00084,2023-10-12,Delivered
O002730,C00365,2023-10-12,Delivered
O001135,C00024,2023-10-12,Delivered
O001493,C00318,2023-10-12,Delivered
O000830,C00046,2023-10-11,Delivered
O000119,C00399,2023-10-10,Delivered
O000701,C00122,2023-10-10,Delivered
O002157,C00090,2023-10-10,Delivered
O000511,C00103,2023-10-10,Delivered
O002070,C00320,2023-10-09,Delivered
O002382,C00297,2023-10-08,Delivered
O001754,C00377,2023-10-08,Delivered
O000777,C00084,2023-10-07,Delivered
O000242,C00142,2023-10-07,Delivered
O002105,C00178,2023-10-07,Delivered
O002330,C00116,2023-10-07,Delivered
O002643,C00068,2023-10-06,Delivered
O002824,C00075,2023-10-04,Delivered
O001188,C00322,2023-10-04,Delivered
O000620,C00012,2023-10-03,Delivered
O002128,C00362,2023-10-03,Delivered
O002493,C00044,2023-10-02,Delivered
O001113,C00243,2023-10-02,Delivered
O000273,C00145,2023-10-02,Delivered
O000239,C00320,2023-10-01,Delivered
O001492,C00300,2023-10-01,Delivered
O001236,C00190,2023-09-30,Delivered
O000776,C00369,2023-09-30,Delivered
O001031,C00141,2023-09-30,Delivered
O002045,C00364,2023-09-29,Delivered
O000175,C00094,2023-09-29,Delivered
O002287,C00235,2023-09-29,Delivered
O001559,C00353,2023-09-28,Delivered
O001324,C00291,2023-09-28,Delivered
O002569,C00113,2023-09-27,Delivered
O002431,C00037,2023-09-27,Delivered
O002030,C00394,2023-09-26,Delivered
O002756,C00064,2023-09-26,Delivered
O001756,C00281,2023-09-25,Delivered
O002814,C00003,2023-09-25,Delivered
O000012,C00013,2023-09-25,Delivered
O001001,C00165,2023-09-24,Delivered
O000669,C00203,2023-09-24,Delivered
O002887,C00046,2023-09-24,Delivered
O001922,C00134,2023-09-24,Delivered
O002104,C00391,2023-09-22,Delivered
O001326,C00047,2023-09-22,Delivered
O001969,C00268,2023-09-22,Delivered
O002757,C00376,2023-09-21,Delivered
O000735,C00101,2023-09-20,Delivered
O000656,C00246,2023-09-20,Delivered
O001851,C00076,2023-09-20,Delivered
O002100,C00223,2023-09-19,Delivered
O002432,C00233,2023-09-17,Delivered
O001766,C00213,2023-09-17,Delivered
O001907,C00145,2023-09-17,Delivered
O001250,C00205,2023-09-16,Delivered
O001547,C00194,2023-09-16,Delivered
O002617,C00397,2023-09-16,Delivered
O000543,C00285,2023-09-15,Delivered
O002110,C00079,2023-09-15,Delivered
O002535,C00305,2023-09-14,Delivered
O000738,C00377,2023-09-14,Delivered
O000908,C00159,2023-09-14,Delivered
O001762,C00394,2023-09-13,Delivered
O002879,C00390,2023-09-13,Delivered
O002565,C00055,2023-09-13,Delivered
O000106,C00328,2023-09-13,Delivered
O002051,C00164,2023-09-13,Delivered
O000687,C00216,2023-09-13,Delivered
O000013,C00203,2023-09-12,Delivered
O001938,C00400,2023-09-12,Delivered
O002763,C00216,2023-09-12,Delivered
O002728,C00340,2023-09-11,Delivered
O002758,C00356,2023-09-10,Delivered
O000269,C00184,2023-09-10,Delivered
O001255,C00275,2023-09-10,Delivered
O002010,C00087,2023-09-09,Delivered
O000711,C00257,2023-09-09,Delivered
O002307,C00184,2023-09-09,Delivered
O002529,C00280,2023-09-09,Delivered
O000518,C00069,2023-09-08,Delivered
O001220,C00032,2023-09-08,Delivered
O002351,C00092,2023-09-07,Delivered
O001706,C00361,2023-09-07,Delivered
O002268,C00084,2023-09-06,Delivered
O000702,C00331,2023-09-06,Delivered
O001731,C00295,2023-09-05,Delivered
O000933,C00376,2023-09-05,Delivered
O002131,C00349,2023-09-05,Delivered
O001761,C00235,2023-09-04,Delivered
O001968,C00316,2023-09-04,Delivered
O000245,C00338,2023-09-04,Delivered
O002632,C00296,2023-09-04,Delivered
O001150,C00273,2023-09-03,Delivered
O000877,C00343,2023-09-03,Delivered
O000703,C00378,2023-09-02,Delivered
O002509,C00354,2023-09-02,Delivered
O000180,C00109,2023-09-02,Delivered
O001707,C00091,2023-09-01,Delivered
O000161,C00396,2023-08-31,Delivered
O001849,C00040,2023-08-31,Delivered
O000262,C00206,2023-08-30,Delivered
O000040,C00284,2023-08-29,Delivered
O000015,C00319,2023-08-29,Delivered
O001419,C00188,2023-08-29,Delivered
O000874,C00073,2023-08-29,Delivered
O002397,C00201,2023-08-27,Delivered
O002498,C00147,2023-08-27,Delivered
O001906,C00003,2023-08-27,Delivered
O001904,C00063,2023-08-25,Delivered
O001957,C00119,2023-08-25,Delivered
O001524,C00276,2023-08-25,Delivered
O002785,C00067,2023-08-25,Delivered
O002731,C00009,2023-08-25,Delivered
O002688,C00353,2023-08-24,Delivered
O000913,C00254,2023-08-23,Delivered
O000971,C00144,2023-08-23,Delivered
O001840,C00362,2023-08-22,Delivered
O000516,C00285,2023-08-22,Delivered
O002114,C00248,2023-08-22,Delivered
O000765,C00165,2023-08-22,Delivered
O002641,C00358,2023-08-21,Delivered
O001057,C00329,2023-08-21,Delivered
O000001,C00138,2023-08-20,Delivered
O001447,C00107,2023-08-19,Delivered
O000403,C00037,2023-08-19,Delivered
O002687,C00134,2023-08-19,Delivered
O002669,C00246,2023-08-18,Delivered
O001597,C00283,2023-08-17,Delivered
O001977,C00272,2023-08-17,Delivered
O002258,C00367,2023-08-17,Delivered
O002678,C00006,2023-08-17,Delivered
O000483,C00170,2023-08-17,Delivered
O002657,C00073,2023-08-17,Delivered
O002063,C00067,2023-08-16,Delivered
O001527,C00101,2023-08-16,Delivered
O001433,C00125,2023-08-16,Delivered
O002830,C00304,2023-08-14,Delivered
O002411,C00181,2023-08-14,Delivered
O002000,C00091,2023-08-14,Delivered
O000395,C00022,2023-08-13,Delivered
O001562,C00312,2023-08-13,Delivered
O001526,C00033,2023-08-12,Delivered
O001189,C00172,2023-08-12,Delivered
O002007,C00330,2023-08-12,Delivered
O001123,C00220,2023-08-12,Delivered
O002559,C00092,2023-08-12,Delivered
O001360,C00253,2023-08-12,Delivered
O001076,C00169,2023-08-11,Delivered
O001638,C00049,2023-08-11,Delivered
O002630,C00262,2023-08-11,Delivered
O001899,C00349,2023-08-11,Delivered
O001003,C00392,2023-08-11,Delivered
O001736,C00089,2023-08-11,Delivered
O000143,C00075,2023-08-10,Delivered
O001636,C00091,2023-08-10,Delivered
O001874,C00152,2023-08-09,Delivered
O000497,C00081,2023-08-09,Delivered
O000634,C00001,2023-08-09,Delivered
O001696,C00394,2023-08-09,Delivered
O000074,C00068,2023-08-09,Delivered
O002256,C00372,2023-08-08,Delivered
O000421,C00064,2023-08-07,Delivered
O001831,C00163,2023-08-07,Delivered
O002193,C00245,2023-08-07,Delivered
O000948,C00191,2023-08-06,Delivered
O000510,C00196,2023-08-06,Delivered
O002201,C00327,2023-08-06,Delivered
O002098,C00030,2023-08-05,Delivered
O002423,C00345,2023-08-05,Delivered
O002317,C00165,2023-08-04,Delivered
O002751,C00300,2023-08-04,Delivered
O002137,C00043,2023-08-04,Delivered
O000491,C00184,2023-08-04,Delivered
O000397,C00174,2023-08-04,Delivered
O002056,C00184,2023-08-03,Delivered
O002133,C00296,2023-08-03,Delivered
O000774,C00016,2023-08-03,Delivered
O000998,C00326,2023-08-03,Delivered
O000338,C00380,2023-08-03,Delivered
O000996,C00015,2023-08-02,Delivered
O002091,C00286,2023-08-02,Delivered
O000645,C00069,2023-07-31,Delivered
O001071,C00280,2023-07-31,Delivered
O002635,C00189,2023-07-30,Delivered
O002694,C00268,2023-07-30,Delivered
O001570,C00118,2023-07-30,Delivered
O002302,C00295,2023-07-29,Delivered
O002719,C00259,2023-07-29,Delivered
O001005,C00229,2023-07-28,Delivered
O001418,C00095,2023-07-28,Delivered
O000831,C00002,2023-07-28,Delivered
O002964,C00308,2023-07-27,Delivered
O002549,C00180,2023-07-26,Delivered
O001622,C00210,2023-07-26,Delivered
O001577,C00017,2023-07-25,Delivered
O002410,C00093,2023-07-25,Delivered
O000789,C00225,2023-07-24,Delivered
O000811,C00184,2023-07-23,Delivered
O001990,C00178,2023-07-23,Delivered
O001030,C00173,2023-07-23,Delivered
O000370,C00370,2023-07-22,Delivered
O000423,C00023,2023-07-22,Delivered
O000911,C00201,2023-07-22,Delivered
O001836,C00146,2023-07-22,Delivered
O001941,C00159,2023-07-22,Delivered
O001815,C00245,2023-07-21,Delivered
O002703,C00259,2023-07-20,Delivered
O002489,C00012,2023-07-20,Delivered
O001988,C00211,2023-07-19,Delivered
O002709,C00032,2023-07-19,Delivered
O001195,C00138,2023-07-19,Delivered
O001960,C00363,2023-07-17,Delivered
O002860,C00089,2023-07-17,Delivered
O001525,C00346,2023-07-15,Delivered
O002436,C00233,2023-07-15,Delivered
O001983,C00161,2023-07-14,Delivered
O001164,C00041,2023-07-14,Delivered
O001317,C00092,2023-07-13,Delivered
O001280,C00136,2023-07-13,Delivered
O002782,C00263,2023-07-12,Delivered
O002354,C00122,2023-07-12,Delivered
O001268,C00229,2023-07-12,Delivered
O000892,C00129,2023-07-12,Delivered
O000393,C00109,2023-07-12,Delivered
O002313,C00011,2023-07-12,Delivered
O002972,C00385,2023-07-11,Delivered
O002552,C00309,2023-07-11,Delivered
O000086,C00028,2023-07-10,Delivered
O001184,C00041,2023-07-10,Delivered
O002187,C00022,2023-07-10,Delivered
O000613,C00336,2023-07-10,Delivered
O001741,C00246,2023-07-09,Delivered
O001603,C00195,2023-07-08,Delivered
O001368,C00298,2023-07-08,Delivered
O000894,C00288,2023-07-08,Delivered
O000633,C00028,2023-07-08,Delivered
O002910,C00349,2023-07-08,Delivered
O001036,C00032,2023-07-07,Delivered
O000051,C00328,2023-07-06,Delivered
O002396,C00221,2023-07-05,Delivered
O001997,C00066,2023-07-05,Delivered
O001364,C00225,2023-07-04,Delivered
O002446,C00226,2023-07-04,Delivered
O001464,C00074,2023-07-04,Delivered
O000661,C00018,2023-07-03,Delivered
O002209,C00208,2023-07-03,Delivered
O000598,C00219,2023-07-03,Delivered
O000782,C00232,2023-07-02,Delivered
O000984,C00005,2023-07-02,Delivered
O002308,C00176,2023-07-02,Delivered
O002017,C00361,2023-07-02,Delivered
O000481,C00171,2023-07-01,Delivered
O000991,C00125,2023-07-01,Delivered
O000764,C00134,2023-06-30,Delivered
O001719,C00311,2023-06-30,Delivered
O002404,C00072,2023-06-30,Delivered
O001484,C00394,2023-06-29,Delivered
O002059,C00230,2023-06-29,Delivered
O001029,C00076,2023-06-29,Delivered
O001585,C00217,2023-06-29,Delivered
O002779,C00251,2023-06-28,Delivered
O001119,C00041,2023-06-28,Delivered
O002771,C00190,2023-06-28,Delivered
O000989,C00213,2023-06-27,Delivered
O002563,C00392,2023-06-27,Delivered
O002659,C00284,2023-06-27,Delivered
O002606,C00219,2023-06-26,Delivered
O002762,C00155,2023-06-26,Delivered
O002079,C00332,2023-06-26,Delivered
O001025,C00340,2023-06-26,Delivered
O000642,C00284,2023-06-26,Delivered
O002508,C00147,2023-06-25,Delivered
O002616,C00286,2023-06-25,Delivered
O000929,C00022,2023-06-24,Delivered
O002322,C00202,2023-06-24,Delivered
O001305,C00199,2023-06-24,Delivered
O000152,C00166,2023-06-24,Delivered
O001710,C00059,2023-06-23,Delivered
O001670,C00228,2023-06-23,Delivered
O000230,C00317,2023-06-22,Delivered
O001555,C00350,2023-06-22,Delivered
O001377,C00080,2023-06-21,Delivered
O002372,C00065,2023-06-20,Delivered
O001647,C00174,2023-06-20,Delivered
O001693,C00211,2023-06-20,Delivered
O000381,C00070,2023-06-20,Delivered
O002499,C00118,2023-06-20,Delivered
O001877,C00268,2023-06-20,Delivered
O002239,C00182,2023-06-19,Delivered
O001838,C00230,2023-06-18,Delivered
O002640,C00386,2023-06-18,Delivered
O002775,C00362,2023-06-17,Delivered
O001623,C00146,2023-06-17,Delivered
O002941,C00056,2023-06-17,Delivered
O000374,C00151,2023-06-16,Delivered
O002344,C00249,2023-06-16,Delivered
O000689,C00019,2023-06-15,Delivered
O000964,C00091,2023-06-14,Delivered
O000646,C00176,2023-06-13,Delivered
O000618,C00220,2023-06-12,Delivered
O002768,C00179,2023-06-11,Delivered
O000257,C00271,2023-06-11,Delivered
O000301,C00114,2023-06-10,Delivered
O000426,C00253,2023-06-09,Delivered
O002460,C00031,2023-06-08,Delivered
O002148,C00265,2023-06-07,Delivered
O000858,C00054,2023-06-07,Delivered
O001355,C00092,2023-06-07,Delivered
O002615,C00127,2023-06-06,Delivered
O001930,C00359,2023-06-06,Delivered
O001047,C00116,2023-06-05,Delivered
O000166,C00099,2023-06-04,Delivered
O000978,C00042,2023-06-03,Delivered
O002495,C00224,2023-06-02,Delivered
O002816,C00006,2023-06-02,Delivered
O001310,C00304,2023-06-01,Delivered
O002901,C00255,2023-06-01,Delivered
O000650,C00008,2023-06-01,Delivered
O002182,C00281,2023-05-31,Delivered
O001974,C00021,2023-05-30,Delivered
O000217,C00141,2023-05-30,Delivered
O000330,C00042,2023-05-30,Delivered
O002245,C00331,2023-05-29,Delivered
O000803,C00026,2023-05-28,Delivered
O000744,C00354,2023-05-28,Delivered
O001517,C00344,2023-05-28,Delivered
O000037,C00234,2023-05-28,Delivered
O000737,C00101,2023-05-27,Delivered
O002442,C00329,2023-05-25,Delivered
O000846,C00099,2023-05-24,Delivered
O002324,C00121,2023-05-24,Delivered
O002242,C00323,2023-05-24,Delivered
O001510,C00308,2023-05-24,Delivered
O000213,C00197,2023-05-23,Delivered
O001386,C00211,2023-05-23,Delivered
O002009,C00260,2023-05-22,Delivered
O001350,C00288,2023-05-21,Delivered
O000887,C00159,2023-05-21,Delivered
O001152,C00339,2023-05-20,Delivered
O002515,C00390,2023-05-20,Delivered
O002386,C00280,2023-05-20,Delivered
O001263,C00232,2023-05-20,Delivered
O002405,C00082,2023-05-18,Delivered
O001017,C00014,2023-05-18,Delivered
O000409,C00213,2023-05-18,Delivered
O000758,C00131,2023-05-16,Delivered
O001581,C00295,2023-05-16,Delivered
O002854,C00217,2023-05-16,Delivered
O000221,C00073,2023-05-15,Delivered
O002101,C00024,2023-05-14,Delivered
O000351,C00225,2023-05-14,Delivered
O002947,C00358,2023-05-14,Delivered
O001873,C00065,2023-05-14,Delivered
O000488,C00347,2023-05-14,Delivered
O001891,C00385,2023-05-14,Delivered
O002946,C00036,2023-05-14,Delivered
O000651,C00337,2023-05-12,Delivered
O002298,C00394,2023-05-12,Delivered
O000685,C00268,2023-05-12,Delivered
O000999,C00013,2023-05-10,Delivered
O000692,C00022,2023-05-10,Delivered
O002851,C00290,2023-05-10,Delivered
O002850,C00334,2023-05-10,Delivered
O001749,C00063,2023-05-10,Delivered
O001251,C00297,2023-05-10,Delivered
O001391,C00003,2023-05-09,Delivered
O001048,C00275,2023-05-09,Delivered
O002438,C00087,2023-05-08,Delivered
O002305,C00077,2023-05-08,Delivered
O000003,C00321,2023-05-07,Delivered
O000413,C00216,2023-05-07,Delivered
O000468,C00008,2023-05-07,Delivered
O002961,C00082,2023-05-07,Delivered
O001161,C00310,2023-05-07,Delivered
O002579,C00385,2023-05-06,Delivered
O000505,C00198,2023-05-06,Delivered
O002470,C00004,2023-05-05,Delivered
O001471,C00113,2023-05-04,Delivered
