item_id,order_id,product_id,quantity,unit_price,discount_percent
929,487,84,3,18247.23,25
930,487,48,2,21890.12,15
931,487,137,4,24838.41,0
932,488,104,5,20348.3,15
933,488,57,1,25309.11,30
934,488,88,1,5678.37,20
935,489,126,3,7839.23,30
936,489,133,3,6127.53,15
937,490,125,3,18232.71,5
938,490,74,3,27039.09,0
939,491,20,5,30651.2,0
940,491,29,2,17821.31,15
941,491,124,5,31306.02,0
942,492,23,3,8860.69,10
943,493,28,1,22466.35,0
944,493,84,3,17492.63,5
945,493,52,4,26650.52,30
946,494,25,4,11054.19,15
947,494,61,1,4889.72,10
948,495,28,1,20414.06,15
949,495,73,2,935.45,30
950,496,32,4,25670.44,0
951,496,135,4,27969.39,15
952,497,135,2,41882.9,15
953,497,90,5,7353.91,20
954,497,103,4,8351.7,15
955,498,130,5,3805.67,10
956,498,107,2,5624.43,15
957,498,116,5,6498.98,10
958,499,109,3,19710.84,15
959,500,74,5,21408.42,0
960,500,46,1,2911.35,20
961,501,2,1,2778.31,10
962,501,11,3,22631.46,5
963,502,19,-2,29893.72,0
964,502,61,3,7224.44,0
965,503,124,5,30807.58,20
966,503,9,5,5241.21,0
967,504,73,5,1002.81,20
968,504,78,5,14510.49,25
969,504,134,2,120.87,5
970,505,113,3,38870.21,0
971,506,2,5,3974.46,0
972,506,34,3,5116.95,0
973,506,94,5,22187.03,0
974,507,28,2,22170.25,0
975,508,33,2,6400.58,0
976,509,16,4,16254.94,0
977,510,134,2,116.38,25
978,511,119,5,10752.26,25
979,511,89,4,1890.63,0
980,511,7,-4,16299.23,0
981,512,90,3,5788.74,15
982,512,123,5,12618.39,25
983,512,119,2,11941.0,0
984,513,131,4,2784.94,30
985,514,62,1,33701.62,0
986,514,27,4,5962.93,25
987,514,101,2,4476.79,5
988,515,56,1,11847.92,0
989,515,48,2,19138.29,5
990,516,106,4,20273.68,0
991,516,44,3,28062.5,30
992,516,26,2,22954.52,0
993,517,63,5,194.64,30
994,518,53,-3,4185.06,25
995,518,82,4,11135.56,25
996,518,79,2,20015.65,20
997,519,86,3,11408.8,25
998,520,30,1,25630.0,0
999,520,47,4,1863.31,0
1000,520,115,3,11561.98,25
1001,520,113,5,43180.68,0
1002,521,84,5,19922.93,30
1003,521,36,2,18227.47,0
1004,522,26,4,28593.89,0
1005,522,35,5,2815.85,0
1006,522,94,1,22710.24,30
1007,523,120,5,5518.13,25
1008,524,90,3,6949.61,15
1009,524,54,2,24194.51,30
1010,525,11,1,19238.85,10
1011,525,52,2,31952.99,0
1012,526,83,4,22986.52,0
1013,526,29,2,20547.78,0
1014,527,43,1,29579.34,5
1015,527,90,4,5836.78,30
1016,528,50,5,21581.31,0
1017,528,15,5,16314.89,25
1018,529,128,2,27160.6,0
1019,529,24,2,20373.02,0
1020,529,30,1,34539.28,25
1021,530,105,1,23956.75,0
1022,530,120,1,4569.38,20
1023,530,36,1,18216.29,0
1024,531,9,3,5081.43,30
1025,531,115,4,15496.31,5
1026,531,35,5,3618.93,5
1027,532,10,5,10310.76,20
1028,532,76,3,13528.72,0
1029,533,78,5,11374.6,10
1030,534,46,1,2096.79,0
1031,535,135,3,41405.06,15
1032,535,36,2,18414.17,10
1033,536,97,2,24084.56,5
1034,537,90,1,7357.81,0
1035,537,98,2,18658.36,15
1036,538,33,5,6104.17,0
1037,539,117,2,1928.97,20
1038,539,31,3,11329.51,30
1039,540,94,4,23174.97,0
1040,541,20,1,25980.32,25
1041,541,40,1,18181.57,15
1042,542,42,2,9172.65,10
1043,542,123,1,10189.52,0
1044,543,22,4,15302.88,0
1045,544,106,2,14962.46,10
1046,544,59,5,10395.56,0
1047,545,41,1,25373.77,10
1048,546,9,1,3958.89,15
1049,546,64,4,16178.52,25
1050,547,79,5,19013.42,25
1051,548,90,4,7452.05,5
1052,548,96,3,16245.0,0
1053,548,73,2,1095.21,10
1054,549,12,1,3226.55,30
1055,549,16,-1,11720.03,0
1056,550,106,1,17510.6,10
1057,550,59,1,9703.29,20
1058,551,133,1,8862.66,15
1059,552,115,2,13548.08,0
1060,552,28,3,27983.96,25
1061,553,105,2,23177.65,5
1062,553,116,3,5704.31,0
1063,553,27,3,4653.88,30
1064,554,71,3,23677.02,20
1065,554,126,2,5417.26,5
1066,555,47,5,2477.77,25
1067,555,90,4,7052.46,10
1068,555,137,4,23068.79,0
1069,556,2,2,3996.07,5
1070,556,86,5,9404.52,25
1071,557,101,1,5185.03,0
1072,557,112,5,32093.88,0
1073,557,39,4,20082.14,0
1074,558,69,4,30745.48,0
1075,559,7,1,21476.36,0
1076,560,115,1,15390.35,0
1077,560,125,1,23032.86,10
1078,560,120,5,4868.62,30
1079,561,70,2,18130.31,0
1080,561,1,3,1417.8,0
1081,561,81,3,35817.23,30
1082,562,10,5,13618.26,20
1083,562,77,5,3542.22,25
1084,563,51,4,15028.4,0
1085,564,107,4,6994.88,10
1086,565,26,3,31149.99,25
1087,565,39,4,26281.69,5
1088,565,56,2,14704.32,15
1089,565,125,4,17855.95,30
1090,566,75,1,19633.53,10
1091,566,30,2,34758.02,0
1092,566,115,1,11377.59,0
1093,567,139,2,28997.69,20
1094,568,15,1,17922.18,10
1095,568,41,1,33374.11,30
1096,569,61,5,6227.4,25
1097,569,95,2,3329.63,0
1098,569,132,4,4019.53,30
1099,570,129,5,35947.79,30
1100,571,19,3,28560.74,0
1101,571,140,1,26431.92,15
1102,571,103,5,10429.93,5
1103,571,67,5,25598.21,30
1104,572,96,1,16675.03,0
1105,572,113,1,32688.61,0
1106,573,24,2,28226.52,20
1107,574,22,5,15142.77,0
1108,574,77,2,3514.04,25
1109,575,43,5,38761.78,30
1110,576,130,2,3842.08,20
1111,577,123,1,10720.07,15
1112,578,59,1,8713.57,0
1113,579,91,1,20268.35,30
1114,579,110,2,3223.84,10
1115,580,58,3,1267.45,15
1116,581,102,5,21895.95,10
1117,581,47,5,2173.77,30
1118,581,75,2,26619.46,20
1119,581,12,1,2558.21,30
1120,582,80,4,1856.66,30
1121,582,39,3,21016.83,0
1122,582,17,2,14490.97,15
1123,583,105,3,29391.06,0
1124,584,1,5,1519.52,5
1125,585,129,5,23804.47,20
1126,585,59,2,11834.66,20
1127,586,123,4,12482.61,0
1128,586,39,4,20116.67,0
1129,586,135,1,32586.55,5
1130,587,64,5,14300.05,0
1131,587,92,2,32058.33,0
1132,588,60,4,20698.33,0
1133,588,55,3,4415.69,5
1134,589,131,3,3299.24,0
1135,589,25,2,10620.26,10
1136,589,103,3,10349.71,10
1137,590,32,4,22987.42,0
1138,590,25,2,12299.41,10
1139,591,103,4,12182.11,0
1140,591,17,5,9989.25,10
1141,591,121,5,32282.45,30
1142,592,11,5,25612.73,0
1143,592,140,4,26556.11,30
1144,593,114,4,27440.64,0
1145,593,70,2,19410.14,0
1146,594,101,3,5655.73,30
1147,594,97,5,34704.14,5
1148,595,113,3,43497.24,20
1149,596,80,1,2185.82,10
1150,597,13,5,11128.67,0
1151,597,29,4,21502.16,5
1152,597,32,4,29279.37,0
1153,597,35,3,2707.89,25
1154,598,21,1,5179.6,30
1155,598,109,5,19794.59,5
1156,599,33,1,6152.96,10
1157,600,84,5,13365.42,25
1158,600,96,1,13135.72,10
1159,601,65,1,28749.38,20
1160,601,46,4,2764.74,10
1161,602,112,4,36197.17,0
1162,603,42,1,10208.13,10
1163,604,81,4,38010.21,15
1164,604,109,5,20447.25,25
1165,604,94,3,28321.47,5
1166,605,8,2,25698.95,15
1167,605,109,3,19728.73,20
1168,606,34,3,6143.47,0
1169,606,48,-1,17668.52,15
1170,606,108,5,31334.72,5
1171,607,109,2,14500.97,0
1172,607,42,3,7688.46,25
1173,608,110,4,3445.12,0
1174,608,123,3,12542.26,20
1175,609,72,1,33825.79,30
1176,609,26,3,26353.08,30
1177,610,100,1,7171.77,30
1178,610,16,1,12171.32,30
1179,611,127,1,23018.62,15
1180,611,33,4,7273.85,0
1181,611,51,3,14109.95,20
1182,612,68,4,29431.04,0
1183,612,43,2,28959.64,30
1184,613,123,2,11577.89,20
1185,613,88,5,4430.53,30
1186,614,90,3,7750.05,0
1187,614,44,3,26546.31,30
1188,614,95,2,2837.7,10
1189,615,69,1,25348.65,20
1190,616,66,3,36044.01,15
1191,616,79,2,27358.36,0
1192,616,95,1,2383.8,5
1193,617,115,5,14538.12,25
1194,617,74,5,28226.88,0
1195,617,138,4,30351.78,20
1196,618,53,2,4321.71,0
1197,618,63,2,195.53,30
1198,618,76,5,14699.23,0
1199,619,91,1,23015.83,0
1200,619,4,5,8638.61,5
1201,619,139,1,31305.83,5
1202,620,9,-4,4970.99,5
1203,621,38,3,21557.5,5
1204,622,85,1,10546.63,0
1205,622,59,5,7899.19,20
1206,622,79,-4,23256.32,10
1207,623,109,3,21188.07,10
1208,624,66,3,30233.96,0
1209,624,93,5,25135.09,30
1210,625,122,5,20210.06,15
1211,625,56,2,13645.29,0
1212,625,116,2,7114.0,30
1213,626,132,3,3889.48,20
1214,627,109,5,19555.73,0
1215,627,136,3,15824.89,15
1216,628,124,5,38597.77,25
1217,629,36,2,17323.35,0
1218,629,65,5,32194.07,20
1219,629,97,3,26213.66,0
1220,630,53,2,4383.28,5
1221,630,58,5,1302.78,0
1222,630,116,1,8498.32,30
1223,631,41,-5,25224.08,0
1224,632,133,1,8517.13,30
1225,632,132,2,2850.14,0
1226,633,48,2,21686.24,0
1227,633,59,1,10574.18,20
1228,634,119,4,10471.84,0
1229,634,112,5,41686.81,30
1230,635,99,5,11929.33,10
1231,635,32,2,23590.85,0
1232,635,3,3,20522.16,5
1233,636,75,3,25865.87,0
1234,637,124,3,34196.15,30
1235,638,36,2,19994.61,20
1236,639,26,2,28641.18,0
1237,639,9,4,5444.28,20
1238,639,1,2,984.22,10
1239,640,85,5,12553.27,0
1240,641,12,4,2768.42,20
1241,642,109,1,20543.46,20
1242,642,69,3,29116.54,0
1243,642,24,1,26734.43,5
1244,642,19,3,21948.13,25
1245,643,69,5,31514.52,30
1246,644,4,5,8557.99,20
1247,644,95,4,2893.6,10
1248,645,104,2,18469.2,25
1249,646,4,5,6777.91,20
1250,647,31,4,11229.08,25
1251,648,19,3,22308.18,20
1252,649,20,4,24382.5,5
1253,649,117,2,1690.11,0
1254,650,34,4,6513.28,30
1255,650,111,5,29952.14,0
1256,650,92,4,23023.51,0
1257,651,95,1,3187.93,15
1258,651,36,3,21871.51,0
1259,652,118,4,16035.78,0
1260,652,125,2,20648.0,20
1261,653,25,5,12179.52,30
1262,654,38,3,16763.62,20
1263,655,46,5,3058.64,15
1264,655,42,5,9291.34,25
1265,655,37,1,13245.07,10
1266,656,94,3,29976.21,0
1267,657,76,4,17804.52,0
1268,657,96,3,15923.87,30
1269,658,33,1,7042.69,0
1270,659,128,1,22968.79,20
1271,659,1,2,1496.02,15
1272,659,5,4,17713.73,0
1273,660,118,2,15939.71,25
1274,660,44,2,31796.14,30
1275,660,55,5,4735.2,10
1276,661,134,2,102.83,10
1277,661,133,4,6899.07,0
1278,662,108,4,35728.32,30
1279,662,19,3,22005.9,0
1280,663,16,5,13879.15,0
1281,663,24,5,21047.95,25
1282,663,30,1,36037.28,0
1283,664,81,4,27845.12,0
1284,664,48,3,16289.14,25
1285,665,52,4,21843.22,20
1286,665,12,5,2618.89,0
1287,665,9,1,5698.63,10
1288,666,23,5,11434.72,30
1289,666,130,3,4247.82,5
1290,667,134,4,125.85,5
1291,667,120,4,5132.45,10
1292,668,72,4,40040.29,20
1293,669,132,4,2900.76,10
1294,669,37,5,9505.6,0
1295,670,10,3,11045.81,0
1296,671,104,2,21004.54,0
1297,672,120,3,5358.83,30
1298,672,76,2,14411.15,0
1299,672,55,4,5190.9,20
1300,673,112,2,37646.86,5
1301,673,10,3,13982.42,30
1302,673,110,5,3253.99,10
1303,673,115,2,11971.7,5
1304,674,98,3,16332.31,0
1305,675,14,4,13807.57,10
1306,676,13,3,10080.96,15
1307,676,101,3,4517.69,20
1308,677,3,5,30331.92,15
1309,677,9,1,3787.09,10
1310,678,8,1,34749.97,0
1311,678,27,4,5566.56,20
1312,678,60,-1,19711.32,0
1313,679,114,2,23254.32,0
1314,679,100,4,7048.71,15
1315,679,14,2,11131.13,10
1316,680,22,1,16980.37,0
1317,680,46,4,3011.38,15
1318,680,1,1,988.14,20
1319,681,13,3,8544.91,5
1320,681,21,2,6942.46,15
1321,682,67,4,22350.73,15
1322,683,127,2,30979.05,25
1323,683,26,5,26551.48,15
1324,683,114,5,29326.27,0
1325,684,60,1,14793.97,20
1326,684,17,3,14365.4,5
1327,685,4,1,6924.59,0
1328,685,53,1,5066.07,20
1329,685,31,1,11118.39,10
1330,686,17,1,12180.89,0
1331,687,87,2,35984.56,15
1332,687,45,2,20160.5,20
1333,687,140,1,21455.87,20
1334,687,92,4,30182.55,0
1335,687,89,1,1790.73,20
1336,688,16,1,15013.15,25
1337,689,62,5,29598.04,0
1338,689,123,2,12799.89,10
1339,690,79,2,18553.44,20
1340,690,96,4,16092.61,0
1341,691,42,1,7262.04,5
1342,691,90,4,5939.23,0
1343,692,101,3,4580.49,30
1344,692,48,3,15933.09,0
1345,693,39,2,28732.8,10
1346,694,85,1,10745.18,0
1347,695,108,1,28012.47,0
1348,696,139,5,41491.71,30
1349,697,30,4,28326.46,5
1350,697,23,2,10678.47,0
1351,698,73,4,883.95,30
1352,698,86,5,9614.83,0
1353,699,109,4,13947.96,5
1354,699,80,4,2544.16,0
1355,699,43,1,42167.15,0
1356,700,118,5,15224.28,10
1357,700,95,4,3436.83,0
1358,700,91,5,16970.8,25
1359,701,42,2,7720.0,0
1360,701,58,1,1228.88,0
1361,701,2,1,3062.08,30
1362,702,32,1,27046.19,0
1363,702,134,4,99.92,0
1364,702,126,5,6344.35,30
1365,703,21,5,6875.57,25
1366,704,121,4,32531.1,0
1367,704,43,1,40032.85,15
1368,704,25,2,11210.9,5
1369,705,40,5,16967.51,10
1370,705,131,1,3140.81,30
1371,705,123,2,10198.84,25
1372,705,45,2,19666.35,0
1373,706,55,2,5406.14,5
1374,706,76,2,16635.05,0
1375,706,138,1,27788.67,10
1376,707,55,2,6081.84,30
1377,708,29,1,19000.57,0
1378,708,17,2,9511.59,5
1379,708,108,1,26969.0,0
1380,708,93,2,33288.41,0
1381,708,51,4,14440.59,0
1382,709,96,1,19271.36,0
1383,709,50,5,15506.76,15
1384,710,13,4,9192.4,5
1385,711,15,4,15868.9,0
1386,711,89,5,1905.99,0
1387,711,60,1,20399.56,0
1388,711,113,5,29951.97,0
1389,711,117,4,1950.74,0
1390,712,41,-2,24067.47,0
1391,712,136,3,11555.56,30
1392,713,100,2,5443.39,0
1393,713,101,2,6615.73,20
1394,714,125,1,20765.16,15
1395,715,107,4,6574.75,0
1396,716,99,2,11932.55,30
1397,716,60,4,17723.96,0
1398,716,101,3,5741.96,10
1399,717,111,2,31570.35,5
1400,717,101,2,5708.59,15
1401,718,3,5,24055.28,25
1402,718,78,2,11531.58,0
1403,719,31,1,10087.69,0
1404,720,66,2,40024.78,15
1405,720,56,5,13938.1,10
1406,720,106,2,14764.58,30
1407,721,11,5,25555.83,0
1408,721,137,5,34618.11,0
1409,721,127,2,29554.76,0
1410,722,98,3,14941.03,30
1411,723,35,3,3907.27,0
1412,724,94,3,25682.96,5
1413,724,15,2,15158.62,5
1414,725,62,1,35984.12,15
1415,725,20,5,30858.75,0
1416,726,96,3,19018.93,20
1417,726,69,5,34410.32,25
1418,727,69,3,38237.25,15
1419,728,62,5,32579.7,10
1420,728,112,4,34427.11,30
1421,728,95,4,3410.57,0
1422,729,33,1,5243.49,10
1423,730,95,1,2924.13,10
1424,730,6,5,21260.92,15
1425,730,138,2,34779.25,0
1426,731,98,4,15552.87,25
1427,732,47,4,2674.07,10
1428,732,29,2,15627.89,0
1429,732,62,3,28355.8,0
1430,732,4,3,6164.03,10
1431,733,64,2,16085.75,0
1432,734,78,3,16127.04,5
1433,735,106,4,15747.98,0
1434,735,57,1,29253.9,0
1435,736,127,5,30711.51,0
1436,737,95,1,3352.98,30
1437,737,115,3,11974.08,5
1438,738,93,2,27962.61,30
1439,738,72,4,32045.1,25
1440,739,42,4,10115.26,0
1441,739,7,2,22396.22,25
1442,739,136,4,10891.7,20
1443,740,103,4,8945.46,25
1444,740,83,1,23550.86,0
1445,741,92,4,34867.91,0
1446,741,40,1,22371.82,15
1447,742,84,1,13223.02,0
1448,742,133,4,9013.71,0
1449,743,48,4,19839.25,5
1450,743,82,1,9750.72,10
1451,744,59,5,10576.91,0
1452,745,102,1,18387.92,0
1453,745,136,1,11272.1,5
1454,746,97,5,28516.94,0
1455,747,7,5,20218.19,25
1456,748,64,2,14769.17,15
1457,748,89,2,2213.63,0
1458,749,114,5,23517.34,30
1459,749,59,5,10214.36,0
1460,750,74,2,28772.98,5
1461,750,94,2,22278.54,20
1462,750,122,1,24519.68,0
1463,751,13,5,12476.6,0
1464,752,131,4,3075.81,0
1465,752,48,5,21016.96,5
1466,753,126,1,5537.39,0
1467,754,91,5,21910.67,0
1468,754,57,1,34708.71,25
1469,755,112,3,36782.09,10
1470,756,104,4,16859.0,25
1471,757,54,2,23046.78,0
1472,757,56,5,10100.83,0
1473,758,75,3,29578.92,15
1474,759,40,-2,16158.9,15
1475,760,104,1,18371.73,15
1476,761,100,4,7466.61,5
1477,761,63,1,194.6,0
1478,762,137,4,31455.38,25
1479,762,15,3,13992.21,5
1480,762,70,1,16775.2,15
1481,763,79,5,21699.14,0
1482,763,32,1,21906.59,20
1483,764,45,5,28367.62,20
1484,764,103,2,10693.9,25
1485,764,15,3,16094.84,15
1486,765,12,3,2540.34,0
1487,765,93,2,34360.2,0
1488,766,95,1,2743.62,10
1489,767,88,3,4354.5,0
1490,767,85,5,14549.88,5
1491,767,110,5,3462.38,30
1492,768,128,2,22929.04,0
1493,768,92,2,23068.26,0
1494,769,4,-1,8092.92,25
1495,770,25,1,9569.75,0
1496,770,35,2,3366.93,20
1497,771,119,4,10036.71,30
1498,771,137,4,25453.18,0
1499,771,117,4,2131.88,25
1500,772,60,1,21348.45,0
1501,773,8,5,34913.39,30
1502,773,118,5,17470.94,30
1503,773,87,4,28503.12,5
1504,774,80,5,1940.15,20
1505,774,52,3,24667.07,0
1506,774,30,5,31989.19,15
1507,775,12,-1,2961.08,15
1508,775,41,1,32418.02,25
1509,776,97,3,31445.05,25
1510,776,70,3,16733.33,0
1511,777,119,3,12862.9,20
1512,777,102,4,17628.69,25
1513,777,79,5,23007.19,10
1514,778,23,2,9646.17,15
1515,778,108,4,32420.56,0
1516,779,6,2,24300.62,5
1517,779,105,4,25024.84,20
1518,780,70,4,16446.46,0
1519,780,110,5,4007.4,0
1520,780,48,5,20111.55,5
1521,781,95,1,2432.88,15
1522,781,120,1,4687.88,0
1523,782,119,2,12205.91,5
1524,782,106,1,20699.28,10
1525,783,86,3,9453.75,20
1526,783,101,2,5051.41,15
1527,783,90,3,7540.9,10
1528,784,57,3,31474.93,0
1529,785,32,5,29707.25,5
1530,785,102,5,16341.51,10
1531,786,71,5,26700.45,5
1532,787,105,3,22710.98,30
1533,788,44,2,27898.18,15
1534,789,123,2,14516.66,30
1535,790,134,1,107.53,0
1536,790,70,1,20585.41,25
1537,791,30,4,27464.81,30
1538,791,123,3,10328.31,20
1539,791,12,3,2647.52,0
1540,792,33,1,4882.02,10
1541,792,10,5,11574.29,10
1542,792,63,4,200.07,0
1543,793,14,2,14239.79,15
1544,793,8,1,24342.87,0
1545,794,53,4,4023.26,20
1546,795,101,5,5146.3,25
1547,795,49,1,3183.02,20
1548,795,85,1,15729.01,5
1549,796,18,3,5322.38,30
1550,797,84,-4,14577.26,0
1551,797,102,2,21963.55,30
1552,798,95,3,3320.64,5
1553,798,13,4,8756.59,0
1554,798,53,1,5027.2,5
1555,799,68,4,31532.63,0
1556,800,5,4,21518.4,20
1557,800,78,5,15248.34,20
1558,800,60,5,21625.42,0
1559,801,81,2,35192.96,10
1560,802,98,-5,20487.4,0
1561,803,125,1,20442.55,5
1562,803,113,1,33374.97,15
1563,803,74,1,21704.7,30
1564,804,94,1,21572.33,30
1565,805,101,3,4764.7,15
1566,806,41,2,25108.77,30
1567,807,60,1,15831.15,20
1568,807,3,5,30943.78,5
1569,807,35,2,3807.42,5
1570,808,6,2,23162.85,25
1571,808,57,4,23329.98,0
1572,809,117,3,2549.12,0
1573,810,113,4,30795.25,25
1574,811,81,2,40153.1,0
1575,812,45,3,26781.49,5
1576,813,45,2,22263.08,5
1577,813,60,3,20673.59,0
1578,813,67,1,17638.09,10
1579,813,125,4,16804.91,0
1580,814,24,2,26278.69,0
1581,814,117,3,1718.27,15
1582,814,42,1,8706.75,20
1583,815,140,1,30960.06,25
1584,815,119,4,11619.73,10
1585,816,106,1,18875.83,0
1586,817,93,-2,29281.62,25
1587,817,139,2,39559.92,25
1588,818,38,5,23792.02,0
1589,818,87,2,25858.35,0
1590,819,88,4,6161.85,10
1591,819,99,3,17281.22,0
1592,820,64,4,11979.39,5
1593,821,20,2,25421.07,0
1594,822,23,1,10296.41,30
1595,822,13,1,9111.69,15
1596,823,13,1,11962.29,25
1597,823,19,3,30525.03,5
1598,823,117,5,1811.6,0
1599,824,65,2,32998.76,0
1600,824,91,4,16755.38,0
1601,825,100,2,6596.44,0
1602,825,66,2,26655.17,10
1603,825,64,2,11357.6,20
1604,826,46,3,2661.77,20
1605,826,97,2,36106.4,0
1606,826,83,5,32378.86,5
1607,827,114,5,31325.28,25
1608,827,5,5,20522.08,15
1609,827,79,1,21149.75,0
1610,828,43,3,37863.1,20
1611,828,3,5,27501.07,0
1612,829,49,4,3102.86,0
1613,830,102,4,19527.48,5
1614,831,82,3,8682.48,25
1615,831,107,4,6157.22,0
1616,831,60,2,22297.8,0
1617,832,5,3,20032.66,0
1618,832,108,5,25081.95,15
1619,832,21,5,6471.86,0
1620,832,103,2,10792.69,0
1621,833,106,5,16472.07,20
1622,833,56,2,12470.38,25
1623,833,11,2,22693.36,0
1624,833,39,5,27985.35,0
1625,834,11,1,19775.36,10
1626,834,111,5,29377.16,30
1627,834,97,3,25162.91,5
1628,835,138,1,28072.57,30
1629,835,11,2,23244.2,0
1630,836,17,1,10252.69,0
1631,837,20,5,33079.07,0
1632,837,96,3,16669.44,20
1633,837,76,5,14956.78,25
1634,838,103,1,11574.34,0
1635,838,77,5,3230.18,30
1636,838,3,5,20486.02,10
1637,839,1,2,1298.74,30
1638,839,11,4,20781.01,30
1639,839,100,4,5709.08,15
1640,840,134,4,128.23,10
1641,840,84,4,18441.4,0
1642,841,56,3,13729.3,0
1643,842,37,4,13232.24,0
1644,843,79,1,21288.25,10
1645,843,17,5,10464.37,0
1646,844,73,5,1128.94,0
1647,844,125,1,20490.51,25
1648,845,72,2,36055.5,5
1649,845,135,1,39444.51,0
1650,845,25,1,9917.2,20
1651,846,109,2,19016.6,0
1652,846,105,1,26914.73,5
1653,846,6,2,26433.14,5
1654,847,25,1,10428.01,0
1655,848,84,3,14745.58,30
1656,848,46,2,2615.23,0
1657,849,42,5,9999.65,0
1658,849,107,1,6547.02,30
1659,849,44,4,27051.42,25
1660,850,112,-2,41950.61,0
1661,851,53,4,4165.23,0
1662,851,129,5,27685.29,0
1663,851,99,5,17269.58,20
1664,851,55,-2,4892.23,0
1665,852,64,4,13778.06,0
1666,853,40,2,16345.45,5
1667,853,130,5,3306.87,30
1668,854,131,3,3451.91,25
1669,854,58,5,1270.22,0
1670,855,6,4,31167.07,25
1671,856,127,1,28681.1,20
1672,856,99,3,16706.04,0
1673,857,138,2,34915.46,0
1674,857,134,4,126.58,20
1675,857,26,1,25520.31,30
1676,857,69,1,29866.19,20
1677,858,137,5,31572.14,15
1678,858,64,4,11558.53,0
1679,859,39,4,25864.47,0
1680,859,101,5,6447.15,0
1681,859,97,2,28217.75,5
1682,859,95,3,2979.14,0
1683,860,88,2,5781.76,20
1684,860,84,1,18551.7,10
1685,861,6,4,21892.77,20
1686,861,114,4,28320.37,10
1687,861,69,1,35667.85,20
1688,862,125,1,21326.27,30
1689,863,128,5,26585.61,10
1690,863,66,4,30441.05,30
1691,864,50,5,21404.28,10
1692,865,74,3,22280.95,30
1693,865,118,5,14603.71,20
1694,865,133,3,8739.31,30
1695,866,8,3,22727.1,0
1696,866,68,5,41074.53,0
1697,866,75,3,29233.71,0
1698,867,42,4,7128.82,20
1699,867,103,3,10611.49,0
1700,867,36,1,25031.47,0
1701,868,70,5,19364.23,15
1702,869,1,5,1469.32,30
1703,870,49,3,3083.18,30
1704,870,11,5,18851.99,25
1705,871,28,4,31151.06,5
1706,871,89,1,1585.46,25
1707,872,95,2,2266.41,15
1708,872,4,4,8556.51,20
1709,872,13,1,10731.7,15
1710,872,1,2,991.87,15
1711,873,67,5,18238.27,25
1712,874,139,4,34304.64,0
1713,874,76,5,17310.13,0
1714,875,42,4,10436.76,0
1715,876,8,1,30661.91,5
1716,877,32,1,22029.67,10
1717,878,78,5,14360.74,0
1718,878,65,4,31406.54,15
1719,878,34,4,5790.33,20
1720,879,78,4,11606.2,0
1721,879,10,1,11000.17,15
1722,880,112,4,30439.17,20
1723,881,47,5,1800.52,5
1724,881,32,2,29749.85,10
1725,882,113,1,32674.41,10
1726,883,139,3,37953.22,15
1727,884,96,5,15938.0,0
1728,884,58,1,1331.14,5
1729,885,126,1,7877.16,10
1730,886,86,2,8101.32,0
1731,886,90,1,7159.74,20
1732,887,24,4,21683.83,0
1733,887,18,4,4868.29,20
1734,888,70,5,18604.94,15
1735,888,138,5,28737.65,15
1736,889,79,-2,25403.2,15
1737,890,36,1,20869.75,30
1738,890,81,3,33991.52,0
1739,891,14,-5,13996.49,0
1740,892,93,5,23642.86,25
1741,892,79,4,21526.0,25
1742,893,55,2,4666.26,30
1743,893,92,3,24281.11,25
1744,894,31,5,10888.67,10
1745,894,92,3,33770.59,5
1746,894,77,1,3240.44,25
1747,895,50,5,16540.98,0
1748,895,32,1,27068.06,5
1749,896,134,4,144.14,30
1750,896,47,4,2305.19,0
1751,897,91,4,20706.65,5
1752,897,45,1,22821.3,30
1753,898,112,2,33298.28,0
1754,899,79,3,26963.0,5
1755,899,105,3,31759.78,25
1756,900,132,1,3356.46,0
1757,900,13,3,9971.3,25
1758,901,98,1,18805.13,25
1759,901,128,4,33874.71,20
1760,902,17,2,13607.99,0
1761,902,80,5,2474.9,10
1762,902,58,4,1219.76,20
1763,903,14,1,10047.25,30
1764,903,8,5,29679.3,25
1765,904,59,3,8305.69,0
1766,904,5,5,20480.75,30
1767,904,137,3,34288.5,0
1768,904,60,3,17955.25,30
1769,905,118,4,15100.96,15
1770,905,95,4,2619.35,15
1771,906,134,2,144.62,0
1772,907,37,4,12906.45,25
1773,907,19,5,29479.15,0
1774,908,36,5,22158.86,25
1775,908,77,1,3438.86,15
1776,909,68,1,40814.63,5
1777,909,85,4,13237.79,0
1778,910,134,4,146.57,0
1779,911,8,5,26966.21,20
1780,911,54,5,22714.41,0
1781,911,136,5,11543.07,25
1782,912,138,3,32249.78,0
1783,912,21,5,6294.29,0
1784,912,71,1,26633.15,0
1785,913,109,4,18086.85,5
1786,914,96,3,18158.9,30
1787,914,23,1,11297.46,25
1788,915,82,2,10852.18,0
1789,915,50,1,15742.55,5
1790,916,21,2,7077.43,30
1791,916,3,2,29389.44,25
1792,917,81,3,28453.04,20
1793,918,11,3,24390.43,0
1794,918,16,5,16118.04,0
1795,918,136,3,12012.69,0
1796,919,53,4,3518.78,15
1797,920,136,4,14474.76,0
1798,920,128,4,23163.01,15
1799,920,53,5,4764.38,20
1800,921,62,5,26593.56,0
1801,922,86,3,11885.11,20
1802,922,140,1,25425.2,10
1803,923,86,4,11213.84,5
1804,924,125,3,19353.23,0
1805,924,48,-1,17532.6,5
