order_id,customer_id,order_date,status,region_code
484,502,2025-12-04 13:22:49,DELIVERED,WEST
485,253,2024-10-26 04:25:52,DELIVERED,NORTH
486,390,2024-05-01 01:39:50,DELIVERED,CENTRAL
487,550,2025-03-26 22:00:48,DELIVERED,NORTH
488,534,2023-06-19 19:36:24,DELIVERED,NORTH
489,252,2025-03-16 18:38:11,DELIVERED,NORTH
490,572,2024-08-24 19:14:19,DELIVERED,NORTH
491,195,2024-03-28 07:57:12,DELIVERED,EAST
492,293,2024-12-17 16:16:08,SHIPPED,EAST
493,,2025-08-10 11:18:09,RETURNED,CENTRAL
494,146,2024-12-21 03:28:33,CANCELLED,WEST
495,93,2025-02-16 17:52:31,PLACED,CENTRAL
496,560,2023-07-30 04:35:54,DELIVERED,EAST
497,462,2023-02-08 16:47:27,SHIPPED,CENTRAL
498,207,2024-12-07 07:49:07,PLACED,EAST
499,168,2023-07-11 22:03:44,PLACED,WEST
500,372,2023-05-13 12:27:30,DELIVERED,WEST
501,524,2025-08-08 19:43:04,RETURNED,WEST
502,564,2024-08-14 06:03:28,PLACED,SOUTH
503,344,2025-05-28 11:03:14,CANCELLED,SOUTH
504,167,2023-08-13 15:21:13,SHIPPED,NORTH
505,430,2024-04-23 13:23:29,DELIVERED,WEST
506,296,2025-08-31 03:51:18,SHIPPED,SOUTH
507,208,2023-01-06 11:42:57,DELIVERED,EAST
508,13,2024-12-13 00:00:00,DELIVERED,WEST
509,557,2023-01-09 22:23:45,DELIVERED,WEST
510,244,2023-12-03 21:38:34,DELIVERED,WEST
511,465,2024-09-29 03:33:04,DELIVERED,CENTRAL
512,7,2024-01-16 03:34:05,CANCELLED,EAST
513,571,2023-11-19 13:17:27,PLACED,SOUTH
514,57,2025-10-11 19:55:38,DELIVERED,SOUTH
515,34,2025-11-02 03:26:00,DELIVERED,CENTRAL
516,306,2024-05-29 08:42:57,RETURNED,NORTH
517,,2023-06-19 03:37:32,DELIVERED,SOUTH
518,166,2025-11-10 01:20:59,SHIPPED,CENTRAL
519,587,2025-05-23 07:29:06,SHIPPED,WEST
520,593,2024-07-13 12:48:21,RETURNED,NORTH
521,307,2024-05-16 11:40:15,DELIVERED,WEST
522,70,2024-10-25 19:47:14,CANCELLED,NORTH
523,300,2025-01-01 09:19:27,PLACED,EAST
524,338,2025-03-29 17:57:00,DELIVERED,SOUTH
525,215,2025-08-08 19:01:03,PLACED,CENTRAL
526,542,2023-05-17 04:33:53,DELIVERED,CENTRAL
527,295,2024-10-25 09:42:44,DELIVERED,EAST
528,266,2025-03-27 04:00:16,DELIVERED,CENTRAL
529,363,2023-07-21 12:03:22,DELIVERED,WEST
530,533,2025-09-08 13:21:32,DELIVERED,SOUTH
531,239,2024-03-27 06:10:47,RETURNED,NORTH
532,122,2023-02-07 06:17:33,DELIVERED,NORTH
533,213,2025-08-13 20:20:40,RETURNED,WEST
534,47,2024-06-02 12:40:38,DELIVERED,SOUTH
535,12,2025-09-22 03:58:54,SHIPPED,EAST
536,261,2023-04-16 09:06:42,DELIVERED,CENTRAL
537,564,2024-05-18 04:45:21,DELIVERED,NORTH
538,342,2024-06-14 06:52:56,DELIVERED,CENTRAL
539,30,2023-09-30 19:55:37,SHIPPED,EAST
540,491,2025-01-07 02:39:32,DELIVERED,SOUTH
541,494,2023-08-30 09:13:14,DELIVERED,CENTRAL
542,344,2024-12-19 00:00:00,DELIVERED,WEST
543,58,2025-03-20 11:01:04,SHIPPED,EAST
544,569,2025-04-12 11:15:31,PLACED,CENTRAL
545,340,2024-07-03 06:59:50,PLACED,SOUTH
546,288,2023-02-18 10:13:11,DELIVERED,WEST
547,548,2023-09-15 19:47:27,DELIVERED,WEST
548,192,2025-07-13 14:21:40,PLACED,EAST
549,323,2023-02-19 03:11:07,SHIPPED,NORTH
550,509,2024-01-05 03:56:42,DELIVERED,EAST
551,222,2025-03-26 00:00:00,DELIVERED,NORTH
552,384,2023-02-28 02:11:16,DELIVERED,NORTH
553,455,2025-02-25 00:50:58,PLACED,WEST
554,513,2023-08-28 08:26:09,SHIPPED,WEST
555,537,2024-04-27 03:00:40,DELIVERED,SOUTH
556,101,2025-03-12 00:00:00,DELIVERED,SOUTH
557,211,2023-02-26 18:46:38,DELIVERED,CENTRAL
558,119,2023-01-07 09:13:37,DELIVERED,NORTH
559,90,2024-06-01 17:56:33,DELIVERED,NORTH
560,106,2025-03-19 16:32:37,DELIVERED,EAST
561,24,2025-06-16 04:59:28,DELIVERED,SOUTH
562,329,2023-11-08 13:15:05,SHIPPED,EAST
563,546,2024-05-10 18:45:59,DELIVERED,NORTH
564,280,2023-08-20 23:04:48,SHIPPED,NORTH
565,16,2025-08-25 17:04:17,DELIVERED,NORTH
566,212,2025-04-22 18:56:11,DELIVERED,EAST
567,278,2023-08-08 21:37:15,RETURNED,EAST
568,588,2024-01-16 07:44:25,SHIPPED,EAST
569,347,2025-04-19 18:10:30,DELIVERED,SOUTH
570,30,2025-01-01 06:17:39,RETURNED,NORTH
571,109,2024-08-18 21:37:52,PLACED,WEST
572,402,2023-10-06 00:58:10,DELIVERED,CENTRAL
573,457,2025-08-15 09:54:04,DELIVERED,EAST
574,203,2025-11-08 03:51:22,CANCELLED,NORTH
575,477,2025-06-01 00:43:10,PLACED,WEST
576,100,2024-12-08 17:24:32,DELIVERED,WEST
577,482,2023-12-26 22:11:10,RETURNED,SOUTH
578,265,2024-07-18 14:22:25,DELIVERED,EAST
579,333,2024-12-05 03:37:03,DELIVERED,NORTH
580,487,2023-06-25 08:44:04,DELIVERED,WEST
581,175,2024-03-14 11:19:02,DELIVERED,CENTRAL
582,589,2023-07-17 21:35:33,DELIVERED,WEST
583,110,2024-05-21 05:18:14,DELIVERED,NORTH
584,310,2025-04-07 14:11:39,DELIVERED,CENTRAL
585,424,2024-01-06 14:43:53,DELIVERED,CENTRAL
586,163,2025-01-19 08:13:50,DELIVERED,EAST
587,214,2025-12-14 04:25:37,DELIVERED,WEST
588,581,2024-06-15 14:10:18,DELIVERED,SOUTH
589,178,2025-10-26 07:58:31,DELIVERED,CENTRAL
590,499,2023-06-27 00:00:00,DELIVERED,WEST
591,334,2025-05-12 07:10:10,PLACED,WEST
592,181,2024-04-23 12:24:14,RETURNED,NORTH
593,112,2025-11-30 21:36:57,CANCELLED,WEST
594,336,2025-02-06 20:39:31,DELIVERED,NORTH
595,93,2023-12-05 01:09:17,CANCELLED,CENTRAL
596,1,2023-08-16 22:19:03,DELIVERED,WEST
597,545,2024-03-28 20:01:44,DELIVERED,CENTRAL
598,458,2023-10-31 22:58:49,SHIPPED,EAST
599,307,2025-06-04 21:26:43,DELIVERED,EAST
600,446,2024-06-18 19:06:55,RETURNED,CENTRAL
601,9,2025-08-07 22:01:39,RETURNED,WEST
602,131,2024-04-01 23:59:57,PLACED,CENTRAL
603,55,2023-01-02 07:26:27,DELIVERED,EAST
604,,2023-06-20 09:50:58,CANCELLED,NORTH
605,241,2024-11-01 15:31:13,DELIVERED,WEST
606,,2025-08-29 05:40:43,DELIVERED,WEST
607,416,2024-08-15 17:46:33,DELIVERED,SOUTH
608,178,2025-01-07 00:00:00,PLACED,CENTRAL
609,394,2024-07-13 16:30:21,CANCELLED,SOUTH
610,296,2025-11-06 21:52:27,PLACED,NORTH
611,74,2025-10-04 05:42:11,PLACED,WEST
612,448,2023-07-30 22:05:12,PLACED,WEST
613,467,2025-12-16 00:00:00,DELIVERED,WEST
614,185,2024-12-06 21:02:58,DELIVERED,CENTRAL
615,461,2024-08-20 15:12:15,DELIVERED,SOUTH
616,435,2025-07-28 04:07:29,PLACED,WEST
617,243,2025-02-18 09:48:20,SHIPPED,CENTRAL
618,591,2024-07-24 01:38:03,PLACED,NORTH
619,582,2025-01-20 17:32:30,DELIVERED,NORTH
620,,2025-06-20 09:59:17,DELIVERED,NORTH
621,146,2025-03-28 17:54:52,RETURNED,EAST
622,477,2025-03-14 01:16:34,PLACED,CENTRAL
623,91,2024-01-16 22:53:08,DELIVERED,NORTH
624,553,2025-06-19 10:06:52,DELIVERED,NORTH
625,352,2025-04-11 03:29:08,DELIVERED,WEST
626,465,2025-03-07 09:27:57,RETURNED,CENTRAL
627,340,2024-10-16 00:37:05,DELIVERED,EAST
628,297,2023-09-18 05:09:25,PLACED,CENTRAL
629,312,2025-05-25 16:29:35,SHIPPED,WEST
630,,2025-06-17 02:39:43,SHIPPED,NORTH
631,299,2025-08-27 20:13:30,PLACED,WEST
632,85,2023-07-17 00:14:31,DELIVERED,EAST
633,259,2023-07-25 21:24:11,DELIVERED,EAST
634,264,2023-01-23 01:31:35,DELIVERED,CENTRAL
635,179,2025-07-08 06:47:21,DELIVERED,WEST
636,379,2023-09-30 11:21:44,SHIPPED,SOUTH
637,497,2023-10-08 21:03:18,DELIVERED,NORTH
638,352,2023-05-12 02:42:52,RETURNED,CENTRAL
639,158,2025-02-09 10:17:30,DELIVERED,WEST
640,393,2024-01-05 15:19:24,DELIVERED,SOUTH
641,216,2025-06-16 12:21:24,DELIVERED,EAST
642,56,2025-09-24 17:13:45,SHIPPED,NORTH
643,54,2023-09-18 08:35:44,DELIVERED,WEST
644,,2024-04-13 03:46:51,DELIVERED,CENTRAL
645,240,2024-08-12 23:59:59,DELIVERED,WEST
646,486,2024-02-12 23:22:31,PLACED,WEST
647,13,2024-03-24 14:57:15,RETURNED,WEST
648,392,2025-11-20 00:04:03,DELIVERED,CENTRAL
649,43,2023-06-01 06:00:17,RETURNED,EAST
650,443,2025-08-06 08:33:05,RETURNED,EAST
651,344,2024-02-24 22:29:17,SHIPPED,NORTH
652,262,2025-10-13 00:00:00,DELIVERED,WEST
653,248,2025-11-09 17:52:09,DELIVERED,SOUTH
654,533,2024-06-08 03:25:47,DELIVERED,SOUTH
655,321,2025-04-30 16:28:33,PLACED,NORTH
656,70,2023-01-19 13:57:13,DELIVERED,CENTRAL
657,107,2025-11-30 21:16:32,DELIVERED,SOUTH
658,291,2024-01-27 07:22:03,SHIPPED,NORTH
659,95,2023-03-30 08:42:40,RETURNED,SOUTH
660,125,2023-07-06 09:04:15,PLACED,CENTRAL
661,134,2024-08-07 00:44:47,DELIVERED,CENTRAL
662,190,2023-06-22 04:36:15,DELIVERED,EAST
663,302,2024-12-26 09:21:56,DELIVERED,NORTH
664,465,2024-03-05 08:19:33,DELIVERED,EAST
665,264,2023-09-09 14:31:52,DELIVERED,EAST
666,64,2024-08-17 15:46:52,DELIVERED,NORTH
667,265,2024-02-16 03:25:15,SHIPPED,NORTH
668,504,2023-11-08 00:00:00,DELIVERED,SOUTH
669,504,2023-06-18 10:34:51,PLACED,WEST
670,224,2025-08-11 00:00:00,DELIVERED,WEST
671,266,2023-06-10 10:49:22,PLACED,NORTH
672,586,2024-01-25 06:54:32,DELIVERED,NORTH
673,510,2023-08-20 05:41:22,DELIVERED,NORTH
674,39,2025-10-29 10:18:05,DELIVERED,SOUTH
675,338,2024-08-30 21:51:12,DELIVERED,CENTRAL
676,,2025-02-01 05:51:21,DELIVERED,WEST
677,72,2025-04-19 01:27:29,SHIPPED,WEST
678,494,2023-07-08 06:47:58,DELIVERED,EAST
679,342,2025-11-25 04:40:43,DELIVERED,NORTH
680,93,2024-07-21 13:26:06,DELIVERED,EAST
681,83,2024-12-15 00:35:49,DELIVERED,EAST
682,208,2023-10-02 08:48:27,DELIVERED,WEST
683,196,2024-04-09 06:41:38,DELIVERED,NORTH
684,368,2025-01-25 18:10:00,PLACED,WEST
685,,2023-10-22 07:44:54,PLACED,SOUTH
686,26,2025-07-10 02:36:28,SHIPPED,WEST
687,65,2025-04-19 17:14:27,DELIVERED,WEST
688,547,2024-11-28 23:23:21,RETURNED,NORTH
689,38,2024-06-11 01:27:56,PLACED,NORTH
690,416,2023-07-03 14:20:05,SHIPPED,CENTRAL
691,470,2025-11-19 08:34:24,CANCELLED,CENTRAL
692,153,2025-06-18 23:34:25,SHIPPED,NORTH
693,38,2023-08-08 22:52:31,DELIVERED,NORTH
694,483,2025-08-18 14:34:56,PLACED,SOUTH
695,15,2023-09-25 13:54:30,DELIVERED,EAST
696,100,2024-12-09 15:47:39,DELIVERED,CENTRAL
697,66,2023-06-15 04:18:52,PLACED,CENTRAL
698,226,2023-04-09 00:54:55,CANCELLED,WEST
699,346,2025-11-19 20:30:16,DELIVERED,NORTH
700,,2025-11-28 16:39:48,DELIVERED,SOUTH
701,330,2023-11-28 05:51:32,DELIVERED,CENTRAL
702,178,2024-06-05 04:29:08,PLACED,EAST
703,145,2024-10-06 22:04:30,SHIPPED,EAST
704,567,2023-09-14 07:52:27,DELIVERED,CENTRAL
705,42,2023-07-27 04:25:36,PLACED,CENTRAL
706,386,2023-09-03 00:00:00,PLACED,WEST
707,83,2023-01-10 20:43:46,PLACED,NORTH
708,291,2024-10-08 13:53:23,DELIVERED,WEST
709,,2025-12-11 12:59:22,PLACED,SOUTH
710,278,2025-03-23 00:00:00,DELIVERED,SOUTH
711,179,2025-08-06 10:30:21,DELIVERED,CENTRAL
712,185,2025-02-15 00:00:00,DELIVERED,NORTH
713,309,2024-06-24 08:55:15,DELIVERED,CENTRAL
714,242,2023-10-26 02:39:26,PLACED,CENTRAL
715,98,2025-08-19 11:02:42,DELIVERED,CENTRAL
716,520,2023-12-07 15:12:24,DELIVERED,SOUTH
717,284,2023-03-24 10:33:23,SHIPPED,SOUTH
718,486,2025-02-11 20:41:51,SHIPPED,NORTH
719,56,2025-09-28 18:09:16,DELIVERED,SOUTH
720,446,2024-01-26 12:11:31,DELIVERED,WEST
721,45,2023-06-12 05:06:02,DELIVERED,CENTRAL
722,181,2023-09-03 12:22:02,DELIVERED,WEST
723,528,2023-06-30 07:13:12,PLACED,SOUTH
724,456,2025-07-09 17:42:21,DELIVERED,WEST
725,204,2025-11-17 10:53:30,CANCELLED,SOUTH
726,113,2024-05-21 15:05:26,SHIPPED,SOUTH
727,423,2023-11-07 14:53:37,DELIVERED,SOUTH
728,76,2025-01-01 00:00:00,DELIVERED,NORTH
729,447,2023-08-14 03:48:08,SHIPPED,CENTRAL
730,466,2023-10-04 14:35:11,DELIVERED,SOUTH
731,469,2023-10-29 14:37:12,DELIVERED,EAST
732,208,2024-06-05 18:56:12,PLACED,CENTRAL
733,62,2024-03-11 21:40:52,PLACED,WEST
734,470,2024-10-11 16:30:52,SHIPPED,EAST
735,226,2024-04-03 12:25:07,DELIVERED,CENTRAL
736,175,2025-06-17 01:55:46,RETURNED,SOUTH
737,89,2024-10-01 13:08:40,CANCELLED,WEST
738,222,2025-07-07 23:44:00,DELIVERED,WEST
739,286,2023-01-23 12:44:34,DELIVERED,SOUTH
740,254,2024-05-23 10:28:38,DELIVERED,SOUTH
741,153,2025-06-10 05:06:55,CANCELLED,WEST
742,46,2023-03-04 05:29:44,RETURNED,CENTRAL
743,35,2024-10-23 07:09:30,DELIVERED,WEST
744,101,2024-12-03 20:14:12,DELIVERED,NORTH
745,572,2023-01-20 07:09:45,DELIVERED,WEST
746,224,2023-07-26 03:51:43,DELIVERED,SOUTH
747,93,2023-01-25 17:55:10,DELIVERED,EAST
748,166,2025-12-28 13:05:30,DELIVERED,CENTRAL
749,598,2023-02-07 22:12:00,RETURNED,WEST
750,142,2025-12-28 06:46:07,DELIVERED,EAST
751,476,2025-12-29 11:22:15,DELIVERED,NORTH
752,395,2025-12-09 01:03:01,DELIVERED,NORTH
753,304,2024-10-23 14:47:12,DELIVERED,CENTRAL
754,556,2025-06-12 14:06:18,DELIVERED,NORTH
755,344,2023-03-27 03:31:38,DELIVERED,EAST
756,53,2023-06-22 09:07:57,DELIVERED,WEST
757,42,2024-07-21 21:28:48,DELIVERED,CENTRAL
758,,2025-12-30 23:35:41,PLACED,SOUTH
759,142,2024-06-04 07:05:00,SHIPPED,NORTH
760,490,2025-06-20 04:25:05,CANCELLED,SOUTH
761,231,2024-05-12 19:45:25,DELIVERED,EAST
762,516,2025-11-22 16:41:27,DELIVERED,NORTH
763,65,2024-08-02 03:30:18,DELIVERED,WEST
764,514,2025-03-29 04:09:01,CANCELLED,WEST
765,,2025-04-06 06:50:10,DELIVERED,CENTRAL
766,300,2024-12-03 02:58:31,DELIVERED,NORTH
767,193,2024-12-12 06:47:04,PLACED,WEST
768,184,2024-03-23 23:18:46,RETURNED,NORTH
769,112,2023-09-13 22:55:47,SHIPPED,SOUTH
770,509,2023-08-22 00:00:00,CANCELLED,CENTRAL
771,24,2024-03-31 10:08:56,DELIVERED,CENTRAL
772,136,2025-01-06 04:27:21,DELIVERED,WEST
773,22,2024-03-28 20:32:02,SHIPPED,NORTH
774,238,2025-03-18 04:51:20,DELIVERED,WEST
775,593,2024-06-16 12:13:47,DELIVERED,EAST
776,498,2025-07-10 17:57:42,DELIVERED,CENTRAL
777,562,2024-11-22 16:21:29,DELIVERED,CENTRAL
778,136,2024-04-21 02:57:43,SHIPPED,EAST
779,,2023-12-19 07:02:36,DELIVERED,EAST
780,49,2023-08-19 10:27:14,DELIVERED,WEST
781,171,2025-08-19 00:12:23,RETURNED,CENTRAL
782,293,2023-10-11 03:54:35,RETURNED,SOUTH
783,166,2024-01-05 13:45:12,PLACED,EAST
784,589,2023-07-16 11:16:27,DELIVERED,EAST
785,189,2023-11-15 16:44:46,DELIVERED,NORTH
786,325,2024-06-18 03:32:45,PLACED,WEST
787,553,2023-09-10 14:04:41,DELIVERED,NORTH
788,26,2024-09-20 11:10:36,RETURNED,SOUTH
789,470,2024-05-12 10:35:23,SHIPPED,CENTRAL
790,,2025-02-27 00:00:00,DELIVERED,EAST
791,486,2024-03-26 05:32:25,RETURNED,CENTRAL
792,151,2025-05-28 01:21:29,DELIVERED,WEST
793,347,2025-12-06 13:15:42,PLACED,WEST
794,42,2023-08-05 14:04:37,DELIVERED,NORTH
795,316,2023-02-08 12:26:48,DELIVERED,SOUTH
796,457,2024-07-09 04:35:50,PLACED,NORTH
797,200,2025-06-25 07:54:02,DELIVERED,EAST
798,201,2023-02-05 00:40:28,PLACED,WEST
799,90,2025-03-06 00:49:18,DELIVERED,WEST
800,326,2025-07-25 23:52:38,DELIVERED,NORTH
801,370,2024-09-09 14:02:11,PLACED,WEST
802,379,2024-08-22 19:19:18,DELIVERED,EAST
803,354,2024-06-29 19:27:54,DELIVERED,WEST
804,575,2023-05-17 01:54:49,SHIPPED,WEST
805,426,2024-11-18 09:45:30,SHIPPED,WEST
806,425,2023-08-05 19:27:37,CANCELLED,CENTRAL
807,89,2023-08-12 03:15:38,SHIPPED,WEST
808,538,2024-06-05 01:14:33,PLACED,CENTRAL
809,385,2023-05-18 09:35:27,PLACED,EAST
810,425,2023-09-29 16:29:02,DELIVERED,CENTRAL
811,141,2023-11-06 12:51:37,SHIPPED,WEST
812,297,2025-05-10 09:39:20,DELIVERED,EAST
813,600,2024-04-17 02:44:57,DELIVERED,WEST
814,230,2023-02-11 16:40:05,DELIVERED,SOUTH
815,269,2024-04-11 07:07:35,RETURNED,WEST
816,128,2025-10-12 00:00:00,DELIVERED,EAST
817,428,2023-10-06 15:29:03,DELIVERED,SOUTH
818,,2023-02-14 04:24:59,PLACED,EAST
819,505,2023-04-14 15:40:54,DELIVERED,EAST
820,596,2025-01-16 09:48:46,DELIVERED,EAST
821,488,2025-12-14 11:19:59,CANCELLED,EAST
822,525,2025-06-12 15:23:05,PLACED,EAST
823,167,2025-06-22 00:00:00,PLACED,EAST
824,473,2025-12-12 23:27:55,PLACED,SOUTH
825,55,2024-02-28 13:53:15,DELIVERED,EAST
826,50,2024-03-26 06:37:20,SHIPPED,NORTH
827,527,2023-10-29 01:56:26,DELIVERED,SOUTH
828,,2023-05-27 19:32:16,DELIVERED,SOUTH
829,557,2024-05-16 03:39:19,CANCELLED,EAST
830,278,2025-11-30 19:11:38,DELIVERED,EAST
831,99,2025-04-10 04:38:01,DELIVERED,SOUTH
832,14,2023-08-01 17:50:43,DELIVERED,EAST
833,497,2024-10-02 00:16:06,DELIVERED,SOUTH
834,105,2023-12-05 11:00:50,SHIPPED,SOUTH
835,193,2025-05-17 20:10:33,DELIVERED,CENTRAL
836,545,2025-05-06 02:58:31,DELIVERED,NORTH
837,428,2024-12-16 08:21:43,RETURNED,NORTH
838,135,2023-01-27 23:57:03,DELIVERED,EAST
839,372,2023-08-04 22:49:00,CANCELLED,CENTRAL
840,536,2024-06-15 08:22:00,SHIPPED,EAST
841,30,2023-07-04 05:36:45,SHIPPED,SOUTH
842,,2025-12-04 20:15:26,SHIPPED,SOUTH
843,215,2023-07-22 06:53:17,RETURNED,WEST
844,115,2023-05-01 18:10:55,PLACED,WEST
845,442,2023-03-08 01:08:47,SHIPPED,NORTH
846,526,2025-07-10 11:12:38,PLACED,NORTH
847,260,2023-03-09 00:00:00,PLACED,NORTH
848,,2023-05-30 21:54:53,DELIVERED,CENTRAL
849,211,2025-07-01 19:25:45,RETURNED,SOUTH
850,360,2023-02-15 10:51:32,PLACED,EAST
851,594,2024-06-24 08:17:10,DELIVERED,CENTRAL
852,248,2025-02-23 08:22:49,DELIVERED,NORTH
853,593,2023-01-22 17:22:22,DELIVERED,SOUTH
854,289,2023-09-24 20:10:43,RETURNED,CENTRAL
855,5,2023-06-03 07:16:12,RETURNED,CENTRAL
856,487,2024-07-23 06:43:54,DELIVERED,SOUTH
857,451,2025-11-12 06:51:28,RETURNED,SOUTH
858,364,2024-08-12 17:04:30,DELIVERED,CENTRAL
859,234,2024-09-25 03:36:29,PLACED,EAST
860,127,2024-12-24 18:04:27,PLACED,SOUTH
861,508,2024-07-15 04:23:35,DELIVERED,CENTRAL
862,42,2023-05-08 18:25:32,DELIVERED,NORTH
863,395,2024-03-16 13:48:03,DELIVERED,EAST
864,455,2023-12-17 21:10:18,DELIVERED,EAST
865,439,2023-10-21 06:24:51,CANCELLED,WEST
866,377,2023-10-06 00:00:00,PLACED,WEST
867,108,2024-09-07 17:44:08,DELIVERED,NORTH
868,,2023-07-05 04:45:48,PLACED,WEST
869,105,2023-09-20 02:27:26,PLACED,SOUTH
870,347,2023-11-08 02:21:51,DELIVERED,WEST
871,126,2023-12-28 18:00:33,CANCELLED,WEST
872,286,2025-06-22 23:29:55,DELIVERED,WEST
873,365,2025-01-09 04:05:22,DELIVERED,WEST
874,497,2025-03-05 10:54:54,SHIPPED,WEST
875,111,2023-07-09 19:34:32,SHIPPED,WEST
876,237,2025-09-03 03:22:11,RETURNED,NORTH
877,102,2023-03-24 02:28:51,CANCELLED,WEST
878,28,2023-10-06 00:00:00,DELIVERED,EAST
879,157,2024-04-15 07:26:07,DELIVERED,NORTH
880,79,2025-10-23 22:52:16,DELIVERED,WEST
881,478,2023-11-10 16:33:41,SHIPPED,WEST
882,503,2025-02-23 04:06:45,SHIPPED,EAST
883,554,2025-04-29 03:28:19,PLACED,NORTH
884,441,2023-07-05 01:38:29,DELIVERED,EAST
885,386,2024-11-18 11:41:20,DELIVERED,NORTH
886,182,2025-05-14 18:01:59,DELIVERED,EAST
887,169,2025-02-02 11:41:16,DELIVERED,EAST
888,399,2025-01-27 05:38:12,DELIVERED,CENTRAL
889,503,2025-10-22 09:30:48,DELIVERED,CENTRAL
890,586,2024-12-30 20:05:55,DELIVERED,SOUTH
891,519,2023-03-28 14:01:50,DELIVERED,WEST
892,387,2025-08-16 09:10:41,DELIVERED,EAST
893,329,2023-04-06 10:03:06,PLACED,NORTH
894,132,2024-07-23 00:00:00,DELIVERED,CENTRAL
895,28,2025-08-29 03:23:35,DELIVERED,NORTH
896,439,2024-06-20 03:51:52,RETURNED,WEST
897,360,2023-03-29 16:34:49,DELIVERED,SOUTH
898,241,2025-10-03 18:16:44,DELIVERED,NORTH
899,68,2024-04-18 15:57:37,PLACED,SOUTH
900,21,2025-04-16 09:38:01,DELIVERED,WEST
901,433,2025-06-01 10:25:00,DELIVERED,WEST
902,274,2023-02-01 16:39:06,DELIVERED,CENTRAL
903,23,2024-05-06 16:30:34,DELIVERED,WEST
904,331,2025-06-08 09:47:16,PLACED,WEST
905,103,2025-12-09 05:16:31,DELIVERED,EAST
906,509,2025-02-20 00:34:08,CANCELLED,EAST
907,171,2025-08-13 00:00:00,SHIPPED,WEST
908,207,2025-02-10 23:42:09,DELIVERED,NORTH
909,549,2023-11-29 13:29:05,SHIPPED,NORTH
910,305,2025-06-09 22:24:04,DELIVERED,SOUTH
911,95,2025-06-17 04:36:24,PLACED,EAST
912,280,2023-04-15 11:59:56,DELIVERED,CENTRAL
913,487,2024-10-25 11:39:42,SHIPPED,NORTH
914,310,2025-02-22 22:19:31,CANCELLED,WEST
915,553,2024-05-01 18:38:43,SHIPPED,WEST
916,258,2025-08-28 20:20:31,DELIVERED,CENTRAL
917,185,2023-01-29 00:00:00,DELIVERED,CENTRAL
918,192,2025-06-15 02:16:36,DELIVERED,WEST
919,275,2025-09-17 23:37:06,DELIVERED,CENTRAL
920,445,2025-05-29 10:21:02,DELIVERED,NORTH
921,535,2023-11-08 16:42:02,DELIVERED,SOUTH
922,247,2023-08-22 18:01:37,DELIVERED,EAST
923,446,2024-09-29 00:00:00,DELIVERED,NORTH
924,209,2024-10-02 16:49:02,SHIPPED,EAST
925,165,2024-02-03 09:01:24,DELIVERED,SOUTH
926,416,2024-01-06 11:18:23,PLACED,SOUTH
927,,2023-02-13 00:53:11,SHIPPED,EAST
928,476,2025-01-24 00:21:56,DELIVERED,WEST
929,433,2025-10-01 23:00:07,RETURNED,SOUTH
930,164,2024-02-28 15:26:20,PLACED,EAST
931,285,2025-10-20 05:01:26,DELIVERED,NORTH
932,,2025-01-24 17:30:04,DELIVERED,NORTH
933,86,2024-05-02 15:13:05,DELIVERED,NORTH
934,417,2024-07-18 00:00:00,DELIVERED,NORTH
935,407,2023-08-07 08:27:44,SHIPPED,CENTRAL
936,513,2023-07-07 09:52:57,DELIVERED,CENTRAL
937,538,2024-01-27 04:05:05,DELIVERED,NORTH
938,244,2025-07-20 18:57:34,PLACED,EAST
939,338,2025-06-26 17:15:37,DELIVERED,SOUTH
940,434,2023-12-05 15:56:30,PLACED,SOUTH
941,220,2024-03-02 11:51:59,DELIVERED,EAST
942,58,2025-01-31 17:53:34,DELIVERED,NORTH
943,325,2025-04-27 18:50:58,DELIVERED,SOUTH
944,285,2023-08-14 02:41:36,DELIVERED,EAST
945,316,2023-02-02 17:42:12,DELIVERED,CENTRAL
946,36,2025-10-25 17:28:44,DELIVERED,NORTH
947,246,2024-01-28 23:53:09,DELIVERED,EAST
948,372,2025-11-30 11:54:35,PLACED,SOUTH
949,454,2024-08-26 11:14:57,PLACED,WEST
950,262,2024-04-12 09:55:24,PLACED,SOUTH
951,305,2023-11-23 19:46:36,CANCELLED,SOUTH
952,450,2025-09-07 18:32:05,DELIVERED,WEST
953,35,2024-03-01 16:49:19,CANCELLED,WEST
954,483,2024-10-03 12:18:49,RETURNED,EAST
955,433,2023-06-05 23:01:04,CANCELLED,EAST
956,519,2023-04-14 02:20:59,DELIVERED,CENTRAL
957,561,2024-05-22 14:48:24,DELIVERED,NORTH
958,54,2025-09-23 08:06:39,DELIVERED,WEST
959,140,2023-01-05 18:40:27,DELIVERED,EAST
960,322,2025-06-13 11:43:42,PLACED,SOUTH
961,256,2025-03-13 03:30:56,DELIVERED,SOUTH
962,421,2024-05-11 04:03:45,DELIVERED,SOUTH
963,267,2023-09-27 11:46:00,DELIVERED,EAST
964,289,2023-11-05 14:43:13,PLACED,EAST
965,187,2024-09-03 06:31:34,CANCELLED,CENTRAL
966,,2023-12-15 17:29:13,PLACED,NORTH
967,572,2025-10-02 05:53:09,DELIVERED,SOUTH
968,92,2024-12-19 08:26:57,SHIPPED,SOUTH
969,51,2024-09-14 23:39:54,DELIVERED,CENTRAL
970,267,2023-08-20 20:29:17,PLACED,EAST
971,175,2025-05-31 04:20:53,PLACED,CENTRAL
