payment_id,order_id,amount,method,payment_status,payment_date
PM000479,O000501,42392.94,Credit Card,Success,2023-11-21
PM000480,O000502,45498.48,Debit Card,Success,2024-05-20
PM000481,O000503,13556.62,Debit Card,Success,2024-03-22
PM000482,O000504,105927.16,COD,Success,2023-04-24
PM000483,O000505,77690.45,Debit Card,Success,2023-05-06
PM000484,O000506,59707.21,Debit Card,Success,2024-11-06
PM000485,O000507,51166.59,Credit Card,Success,2023-11-17
PM000486,O000508,65812.05,Wallet,Success,2023-07-27
PM000487,O000509,106311.02,UPI,Success,2023-04-23
PM000488,O000510,108344.16,Net Banking,Failed,2023-08-06
PM000489,O000511,15806.94,Net Banking,Success,2023-10-10
PM000490,O000512,167104.78,Debit Card,Refunded,2023-03-09
PM000491,O000513,24167.15,Credit Card,Success,2023-04-07
PM000492,O000514,6578.22,Net Banking,Success,2023-01-14
PM000493,O000515,10494.08,COD,Success,2023-01-02
PM000494,O000516,81924.06,UPI,Success,2023-08-22
PM000495,O000517,50804.47,COD,Success,2023-12-28
PM000496,O000518,34256.12,UPI,Success,2023-09-08
PM000497,O000519,25964.36,COD,Success,2024-10-03
PM000498,O000520,51968.01,Wallet,Success,2023-11-13
PM000499,O000522,72366.34,Wallet,Success,2023-08-11
PM000500,O000523,56799.42,COD,Success,2024-11-12
PM000501,O000524,150862.7,Net Banking,Refunded,2024-04-29
PM000502,O000525,58850.8,COD,Refunded,2024-11-30
PM000503,O000526,139830.5,Net Banking,Success,2024-07-12
PM000504,O000527,55566.89,Wallet,Failed,2024-03-07
PM000505,O000528,50001.61,UPI,Success,2023-01-07
PM000506,O000529,58604.04,Net Banking,Success,2023-03-04
PM000507,O000530,3120.12,Net Banking,Success,2023-01-07
PM000508,O000531,14522.12,COD,Success,2024-04-30
PM000509,O000532,75432.2,Credit Card,Success,2023-07-08
PM000510,O000533,101774.28,Net Banking,Success,2023-10-24
PM000511,O000534,132029.75,Credit Card,Success,2024-02-03
PM000512,O000535,75764.99,Wallet,Success,2024-06-21
PM000513,O000536,123635.96,Wallet,Failed,2024-05-10
PM000514,O000537,72636.68,Debit Card,Success,2023-06-12
PM000515,O000538,29044.24,Net Banking,Success,2023-03-07
PM000516,O000539,28083.91,COD,Success,2024-04-05
PM000517,O000540,22631.43,Debit Card,Success,2023-06-15
PM000518,O000541,114538.72,Credit Card,Failed,2023-01-06
PM000519,O000542,12863.78,Wallet,Success,2024-01-21
PM000520,O000543,59649.98,UPI,Success,2023-09-15
PM000521,O000544,41221.68,UPI,Pending,2024-12-15
PM000522,O000545,61428.49,UPI,Success,2023-03-02
PM000523,O000546,12839.4,COD,Success,2023-02-06
PM000524,O000547,67141.8,COD,Success,2023-10-05
PM000525,O000550,12045.76,Credit Card,Failed,2024-07-03
PM000526,O000551,92248.22,Net Banking,Success,2023-11-18
PM000527,O000552,62270.52,Debit Card,Success,2024-01-11
PM000528,O000553,61888.68,Net Banking,Success,2023-07-28
PM000529,O000554,69398.24,UPI,Success,2024-04-09
PM000530,O000555,64486.76,Credit Card,Success,2024-01-27
PM000531,O000556,175944.42,Credit Card,Failed,2024-08-28
PM000532,O000558,86223.33,UPI,Pending,2024-07-09
PM000533,O000559,35124.0,Debit Card,Success,2024-03-30
PM000534,O000560,19068.64,Credit Card,Success,2024-07-18
PM000535,O000561,88943.69,UPI,Success,2023-04-28
PM000536,O000562,108213.07,Net Banking,Failed,2024-09-06
PM000537,O000563,38805.34,COD,Success,2023-10-17
PM000538,O000564,97677.57,Credit Card,Success,2023-06-03
PM000539,O000565,108005.28,Net Banking,Refunded,2024-11-03
PM000540,O000566,91906.8,Credit Card,Success,2024-06-24
PM000541,O000567,124022.31,Debit Card,Success,2023-04-29
PM000542,O000568,122415.95,Net Banking,Success,2024-07-04
PM000543,O000569,85195.94,Wallet,Success,2023-07-22
PM000544,O000570,82182.55,COD,Failed,2024-06-11
PM000545,O000571,79197.36,Debit Card,Success,2023-04-21
PM000546,O000572,109358.98,UPI,Success,2023-03-27
PM000547,O000573,84546.28,Debit Card,Success,2023-04-10
PM000548,O000574,24607.86,Net Banking,Pending,2023-11-18
PM000549,O000575,22398.99,Wallet,Success,2023-04-19
PM000550,O000576,66465.11,Credit Card,Success,2023-01-07
PM000551,O000577,15720.6,Debit Card,Success,2024-03-31
PM000552,O000578,60619.48,Debit Card,Success,2023-03-18
PM000553,O000579,5945.6,Wallet,Failed,2024-11-07
PM000554,O000580,1976.8,COD,Success,2024-11-20
PM000555,O000581,90380.11,Net Banking,Success,2024-05-17
PM000556,O000582,140125.86,Debit Card,Success,2023-10-27
PM000557,O000583,91253.35,COD,Refunded,2023-04-27
PM000558,O000584,41948.55,COD,Success,2024-02-26
PM000559,O000585,26255.2,COD,Success,2023-08-15
PM000560,O000586,78104.71,Credit Card,Failed,2024-07-06
PM000561,O000587,74757.12,Debit Card,Failed,2024-07-02
PM000562,O000588,109361.76,Credit Card,Success,2023-02-06
PM000563,O000589,66089.1,Net Banking,Success,2023-10-04
PM000564,O000590,67935.78,Wallet,Failed,2023-11-28
PM000565,O000591,64318.26,Wallet,Success,2023-10-19
PM000566,O000592,75435.15,COD,Success,2024-01-14
PM000567,O000593,94350.85,COD,Success,2024-08-30
PM000568,O000594,151012.72,Debit Card,Failed,2024-08-01
PM000569,O000595,49435.82,Debit Card,Success,2023-05-11
PM000570,O000596,91624.22,Debit Card,Success,2024-06-21
PM000571,O000597,24222.62,Wallet,Success,2023-10-25
PM000572,O000598,20726.98,COD,Pending,2023-07-03
PM000573,O000599,49501.94,Debit Card,Success,2024-04-24
PM000574,O000600,35249.72,Debit Card,Success,2024-08-21
PM000575,O000601,104386.93,Debit Card,Success,2024-07-31
PM000576,O000602,78712.9,COD,Success,2023-04-04
PM000577,O000603,86832.59,Net Banking,Success,2023-05-01
PM000578,O000604,87118.57,Wallet,Success,2024-12-29
PM000579,O000605,34314.24,Credit Card,Success,2024-11-17
PM000580,O000606,19001.22,Credit Card,Success,2024-06-22
PM000581,O000607,72976.57,Debit Card,Success,2023-01-14
PM000582,O000608,32713.58,Credit Card,Refunded,2024-10-25
PM000583,O000609,29822.84,Debit Card,Success,2023-02-27
PM000584,O000610,26426.08,Credit Card,Success,2024-08-23
PM000585,O000611,48748.14,Debit Card,Success,2023-06-01
PM000586,O000612,6246.13,Credit Card,Success,2024-04-22
PM000587,O000613,30209.56,Credit Card,Success,2023-07-10
PM000588,O000614,51544.15,UPI,Refunded,2024-10-19
PM000589,O000615,121698.59,Credit Card,Success,2023-10-30
PM000590,O000616,69796.61,Wallet,Success,2024-08-05
PM000591,O000618,83770.83,Debit Card,Success,2023-06-12
PM000592,O000619,58882.3,Credit Card,Refunded,2024-12-12
PM000593,O000620,33076.4,Credit Card,Failed,2023-10-03
PM000594,O000621,34831.95,Debit Card,Success,2023-04-03
PM000595,O000622,74957.2,Debit Card,Success,2024-01-19
PM000596,O000623,128425.51,Wallet,Refunded,2024-02-14
PM000597,O000624,34861.74,COD,Success,2024-05-28
PM000598,O000625,34031.19,Net Banking,Success,2024-10-31
PM000599,O000626,38577.18,Net Banking,Success,2024-11-02
PM000600,O000627,13557.28,Credit Card,Success,2024-02-16
PM000601,O000628,18943.42,Debit Card,Success,2024-04-29
PM000602,O000630,52798.96,UPI,Refunded,2024-05-16
PM000603,O000631,35429.01,Debit Card,Success,2023-11-01
PM000604,O000632,75104.57,COD,Pending,2024-09-24
PM000605,O000633,110760.04,COD,Refunded,2023-07-08
PM000606,O000635,98331.35,Debit Card,Success,2023-10-19
PM000607,O000636,52188.78,COD,Success,2023-10-22
PM000608,O000637,58760.64,Credit Card,Success,2024-05-25
PM000609,O000638,38649.39,COD,Success,2023-03-27
PM000610,O000639,18360.17,Debit Card,Success,2023-01-24
PM000611,O000640,100763.44,Wallet,Success,2024-08-07
PM000612,O000641,47929.06,Wallet,Success,2024-05-21
PM000613,O000643,68906.72,Debit Card,Success,2024-05-30
PM000614,O000644,9029.9,Wallet,Success,2024-10-31
PM000615,O000645,56775.81,Wallet,Success,2023-07-31
PM000616,O000646,82215.78,Credit Card,Success,2023-06-13
PM000617,O000647,29023.0,Wallet,Success,2023-01-25
PM000618,O000648,72727.26,Net Banking,Failed,2024-10-06
PM000619,O000649,63239.46,COD,Success,2024-05-09
PM000620,O000650,109107.86,Credit Card,Success,2023-06-01
PM000621,O000651,7293.4,Wallet,Pending,2023-05-12
PM000622,O000652,84927.27,Net Banking,Success,2024-08-21
PM000623,O000653,111389.76,UPI,Pending,2024-01-23
PM000624,O000654,50691.16,Credit Card,Success,2024-05-25
PM000625,O000655,13406.2,Debit Card,Pending,2024-06-03
PM000626,O000656,72127.25,Net Banking,Success,2023-09-20
PM000627,O000657,85326.49,Credit Card,Success,2023-08-01
PM000628,O000658,14155.88,Debit Card,Success,2024-08-26
PM000629,O000659,125759.58,Wallet,Success,2024-08-26
PM000630,O000660,77249.14,COD,Success,2024-11-25
PM000631,O000661,59633.53,UPI,Success,2023-07-03
PM000632,O000662,55092.22,Credit Card,Success,2024-04-28
PM000633,O000663,97389.33,Credit Card,Success,2024-11-09
PM000634,O000664,8306.91,UPI,Success,2024-04-05
PM000635,O000665,62853.0,Wallet,Success,2024-04-12
PM000636,O000666,109601.72,Net Banking,Success,2024-01-27
PM000637,O000667,73794.1,Net Banking,Success,2024-12-05
PM000638,O000668,108279.79,Net Banking,Success,2024-02-28
PM000639,O000670,44550.74,Credit Card,Success,2024-04-01
PM000640,O000671,110745.42,Net Banking,Success,2023-03-03
PM000641,O000672,30895.76,Wallet,Success,2023-04-26
PM000642,O000673,29449.17,Wallet,Pending,2023-03-16
PM000643,O000674,55527.76,Credit Card,Success,2024-12-10
PM000644,O000676,79382.27,UPI,Success,2024-09-08
PM000645,O000677,91031.88,Credit Card,Success,2023-12-30
PM000646,O000678,62076.47,COD,Refunded,2024-08-27
PM000647,O000679,83589.31,Net Banking,Success,2024-03-01
PM000648,O000680,52060.22,Net Banking,Failed,2024-10-29
PM000649,O000681,64937.59,Debit Card,Success,2023-02-09
PM000650,O000682,9471.71,Net Banking,Success,2024-05-24
PM000651,O000683,46005.64,COD,Failed,2023-02-05
PM000652,O000684,11805.6,Net Banking,Success,2023-04-26
PM000653,O000685,23600.4,Debit Card,Success,2023-05-12
PM000654,O000686,19207.35,Debit Card,Success,2023-07-20
PM000655,O000687,67492.66,UPI,Success,2023-09-13
PM000656,O000688,1162.47,Net Banking,Refunded,2024-01-30
PM000657,O000689,89071.74,Net Banking,Success,2023-06-15
PM000658,O000690,76105.74,Credit Card,Success,2024-07-12
PM000659,O000691,71661.68,UPI,Success,2023-12-17
PM000660,O000692,91643.06,COD,Success,2023-05-10
PM000661,O000693,18316.81,Net Banking,Success,2023-12-29
PM000662,O000694,26100.56,COD,Success,2024-10-11
PM000663,O000695,84116.44,Wallet,Success,2023-10-31
PM000664,O000696,36538.4,Debit Card,Success,2023-03-02
PM000665,O000697,62261.4,Wallet,Failed,2024-08-28
PM000666,O000698,84729.5,Debit Card,Success,2023-07-30
PM000667,O000699,79480.89,Debit Card,Success,2024-03-24
PM000668,O000701,12959.03,Wallet,Success,2023-10-10
PM000669,O000702,79144.47,Wallet,Success,2023-09-06
PM000670,O000703,98544.34,Wallet,Pending,2023-09-02
PM000671,O000704,99277.88,COD,Refunded,2023-08-10
PM000672,O000705,83699.46,UPI,Failed,2023-12-19
PM000673,O000706,22266.98,Wallet,Success,2024-02-15
PM000674,O000707,84637.09,Credit Card,Success,2024-09-28
PM000675,O000708,4115.14,COD,Success,2024-10-19
PM000676,O000709,93422.96,Net Banking,Success,2024-11-10
PM000677,O000710,1211.24,UPI,Success,2024-03-29
PM000678,O000711,47169.5,Credit Card,Success,2023-09-09
PM000679,O000712,137513.13,UPI,Success,2024-02-29
PM000680,O000713,88973.3,Credit Card,Success,2023-11-24
PM000681,O000714,159666.46,UPI,Success,2023-11-18
PM000682,O000715,88047.07,Net Banking,Success,2024-09-25
PM000683,O000716,35754.63,Debit Card,Success,2023-01-29
PM000684,O000717,36880.7,COD,Success,2024-06-04
PM000685,O000718,6382.53,Wallet,Success,2024-02-28
PM000686,O000719,99788.46,COD,Success,2023-04-02
PM000687,O000720,41221.68,Net Banking,Failed,2024-02-16
PM000688,O000721,99859.25,Wallet,Success,2023-09-21
PM000689,O000722,25886.3,Debit Card,Success,2024-07-30
PM000690,O000723,37548.59,Credit Card,Refunded,2024-11-30
PM000691,O000724,94010.1,Wallet,Success,2023-11-16
PM000692,O000726,18233.5,UPI,Success,2024-05-17
PM000693,O000727,54180.72,Debit Card,Success,2023-11-25
PM000694,O000728,31083.98,Wallet,Refunded,2024-03-12
PM000695,O000730,18791.1,COD,Success,2024-01-30
PM000696,O000731,46526.9,UPI,Success,2023-08-15
PM000697,O000732,82377.42,COD,Success,2023-04-30
PM000698,O000733,106902.42,Credit Card,Success,2024-11-15
PM000699,O000734,86436.12,Wallet,Failed,2024-05-14
PM000700,O000735,28261.96,Net Banking,Success,2023-09-20
PM000701,O000736,95077.29,Net Banking,Success,2024-05-24
PM000702,O000737,15455.92,UPI,Success,2023-05-27
PM000703,O000738,20879.5,UPI,Refunded,2023-09-14
PM000704,O000739,61723.6,Net Banking,Refunded,2024-03-25
PM000705,O000740,13181.63,Credit Card,Pending,2023-01-18
PM000706,O000741,77279.6,Debit Card,Success,2024-08-03
PM000707,O000742,112775.57,Credit Card,Failed,2024-05-02
PM000708,O000743,37289.43,UPI,Success,2024-04-10
PM000709,O000744,193525.52,Net Banking,Success,2023-05-28
PM000710,O000745,101390.3,Net Banking,Success,2024-01-08
PM000711,O000746,10347.44,Debit Card,Success,2024-07-15
PM000712,O000747,93280.21,Credit Card,Success,2024-09-30
PM000713,O000748,71060.72,Debit Card,Success,2024-01-31
PM000714,O000749,3596.33,Credit Card,Success,2024-09-19
PM000715,O000750,45994.29,Credit Card,Success,2023-12-06
PM000716,O000751,45728.59,Net Banking,Pending,2024-05-01
PM000717,O000752,21729.23,COD,Success,2024-02-24
PM000718,O000753,119774.27,Net Banking,Failed,2024-01-26
PM000719,O000754,92183.42,COD,Success,2023-03-29
PM000720,O000755,39649.74,Net Banking,Success,2024-03-03
PM000721,O000756,43833.66,Wallet,Success,2024-10-26
PM000722,O000757,146707.73,Wallet,Failed,2023-01-11
PM000723,O000758,25334.96,Wallet,Success,2023-05-16
PM000724,O000759,27482.72,Debit Card,Success,2024-11-13
PM000725,O000760,0.0,Wallet,Success,2023-09-06
PM000726,O000761,38124.12,UPI,Success,2023-12-16
PM000727,O000762,35321.52,UPI,Success,2023-04-04
PM000728,O000763,22660.34,Wallet,Success,2024-05-02
PM000729,O000764,13515.98,Credit Card,Success,2023-06-30
PM000730,O000765,29038.08,Net Banking,Pending,2023-08-22
PM000731,O000766,35958.2,Wallet,Success,2023-03-08
PM000732,O000767,63018.81,UPI,Success,2024-04-01
PM000733,O000768,16611.84,COD,Refunded,2024-05-15
PM000734,O000769,53081.74,Wallet,Success,2023-11-29
PM000735,O000770,71548.75,COD,Success,2023-08-11
PM000736,O000771,15720.6,Credit Card,Pending,2024-05-13
PM000737,O000772,5902.8,COD,Success,2024-12-23
PM000738,O000773,85911.92,UPI,Success,2024-12-01
PM000739,O000774,130789.08,COD,Success,2023-08-03
PM000740,O000775,46497.69,Wallet,Success,2024-12-26
PM000741,O000776,22610.37,Credit Card,Success,2023-09-30
PM000742,O000777,74803.34,COD,Success,2023-10-07
PM000743,O000778,35310.48,Wallet,Success,2024-06-20
PM000744,O000779,84175.76,Credit Card,Success,2023-01-26
PM000745,O000780,22503.52,Net Banking,Success,2023-04-21
PM000746,O000781,58760.64,UPI,Success,2023-05-26
PM000747,O000782,12839.4,Net Banking,Success,2023-07-02
PM000748,O000783,39002.39,Credit Card,Success,2024-12-31
PM000749,O000784,86334.61,Wallet,Success,2023-12-18
PM000750,O000785,31682.8,Net Banking,Success,2023-01-25
PM000751,O000786,110624.6,COD,Success,2024-02-01
PM000752,O000787,98096.1,UPI,Success,2024-06-05
PM000753,O000788,11773.84,Debit Card,Success,2023-05-03
PM000754,O000789,48116.51,Credit Card,Success,2023-07-24
PM000755,O000790,170787.43,Debit Card,Success,2023-07-05
PM000756,O000792,23540.32,Wallet,Success,2024-01-17
PM000757,O000793,162109.87,UPI,Success,2023-05-04
PM000758,O000794,83772.27,Wallet,Success,2024-12-09
PM000759,O000795,41921.76,Debit Card,Success,2024-05-05
PM000760,O000796,6578.22,Net Banking,Success,2024-07-26
PM000761,O000797,69842.38,Credit Card,Success,2024-07-11
PM000762,O000798,55559.42,Credit Card,Success,2024-11-19
PM000763,O000799,19498.94,Wallet,Success,2024-06-02
PM000764,O000800,3120.12,Net Banking,Success,2023-03-25
PM000765,O000801,99434.61,Debit Card,Success,2024-07-17
PM000766,O000802,35155.54,COD,Success,2024-02-22
PM000767,O000803,6540.46,Debit Card,Success,2023-05-28
PM000768,O000804,39639.12,Net Banking,Success,2023-10-30
PM000769,O000805,81249.08,Credit Card,Success,2024-03-08
PM000770,O000806,109636.26,Net Banking,Success,2023-02-12
PM000771,O000807,14742.68,UPI,Success,2023-02-09
PM000772,O000808,150813.54,Net Banking,Success,2023-02-05
PM000773,O000809,19372.25,Credit Card,Success,2024-08-01
PM000774,O000810,81727.31,Wallet,Success,2024-05-17
PM000775,O000811,68414.89,Wallet,Success,2023-07-23
PM000776,O000812,92519.0,Debit Card,Success,2023-04-29
PM000777,O000814,153032.77,Net Banking,Success,2024-11-11
PM000778,O000815,21726.75,COD,Refunded,2023-01-12
PM000779,O000816,37931.12,Net Banking,Success,2023-11-07
PM000780,O000817,13597.86,Debit Card,Success,2024-10-10
PM000781,O000818,59242.96,Credit Card,Success,2024-10-03
PM000782,O000819,50571.04,UPI,Success,2024-02-09
PM000783,O000820,103587.72,Credit Card,Success,2024-10-12
PM000784,O000821,81459.26,Credit Card,Success,2023-10-15
PM000785,O000822,43250.05,Credit Card,Pending,2024-09-11
PM000786,O000823,82232.37,Debit Card,Failed,2023-09-03
PM000787,O000824,32613.57,COD,Success,2024-11-16
PM000788,O000825,67886.36,UPI,Success,2023-11-25
PM000789,O000826,3874.45,Credit Card,Success,2024-05-10
PM000790,O000827,136805.46,Wallet,Failed,2024-02-07
PM000791,O000828,14679.5,UPI,Failed,2024-03-13
PM000792,O000829,86846.03,Wallet,Success,2024-07-02
PM000793,O000830,125326.69,UPI,Success,2023-10-11
PM000794,O000831,80973.72,Net Banking,Failed,2023-07-28
PM000795,O000832,85810.47,Wallet,Success,2023-08-14
PM000796,O000833,51705.91,Credit Card,Failed,2024-12-30
PM000797,O000834,103644.99,Wallet,Success,2024-02-02
PM000798,O000835,122581.71,COD,Success,2023-01-25
PM000799,O000836,94973.55,Wallet,Success,2023-12-23
PM000800,O000837,77747.19,Net Banking,Success,2023-02-07
PM000801,O000838,36709.65,Net Banking,Refunded,2024-04-08
PM000802,O000839,41601.19,Debit Card,Success,2024-09-27
PM000803,O000840,22278.08,Debit Card,Success,2024-06-30
PM000804,O000841,28261.96,UPI,Failed,2023-10-06
PM000805,O000842,54904.88,Net Banking,Success,2023-06-09
PM000806,O000843,143162.55,Debit Card,Success,2023-02-13
PM000807,O000844,60178.22,Wallet,Success,2024-02-19
PM000808,O000845,8635.7,COD,Success,2024-09-10
PM000809,O000846,70410.14,COD,Success,2023-05-24
PM000810,O000847,144893.03,Debit Card,Failed,2023-04-14
PM000811,O000848,56550.96,Net Banking,Success,2023-06-19
PM000812,O000849,10271.52,UPI,Success,2024-04-16
PM000813,O000850,112630.24,Net Banking,Success,2024-06-10
PM000814,O000851,21004.16,Net Banking,Success,2023-10-01
PM000815,O000852,4196.06,Credit Card,Success,2023-02-12
PM000816,O000853,38243.24,Credit Card,Success,2023-01-01
PM000817,O000854,116273.27,Net Banking,Success,2024-11-19
PM000818,O000855,47927.37,UPI,Success,2023-12-05
PM000819,O000856,53731.72,COD,Success,2023-11-04
PM000820,O000857,92641.88,COD,Success,2024-04-20
PM000821,O000858,193747.49,UPI,Success,2023-06-07
PM000822,O000860,63973.5,Credit Card,Success,2024-12-15
PM000823,O000861,31351.43,Net Banking,Failed,2024-01-01
PM000824,O000862,131738.33,Wallet,Success,2024-05-17
PM000825,O000863,27065.32,Wallet,Success,2023-08-18
PM000826,O000864,28828.69,Credit Card,Success,2024-12-23
PM000827,O000865,54700.02,COD,Success,2023-05-01
PM000828,O000866,93608.23,COD,Success,2024-05-08
PM000829,O000867,147579.34,Credit Card,Failed,2023-02-02
PM000830,O000868,86239.23,Net Banking,Refunded,2023-01-08
PM000831,O000869,76760.06,UPI,Success,2023-07-04
PM000832,O000870,112001.91,Wallet,Success,2023-12-07
PM000833,O000871,106629.56,COD,Success,2023-02-10
PM000834,O000873,123378.11,Credit Card,Success,2024-03-16
PM000835,O000874,47927.4,Wallet,Success,2023-08-29
PM000836,O000875,49777.55,COD,Success,2023-09-09
PM000837,O000876,29388.74,Credit Card,Success,2024-01-06
PM000838,O000877,18111.36,Debit Card,Success,2023-09-03
PM000839,O000878,15720.6,Debit Card,Success,2024-07-01
PM000840,O000879,26426.08,Net Banking,Success,2023-07-13
PM000841,O000880,134132.34,Wallet,Failed,2024-06-18
PM000842,O000881,5888.1,Wallet,Success,2023-08-06
PM000843,O000882,43594.0,COD,Success,2024-05-21
PM000844,O000883,24709.88,Wallet,Success,2023-12-30
PM000845,O000884,99266.96,Debit Card,Failed,2024-08-31
PM000846,O000885,54693.32,Net Banking,Failed,2023-02-09
PM000847,O000886,46127.49,COD,Success,2023-03-18
PM000848,O000887,22567.72,Wallet,Success,2023-05-21
PM000849,O000888,80111.19,COD,Success,2023-11-15
PM000850,O000889,52726.52,Wallet,Success,2023-04-06
PM000851,O000890,6151.78,COD,Success,2024-02-20
PM000852,O000891,51444.25,Wallet,Success,2024-12-18
PM000853,O000892,72771.82,UPI,Success,2023-07-12
PM000854,O000893,30187.01,Wallet,Success,2024-08-15
PM000855,O000894,22627.12,Wallet,Failed,2023-07-08
PM000856,O000895,7723.94,Debit Card,Success,2023-03-15
PM000857,O000896,23431.41,Debit Card,Success,2023-04-24
PM000858,O000897,60360.65,UPI,Success,2024-01-23
PM000859,O000898,11776.2,COD,Success,2024-03-23
PM000860,O000899,56791.92,UPI,Success,2024-02-28
PM000861,O000900,133342.47,COD,Success,2023-12-23
PM000862,O000901,15534.61,COD,Refunded,2023-04-23
PM000863,O000902,605.62,Credit Card,Success,2024-11-15
PM000864,O000903,46598.71,COD,Success,2024-07-21
PM000865,O000904,65627.85,Debit Card,Success,2024-08-01
PM000866,O000905,22389.44,UPI,Success,2023-08-22
PM000867,O000906,28625.31,Credit Card,Success,2023-03-16
PM000868,O000907,20610.84,Net Banking,Success,2024-02-23
PM000869,O000908,43599.76,UPI,Refunded,2023-09-14
PM000870,O000909,157086.46,Credit Card,Refunded,2023-04-13
PM000871,O000910,26342.14,COD,Success,2023-07-17
PM000872,O000912,75232.89,UPI,Success,2023-11-03
PM000873,O000913,89571.92,Debit Card,Failed,2023-08-23
PM000874,O000914,106239.93,Wallet,Success,2024-03-31
PM000875,O000915,9631.56,Debit Card,Success,2024-12-18
PM000876,O000916,45480.6,COD,Success,2023-02-21
PM000877,O000917,20681.12,Wallet,Success,2024-06-21
PM000878,O000918,27997.85,Net Banking,Success,2024-12-16
PM000879,O000919,26861.63,COD,Success,2023-11-26
PM000880,O000920,159388.1,Wallet,Success,2024-10-14
PM000881,O000921,56041.04,Wallet,Success,2024-01-24
PM000882,O000922,24709.88,Credit Card,Success,2023-03-20
PM000883,O000923,27710.91,Wallet,Success,2024-03-21
PM000884,O000924,55333.97,Wallet,Success,2023-12-20
PM000885,O000925,76506.54,UPI,Success,2024-06-07
PM000886,O000926,136618.79,Debit Card,Success,2024-04-26
PM000887,O000927,629.4,Net Banking,Pending,2023-09-16
PM000888,O000928,58302.74,Credit Card,Success,2023-07-01
PM000889,O000929,20330.92,Net Banking,Success,2023-06-24
PM000890,O000930,66474.69,Net Banking,Success,2024-06-25
PM000891,O000931,12240.43,Debit Card,Success,2024-01-18
PM000892,O000932,20476.94,Net Banking,Success,2023-01-24
PM000893,O000933,26389.57,UPI,Refunded,2023-09-05
PM000894,O000934,86588.22,Debit Card,Success,2024-10-16
PM000895,O000935,75435.15,COD,Success,2024-12-26
PM000896,O000936,34859.44,Wallet,Success,2023-05-07
PM000897,O000937,16617.3,Net Banking,Success,2023-08-20
PM000898,O000938,59536.06,Debit Card,Success,2023-12-02
PM000899,O000939,62937.96,COD,Success,2024-02-29
PM000900,O000940,92957.26,Credit Card,Success,2024-09-02
PM000901,O000941,7760.58,Credit Card,Success,2023-11-15
PM000902,O000942,32413.87,COD,Success,2024-06-26
PM000903,O000943,70864.47,Credit Card,Success,2023-12-10
PM000904,O000944,6240.24,Net Banking,Refunded,2023-04-30
PM000905,O000945,119704.54,Credit Card,Refunded,2024-09-14
PM000906,O000946,75488.94,Net Banking,Success,2023-02-23
PM000907,O000947,74850.6,Wallet,Success,2024-07-21
PM000908,O000948,59074.25,COD,Success,2023-08-06
PM000909,O000949,12615.45,Net Banking,Failed,2023-10-24
PM000910,O000950,144610.2,Wallet,Refunded,2024-10-01
PM000911,O000951,5516.66,Debit Card,Refunded,2024-01-10
PM000912,O000952,1323.98,COD,Success,2024-08-06
PM000913,O000953,35783.64,COD,Success,2024-03-16
PM000914,O000954,20441.97,UPI,Success,2023-05-01
PM000915,O000955,78090.99,Debit Card,Success,2023-11-30
PM000916,O000956,63040.77,Credit Card,Success,2024-02-22
PM000917,O000957,60782.03,COD,Success,2023-04-06
PM000918,O000958,52913.94,Wallet,Success,2023-05-30
PM000919,O000959,3607.6,Debit Card,Success,2023-11-15
PM000920,O000960,9101.08,UPI,Success,2024-02-03
PM000921,O000961,91927.92,UPI,Success,2023-01-27
PM000922,O000962,120195.88,Credit Card,Success,2024-06-18
PM000923,O000963,71372.56,Net Banking,Success,2023-03-01
PM000924,O000964,47335.53,UPI,Failed,2023-06-14
PM000925,O000965,45591.01,COD,Success,2023-07-27
PM000926,O000966,69350.49,COD,Success,2024-03-08
PM000927,O000967,59738.86,Debit Card,Success,2024-11-14
PM000928,O000968,97825.46,COD,Success,2023-04-07
PM000929,O000969,83998.25,COD,Refunded,2023-07-11
PM000930,O000970,87791.24,Credit Card,Pending,2024-12-04
PM000931,O000971,91642.65,Debit Card,Success,2023-08-23
PM000932,O000972,21107.59,Net Banking,Failed,2023-01-16
PM000933,O000973,92420.81,Wallet,Success,2024-11-26
PM000934,O000974,107671.35,UPI,Success,2024-02-12
PM000935,O000975,68949.06,Wallet,Success,2023-12-05
PM000936,O000976,131671.18,Credit Card,Success,2024-06-08
PM000937,O000977,155715.38,COD,Success,2024-11-03
PM000938,O000979,68034.18,Debit Card,Success,2023-02-09
PM000939,O000980,811.76,Debit Card,Success,2024-01-05
PM000940,O000981,83195.48,Debit Card,Success,2023-06-30
PM000941,O000982,77352.17,Credit Card,Refunded,2024-09-18
PM000942,O000983,10599.78,Net Banking,Success,2023-07-19
PM000943,O000984,43307.34,COD,Success,2023-07-02
PM000944,O000985,35783.64,Net Banking,Success,2023-04-15
PM000945,O000986,32879.97,UPI,Success,2024-10-23
PM000946,O000987,40685.66,Net Banking,Failed,2024-11-22
PM000947,O000988,35143.59,Wallet,Success,2024-02-08
PM000948,O000989,36384.48,COD,Success,2023-06-27
PM000949,O000990,15375.83,COD,Success,2023-02-16
PM000950,O000991,90913.73,Wallet,Success,2023-07-01
PM000951,O000992,57416.46,COD,Success,2023-12-23
PM000952,O000993,76302.53,UPI,Failed,2023-12-12
PM000953,O000994,72902.42,UPI,Success,2023-05-12
PM000954,O000995,1898.16,Debit Card,Success,2023-03-16
PM000955,O000996,94413.86,Debit Card,Success,2023-08-02
