order_id,customer_id,order_date,status,delivery_date,is_delivery_date_corrected,delivery_days
O000473,C00130,2024-03-16,Shipped,,False,
O000474,C00070,2023-06-30,Shipped,,False,
O000475,C00100,2023-08-08,Shipped,,False,
O000476,C00123,2024-12-14,Delivered,2024-12-21,False,7.0
O000477,C00347,2023-11-21,Shipped,,False,
O000478,C00370,2023-01-04,Returned,2023-01-12,False,8.0
O000479,C00309,2024-03-06,Delivered,2024-03-10,False,4.0
O000480,C00270,2024-05-29,Delivered,2024-06-06,False,8.0
O000481,C00171,2023-07-01,Delivered,2023-07-08,False,7.0
O000482,C00149,2024-09-30,Placed,,False,
O000483,C00170,2023-08-17,Delivered,2023-08-19,False,2.0
O000484,C00197,2024-11-20,Placed,,False,
O000485,C00171,2024-06-15,Delivered,2024-06-19,False,4.0
O000486,C00107,2024-06-13,Delivered,2024-06-22,False,9.0
O000487,C00079,2024-08-30,Placed,,False,
O000488,C00347,2023-05-14,Delivered,2023-05-17,False,3.0
O000489,C00237,2023-02-22,Placed,,False,
O000490,C00345,2023-04-20,Delivered,2023-04-22,False,2.0
O000491,C00184,2023-08-04,Delivered,2023-08-12,False,8.0
O000492,C00378,2023-12-18,Delivered,,True,
O000493,C00259,2023-04-28,Placed,,False,
O000494,C00248,2024-10-29,Delivered,2024-11-05,False,7.0
O000495,C00225,2024-05-14,Cancelled,,False,
O000496,C00105,2023-03-07,Shipped,,False,
O000497,C00081,2023-08-09,Delivered,,True,
O000498,C00242,2023-11-26,Delivered,2023-12-06,False,10.0
O000499,C00049,2024-03-07,Delivered,2024-03-11,False,4.0
O000500,C00092,2024-10-21,Returned,2024-10-26,False,5.0
O000501,C00127,2023-11-21,Delivered,2023-11-27,False,6.0
O000502,C00006,2024-05-20,Returned,2024-05-30,False,10.0
O000503,C00374,2024-03-22,Shipped,,False,
O000504,C00154,2023-04-24,Returned,2023-05-04,False,10.0
O000505,C00198,2023-05-06,Delivered,2023-05-14,False,8.0
O000506,C00124,2024-11-06,Delivered,2024-11-08,False,2.0
O000507,C00043,2023-11-17,Delivered,2023-11-26,False,9.0
O000508,C00045,2023-07-27,Shipped,,False,
O000509,C00222,2023-04-23,Placed,,False,
O000510,C00196,2023-08-06,Delivered,2023-08-12,False,6.0
O000511,C00103,2023-10-10,Delivered,2023-10-12,False,2.0
O000512,C00163,2023-03-09,Shipped,,False,
O000513,C00343,2023-04-07,Delivered,2023-04-15,False,8.0
O000514,C00348,2023-01-14,Delivered,2023-01-16,False,2.0
O000515,C00328,2023-01-02,Cancelled,,False,
O000516,C00285,2023-08-22,Delivered,2023-08-24,False,2.0
O000517,C00121,2023-12-28,Delivered,2024-01-07,False,10.0
O000518,C00069,2023-09-08,Delivered,2023-09-14,False,6.0
O000519,C00127,2024-10-03,Cancelled,,False,
O000520,C00339,2023-11-13,Placed,,False,
O000521,C00220,2024-05-25,Delivered,2024-06-04,False,10.0
O000522,C00266,2023-08-11,Cancelled,,False,
O000523,C00209,2024-11-12,Shipped,,False,
O000524,C00114,2024-04-29,Shipped,,False,
O000525,C00008,2024-11-30,Delivered,2024-12-04,False,4.0
O000526,C00166,2024-07-12,Delivered,2024-07-19,False,7.0
O000527,C00264,2024-03-07,Delivered,2024-03-12,False,5.0
O000528,C00102,2023-01-07,Cancelled,,False,
O000529,C00176,2023-03-04,Delivered,2023-03-05,False,1.0
O000530,C00116,2023-01-07,Delivered,,True,
O000531,C00216,2024-04-30,Cancelled,,False,
O000532,C00005,2023-07-08,Cancelled,,False,
O000533,C00168,2023-10-24,Delivered,2023-11-01,False,8.0
O000534,C00301,2024-02-03,Delivered,2024-02-04,False,1.0
O000535,C00161,2024-06-21,Delivered,2024-06-27,False,6.0
O000536,C00049,2024-05-10,Returned,2024-05-13,False,3.0
O000537,C00069,2023-06-12,Placed,,False,
O000538,C00320,2023-03-07,Delivered,2023-03-15,False,8.0
O000539,C00060,2024-04-05,Shipped,,False,
O000540,C00317,2023-06-15,Cancelled,,False,
O000541,C00008,2023-01-06,Delivered,2023-01-08,False,2.0
O000542,C00393,2024-01-21,Delivered,2024-01-23,False,2.0
O000543,C00285,2023-09-15,Delivered,2023-09-20,False,5.0
O000544,C00275,2024-12-15,Delivered,2024-12-20,False,5.0
O000545,C00289,2023-03-02,Shipped,,False,
O000546,C00387,2023-02-06,Returned,2023-02-16,False,10.0
O000547,C00044,2023-10-05,Shipped,,False,
O000548,C00291,2023-01-27,Delivered,2023-01-28,False,1.0
O000549,C00196,2024-12-19,Delivered,2024-12-29,False,10.0
O000550,C00278,2024-07-03,Placed,,False,
O000551,C00154,2023-11-18,Delivered,2023-11-23,False,5.0
O000552,C00075,2024-01-11,Delivered,2024-01-20,False,9.0
O000553,C00134,2023-07-28,Cancelled,,False,
O000554,C00386,2024-04-09,Placed,,False,
O000555,C00092,2024-01-27,Delivered,2024-02-03,False,7.0
O000556,C00206,2024-08-28,Delivered,2024-09-07,False,10.0
O000557,C00279,2024-08-04,Delivered,2024-08-12,False,8.0
O000558,C00138,2024-07-09,Delivered,2024-07-19,False,10.0
O000559,C00086,2024-03-30,Placed,,False,
O000560,C00283,2024-07-18,Returned,2024-07-23,False,5.0
O000561,C00162,2023-04-28,Placed,,False,
O000562,C00154,2024-09-06,Delivered,2024-09-08,False,2.0
O000563,C00012,2023-10-17,Placed,,False,
O000564,C00285,2023-06-03,Placed,,False,
O000565,C00114,2024-11-03,Delivered,2024-11-05,False,2.0
O000566,C00345,2024-06-24,Delivered,2024-07-03,False,9.0
O000567,C00243,2023-04-29,Delivered,2023-05-06,False,7.0
O000568,C00253,2024-07-04,Delivered,2024-07-14,False,10.0
O000569,C00105,2023-07-22,Cancelled,,False,
O000570,C00071,2024-06-11,Cancelled,,False,
O000571,C00041,2023-04-21,Placed,,False,
O000572,C00037,2023-03-27,Cancelled,,False,
O000573,C00047,2023-04-10,Delivered,2023-04-20,False,10.0
O000574,C00041,2023-11-18,Delivered,2023-11-23,False,5.0
O000575,C00307,2023-04-19,Delivered,2023-04-28,False,9.0
O000576,C00382,2023-01-07,Cancelled,,False,
O000577,C00295,2024-03-31,Delivered,2024-04-05,False,5.0
O000578,C00207,2023-03-18,Shipped,,False,
O000579,C00147,2024-11-07,Placed,,False,
O000580,C00257,2024-11-20,Delivered,2024-11-28,False,8.0
O000581,C00078,2024-05-17,Delivered,2024-05-18,False,1.0
O000582,C00367,2023-10-27,Delivered,2023-11-06,False,10.0
O000583,C00203,2023-04-27,Delivered,2023-05-05,False,8.0
O000584,C00107,2024-02-26,Cancelled,,False,
O000585,C00112,2023-08-15,Cancelled,,False,
O000586,C00400,2024-07-06,Returned,2024-07-08,False,2.0
O000587,C00315,2024-07-02,Cancelled,,False,
O000588,C00121,2023-02-06,Delivered,2023-02-15,False,9.0
O000589,C00071,2023-10-04,Placed,,False,
O000590,C00116,2023-11-28,Delivered,2023-12-06,False,8.0
O000591,C00005,2023-10-19,Delivered,2023-10-27,False,8.0
O000592,C00313,2024-01-14,Delivered,2024-01-20,False,6.0
O000593,C00380,2024-08-30,Placed,,False,
O000594,C00007,2024-08-01,Delivered,2024-08-10,False,9.0
O000595,C00164,2023-05-11,Shipped,,False,
O000596,C00393,2024-06-21,Shipped,,False,
O000597,C00348,2023-10-25,Delivered,2023-10-31,False,6.0
O000598,C00219,2023-07-03,Delivered,2023-07-04,False,1.0
O000599,C00046,2024-04-24,Shipped,,False,
O000600,C00012,2024-08-21,Delivered,2024-08-26,False,5.0
O000601,C00206,2024-07-31,Shipped,,False,
O000602,C00213,2023-04-04,Shipped,,False,
O000603,C00399,2023-05-01,Delivered,2023-05-08,False,7.0
O000604,C00214,2024-12-29,Cancelled,,False,
O000605,C00017,2024-11-17,Delivered,2024-11-26,False,9.0
O000606,C00273,2024-06-22,Placed,,False,
O000607,C00209,2023-01-14,Delivered,2023-01-22,False,8.0
O000608,C00001,2024-10-25,Cancelled,,False,
O000609,C00295,2023-02-27,Delivered,2023-03-08,False,9.0
O000610,C00321,2024-08-23,Delivered,2024-08-30,False,7.0
O000611,C00399,2023-06-01,Placed,,False,
O000612,C00377,2024-04-22,Cancelled,,False,
O000613,C00336,2023-07-10,Delivered,2023-07-13,False,3.0
O000614,C00057,2024-10-19,Delivered,2024-10-24,False,5.0
O000615,C00051,2023-10-30,Delivered,2023-11-07,False,8.0
O000616,C00062,2024-08-05,Returned,2024-08-10,False,5.0
O000617,C00105,2023-07-10,Shipped,,False,
O000618,C00220,2023-06-12,Delivered,2023-06-14,False,2.0
O000619,C00322,2024-12-12,Delivered,2024-12-16,False,4.0
O000620,C00012,2023-10-03,Delivered,2023-10-08,False,5.0
O000621,C00263,2023-04-03,Delivered,2023-04-11,False,8.0
O000622,C00239,2024-01-19,Delivered,2024-01-27,False,8.0
O000623,C00384,2024-02-14,Cancelled,,False,
O000624,C00377,2024-05-28,Delivered,2024-05-30,False,2.0
O000625,C00002,2024-10-31,Delivered,2024-11-07,False,7.0
O000626,C00303,2024-11-02,Cancelled,,False,
O000627,C00102,2024-02-16,Delivered,2024-02-21,False,5.0
O000628,C00241,2024-04-29,Cancelled,,False,
O000629,C00323,2024-01-28,Shipped,,False,
O000630,C00345,2024-05-16,Delivered,2024-05-22,False,6.0
O000631,C00228,2023-11-01,Placed,,False,
O000632,C00007,2024-09-24,Cancelled,,False,
O000633,C00028,2023-07-08,Delivered,2023-07-10,False,2.0
O000634,C00001,2023-08-09,Delivered,2023-08-12,False,3.0
O000635,C00251,2023-10-19,Placed,,False,
O000636,C00009,2023-10-22,Cancelled,,False,
O000637,C00304,2024-05-25,Delivered,2024-05-30,False,5.0
O000638,C00373,2023-03-27,Delivered,2023-04-01,False,5.0
O000639,C00197,2023-01-24,Delivered,2023-01-28,False,4.0
O000640,C00271,2024-08-07,Shipped,,False,
O000641,C00319,2024-05-21,Delivered,2024-05-24,False,3.0
O000642,C00284,2023-06-26,Delivered,2023-07-03,False,7.0
O000643,C00169,2024-05-30,Delivered,2024-05-31,False,1.0
O000644,C00182,2024-10-31,Delivered,2024-11-03,False,3.0
O000645,C00069,2023-07-31,Delivered,2023-08-10,False,10.0
O000646,C00176,2023-06-13,Delivered,2023-06-14,False,1.0
O000647,C00330,2023-01-25,Delivered,2023-01-30,False,5.0
O000648,C00160,2024-10-06,Delivered,2024-10-08,False,2.0
O000649,C00124,2024-05-09,Delivered,2024-05-11,False,2.0
O000650,C00008,2023-06-01,Delivered,2023-06-07,False,6.0
O000651,C00337,2023-05-12,Delivered,2023-05-17,False,5.0
O000652,C00338,2024-08-21,Delivered,2024-08-30,False,9.0
O000653,C00171,2024-01-23,Delivered,2024-01-31,False,8.0
O000654,C00221,2024-05-25,Delivered,2024-05-26,False,1.0
O000655,C00231,2024-06-03,Delivered,2024-06-12,False,9.0
O000656,C00246,2023-09-20,Delivered,2023-09-24,False,4.0
O000657,C00329,2023-08-01,Shipped,,False,
O000658,C00042,2024-08-26,Delivered,2024-08-27,False,1.0
O000659,C00382,2024-08-26,Delivered,2024-08-27,False,1.0
O000660,C00127,2024-11-25,Delivered,2024-11-27,False,2.0
O000661,C00018,2023-07-03,Delivered,2023-07-05,False,2.0
O000662,C00375,2024-04-28,Delivered,2024-05-02,False,4.0
O000663,C00283,2024-11-09,Delivered,2024-11-17,False,8.0
O000664,C00243,2024-04-05,Delivered,,True,
O000665,C00008,2024-04-12,Placed,,False,
O000666,C00012,2024-01-27,Delivered,2024-01-31,False,4.0
O000667,C00089,2024-12-05,Shipped,,False,
O000668,C00181,2024-02-28,Cancelled,,False,
O000669,C00203,2023-09-24,Delivered,2023-09-25,False,1.0
O000670,C00273,2024-04-01,Shipped,,False,
O000671,C00083,2023-03-03,Delivered,2023-03-04,False,1.0
O000672,C00147,2023-04-26,Shipped,,False,
O000673,C00224,2023-03-16,Cancelled,,False,
O000674,C00083,2024-12-10,Cancelled,,False,
O000675,C00349,2024-08-21,Delivered,2024-08-25,False,4.0
O000676,C00330,2024-09-08,Delivered,2024-09-10,False,2.0
O000677,C00085,2023-12-30,Shipped,,False,
O000678,C00111,2024-08-27,Placed,,False,
O000679,C00107,2024-03-01,Shipped,,False,
O000680,C00254,2024-10-29,Shipped,,False,
O000681,C00189,2023-02-09,Delivered,2023-02-14,False,5.0
O000682,C00069,2024-05-24,Delivered,2024-05-29,False,5.0
O000683,C00189,2023-02-05,Cancelled,,False,
O000684,C00194,2023-04-26,Delivered,2023-05-05,False,9.0
O000685,C00268,2023-05-12,Delivered,2023-05-22,False,10.0
O000686,C00352,2023-07-20,Shipped,,False,
O000687,C00216,2023-09-13,Delivered,2023-09-18,False,5.0
O000688,C00011,2024-01-30,Placed,,False,
O000689,C00019,2023-06-15,Delivered,2023-06-23,False,8.0
O000690,C00206,2024-07-12,Shipped,,False,
O000691,C00198,2023-12-17,Delivered,2023-12-24,False,7.0
O000692,C00022,2023-05-10,Delivered,2023-05-12,False,2.0
O000693,C00177,2023-12-29,Delivered,2024-01-07,False,9.0
O000694,C00070,2024-10-11,Shipped,,False,
O000695,C00076,2023-10-31,Cancelled,,False,
O000696,C00078,2023-03-02,Shipped,,False,
O000697,C00108,2024-08-28,Shipped,,False,
O000698,C00250,2023-07-30,Shipped,,False,
O000699,C00203,2024-03-24,Cancelled,,False,
O000700,C00321,2024-12-27,Delivered,2024-12-29,False,2.0
O000701,C00122,2023-10-10,Delivered,2023-10-15,False,5.0
O000702,C00331,2023-09-06,Delivered,2023-09-11,False,5.0
O000703,C00378,2023-09-02,Delivered,2023-09-12,False,10.0
O000704,C00227,2023-08-10,Shipped,,False,
O000705,C00235,2023-12-19,Returned,2023-12-27,False,8.0
O000706,C00317,2024-02-15,Delivered,2024-02-17,False,2.0
O000707,C00306,2024-09-28,Delivered,2024-10-02,False,4.0
O000708,C00140,2024-10-19,Delivered,2024-10-22,False,3.0
O000709,C00293,2024-11-10,Cancelled,,False,
O000710,C00346,2024-03-29,Shipped,,False,
O000711,C00257,2023-09-09,Delivered,,True,
O000712,C00072,2024-02-29,Delivered,2024-03-07,False,7.0
O000713,C00187,2023-11-24,Delivered,2023-11-27,False,3.0
O000714,C00238,2023-11-18,Cancelled,,False,
O000715,C00363,2024-09-25,Delivered,2024-09-28,False,3.0
O000716,C00369,2023-01-29,Delivered,2023-02-01,False,3.0
O000717,C00388,2024-06-04,Shipped,,False,
O000718,C00375,2024-02-28,Delivered,2024-03-09,False,10.0
O000719,C00176,2023-04-02,Returned,2023-04-09,False,7.0
O000720,C00052,2024-02-16,Shipped,,False,
O000721,C00100,2023-09-21,Cancelled,,False,
O000722,C00242,2024-07-30,Cancelled,,False,
O000723,C00226,2024-11-30,Delivered,2024-12-08,False,8.0
O000724,C00295,2023-11-16,Shipped,,False,
O000725,C00142,2024-04-10,Delivered,2024-04-18,False,8.0
O000726,C00163,2024-05-17,Delivered,2024-05-25,False,8.0
O000727,C00284,2023-11-25,Delivered,2023-12-04,False,9.0
O000728,C00393,2024-03-12,Delivered,2024-03-20,False,8.0
O000729,C00020,2024-08-07,Shipped,,False,
O000730,C00205,2024-01-30,Delivered,2024-02-06,False,7.0
O000731,C00368,2023-08-15,Placed,,False,
O000732,C00007,2023-04-30,Placed,,False,
O000733,C00048,2024-11-15,Cancelled,,False,
O000734,C00224,2024-05-14,Delivered,2024-05-21,False,7.0
O000735,C00101,2023-09-20,Delivered,2023-09-30,False,10.0
O000736,C00239,2024-05-24,Shipped,,False,
O000737,C00101,2023-05-27,Delivered,2023-05-31,False,4.0
O000738,C00377,2023-09-14,Delivered,2023-09-15,False,1.0
O000739,C00370,2024-03-25,Cancelled,,False,
O000740,C00330,2023-01-18,Delivered,2023-01-24,False,6.0
O000741,C00359,2024-08-03,Cancelled,,False,
O000742,C00386,2024-05-02,Delivered,2024-05-12,False,10.0
O000743,C00277,2024-04-10,Cancelled,,False,
O000744,C00354,2023-05-28,Delivered,2023-06-06,False,9.0
O000745,C00252,2024-01-08,Delivered,2024-01-17,False,9.0
O000746,C00252,2024-07-15,Delivered,2024-07-22,False,7.0
O000747,C00181,2024-09-30,Placed,,False,
O000748,C00225,2024-01-31,Delivered,2024-02-10,False,10.0
O000749,C00308,2024-09-19,Delivered,2024-09-21,False,2.0
O000750,C00263,2023-12-06,Delivered,2023-12-10,False,4.0
O000751,C00313,2024-05-01,Delivered,2024-05-03,False,2.0
O000752,C00255,2024-02-24,Delivered,2024-02-29,False,5.0
O000753,C00035,2024-01-26,Delivered,2024-02-05,False,10.0
O000754,C00144,2023-03-29,Placed,,False,
O000755,C00099,2024-03-03,Delivered,2024-03-12,False,9.0
O000756,C00262,2024-10-26,Delivered,2024-11-02,False,7.0
O000757,C00046,2023-01-11,Placed,,False,
O000758,C00131,2023-05-16,Delivered,2023-05-24,False,8.0
O000759,C00281,2024-11-13,Cancelled,,False,
O000760,C00222,2023-09-06,Shipped,,False,
O000761,C00121,2023-12-16,Placed,,False,
O000762,C00392,2023-04-04,Delivered,2023-04-08,False,4.0
O000763,C00115,2024-05-02,Delivered,2024-05-05,False,3.0
O000764,C00134,2023-06-30,Delivered,2023-07-10,False,10.0
O000765,C00165,2023-08-22,Delivered,2023-08-27,False,5.0
O000766,C00123,2023-03-08,Placed,,False,
O000767,C00260,2024-04-01,Returned,2024-04-07,False,6.0
O000768,C00354,2024-05-15,Delivered,2024-05-19,False,4.0
O000769,C00166,2023-11-29,Delivered,2023-12-07,False,8.0
O000770,C00133,2023-08-11,Placed,,False,
O000771,C00224,2024-05-13,Delivered,2024-05-16,False,3.0
O000772,C00217,2024-12-23,Delivered,2024-12-27,False,4.0
O000773,C00116,2024-12-01,Delivered,2024-12-10,False,9.0
O000774,C00016,2023-08-03,Delivered,2023-08-09,False,6.0
O000775,C00117,2024-12-26,Delivered,2024-12-30,False,4.0
O000776,C00369,2023-09-30,Delivered,2023-10-05,False,5.0
O000777,C00084,2023-10-07,Delivered,2023-10-16,False,9.0
O000778,C00382,2024-06-20,Delivered,2024-06-27,False,7.0
O000779,C00022,2023-01-26,Delivered,2023-01-28,False,2.0
O000780,C00306,2023-04-21,Delivered,2023-04-26,False,5.0
O000781,C00376,2023-05-26,Cancelled,,False,
O000782,C00232,2023-07-02,Delivered,2023-07-07,False,5.0
O000783,C00392,2024-12-31,Delivered,2025-01-03,False,3.0
O000784,C00278,2023-12-18,Delivered,2023-12-27,False,9.0
O000785,C00147,2023-01-25,Delivered,2023-02-02,False,8.0
O000786,C00217,2024-02-01,Delivered,2024-02-09,False,8.0
O000787,C00376,2024-06-05,Delivered,2024-06-15,False,10.0
O000788,C00333,2023-05-03,Delivered,2023-05-07,False,4.0
O000789,C00225,2023-07-24,Delivered,2023-07-28,False,4.0
O000790,C00213,2023-07-05,Shipped,,False,
O000791,C00222,2023-01-01,Delivered,2023-01-06,False,5.0
O000792,C00334,2024-01-17,Delivered,2024-01-22,False,5.0
O000793,C00245,2023-05-04,Delivered,2023-05-05,False,1.0
O000794,C00055,2024-12-09,Shipped,,False,
O000795,C00211,2024-05-05,Cancelled,,False,
O000796,C00254,2024-07-26,Delivered,2024-07-27,False,1.0
O000797,C00098,2024-07-11,Delivered,2024-07-20,False,9.0
O000798,C00338,2024-11-19,Delivered,2024-11-26,False,7.0
O000799,C00131,2024-06-02,Shipped,,False,
O000800,C00232,2023-03-25,Cancelled,,False,
O000801,C00351,2024-07-17,Delivered,2024-07-23,False,6.0
O000802,C00391,2024-02-22,Shipped,,False,
O000803,C00026,2023-05-28,Delivered,2023-06-04,False,7.0
O000804,C00069,2023-10-30,Shipped,,False,
O000805,C00378,2024-03-08,Delivered,2024-03-14,False,6.0
O000806,C00109,2023-02-12,Returned,2023-02-18,False,6.0
O000807,C00111,2023-02-09,Delivered,2023-02-18,False,9.0
O000808,C00189,2023-02-05,Delivered,2023-02-13,False,8.0
O000809,C00305,2024-08-01,Cancelled,,False,
O000810,C00056,2024-05-17,Cancelled,,False,
O000811,C00184,2023-07-23,Delivered,2023-07-30,False,7.0
O000812,C00140,2023-04-29,Shipped,,False,
O000813,C00011,2023-10-13,Delivered,2023-10-15,False,2.0
O000814,C00368,2024-11-11,Delivered,2024-11-17,False,6.0
O000815,C00108,2023-01-12,Placed,,False,
O000816,C00220,2023-11-07,Delivered,2023-11-15,False,8.0
O000817,C00210,2024-10-10,Delivered,2024-10-13,False,3.0
O000818,C00016,2024-10-03,Cancelled,,False,
O000819,C00165,2024-02-09,Shipped,,False,
O000820,C00049,2024-10-12,Shipped,,False,
O000821,C00333,2023-10-15,Delivered,2023-10-21,False,6.0
O000822,C00235,2024-09-11,Delivered,2024-09-19,False,8.0
O000823,C00217,2023-09-03,Shipped,,False,
O000824,C00340,2024-11-16,Shipped,,False,
O000825,C00210,2023-11-25,Delivered,2023-11-28,False,3.0
O000826,C00108,2024-05-10,Returned,2024-05-16,False,6.0
O000827,C00342,2024-02-07,Placed,,False,
O000828,C00262,2024-03-13,Returned,2024-03-21,False,8.0
O000829,C00059,2024-07-02,Shipped,,False,
O000830,C00046,2023-10-11,Delivered,2023-10-21,False,10.0
O000831,C00002,2023-07-28,Delivered,2023-07-30,False,2.0
O000832,C00353,2023-08-14,Shipped,,False,
O000833,C00112,2024-12-30,Delivered,2025-01-06,False,7.0
O000834,C00041,2024-02-02,Delivered,2024-02-04,False,2.0
O000835,C00189,2023-01-25,Shipped,,False,
O000836,C00351,2023-12-23,Delivered,2023-12-28,False,5.0
O000837,C00302,2023-02-07,Delivered,2023-02-09,False,2.0
O000838,C00351,2024-04-08,Delivered,2024-04-13,False,5.0
O000839,C00159,2024-09-27,Delivered,2024-09-30,False,3.0
O000840,C00086,2024-06-30,Delivered,2024-07-06,False,6.0
O000841,C00249,2023-10-06,Cancelled,,False,
O000842,C00189,2023-06-09,Shipped,,False,
O000843,C00276,2023-02-13,Returned,2023-02-21,False,8.0
O000844,C00149,2024-02-19,Delivered,2024-02-28,False,9.0
O000845,C00073,2024-09-10,Delivered,2024-09-11,False,1.0
O000846,C00099,2023-05-24,Delivered,,True,
O000847,C00148,2023-04-14,Delivered,2023-04-21,False,7.0
O000848,C00132,2023-06-19,Returned,2023-06-20,False,1.0
O000849,C00009,2024-04-16,Delivered,2024-04-17,False,1.0
O000850,C00054,2024-06-10,Delivered,2024-06-20,False,10.0
O000851,C00070,2023-10-01,Shipped,,False,
O000852,C00257,2023-02-12,Delivered,2023-02-16,False,4.0
O000853,C00201,2023-01-01,Shipped,,False,
O000854,C00299,2024-11-19,Shipped,,False,
O000855,C00317,2023-12-05,Delivered,2023-12-15,False,10.0
O000856,C00037,2023-11-04,Returned,2023-11-05,False,1.0
O000857,C00138,2024-04-20,Returned,2024-04-29,False,9.0
O000858,C00054,2023-06-07,Delivered,2023-06-09,False,2.0
O000859,C00293,2023-12-01,Delivered,2023-12-03,False,2.0
O000860,C00159,2024-12-15,Shipped,,False,
O000861,C00140,2024-01-01,Placed,,False,
O000862,C00108,2024-05-17,Delivered,2024-05-26,False,9.0
O000863,C00276,2023-08-18,Placed,,False,
O000864,C00190,2024-12-23,Delivered,2024-12-28,False,5.0
O000865,C00020,2023-05-01,Shipped,,False,
O000866,C00392,2024-05-08,Delivered,2024-05-17,False,9.0
O000867,C00128,2023-02-02,Delivered,2023-02-10,False,8.0
O000868,C00133,2023-01-08,Returned,2023-01-16,False,8.0
O000869,C00370,2023-07-04,Placed,,False,
O000870,C00338,2023-12-07,Cancelled,,False,
O000871,C00055,2023-02-10,Returned,2023-02-15,False,5.0
O000872,C00243,2024-08-28,Delivered,2024-08-29,False,1.0
O000873,C00343,2024-03-16,Returned,2024-03-21,False,5.0
O000874,C00073,2023-08-29,Delivered,2023-09-07,False,9.0
O000875,C00058,2023-09-09,Placed,,False,
O000876,C00018,2024-01-06,Delivered,2024-01-15,False,9.0
O000877,C00343,2023-09-03,Delivered,2023-09-08,False,5.0
O000878,C00399,2024-07-01,Delivered,2024-07-11,False,10.0
O000879,C00359,2023-07-13,Returned,2023-07-23,False,10.0
O000880,C00123,2024-06-18,Shipped,,False,
O000881,C00319,2023-08-06,Shipped,,False,
O000882,C00241,2024-05-21,Delivered,2024-05-27,False,6.0
O000883,C00352,2023-12-30,Returned,2024-01-05,False,6.0
O000884,C00226,2024-08-31,Delivered,2024-09-08,False,8.0
O000885,C00120,2023-02-09,Placed,,False,
O000886,C00223,2023-03-18,Delivered,2023-03-23,False,5.0
O000887,C00159,2023-05-21,Delivered,2023-05-27,False,6.0
O000888,C00339,2023-11-15,Delivered,2023-11-17,False,2.0
O000889,C00320,2023-04-06,Delivered,2023-04-09,False,3.0
O000890,C00273,2024-02-20,Shipped,,False,
O000891,C00388,2024-12-18,Delivered,2024-12-21,False,3.0
O000892,C00129,2023-07-12,Delivered,2023-07-22,False,10.0
O000893,C00223,2024-08-15,Delivered,2024-08-17,False,2.0
O000894,C00288,2023-07-08,Delivered,2023-07-12,False,4.0
O000895,C00055,2023-03-15,Shipped,,False,
O000896,C00392,2023-04-24,Delivered,2023-05-02,False,8.0
O000897,C00223,2024-01-23,Delivered,2024-01-27,False,4.0
O000898,C00127,2024-03-23,Delivered,2024-03-26,False,3.0
O000899,C00245,2024-02-28,Cancelled,,False,
O000900,C00006,2023-12-23,Delivered,2023-12-28,False,5.0
O000901,C00084,2023-04-23,Delivered,2023-04-25,False,2.0
O000902,C00246,2024-11-15,Cancelled,,False,
O000903,C00082,2024-07-21,Delivered,2024-07-24,False,3.0
O000904,C00316,2024-08-01,Delivered,2024-08-11,False,10.0
O000905,C00357,2023-08-22,Returned,2023-08-24,False,2.0
O000906,C00101,2023-03-16,Delivered,2023-03-24,False,8.0
O000907,C00020,2024-02-23,Returned,2024-03-02,False,8.0
O000908,C00159,2023-09-14,Delivered,2023-09-18,False,4.0
O000909,C00176,2023-04-13,Delivered,2023-04-23,False,10.0
O000910,C00127,2023-07-17,Cancelled,,False,
O000911,C00201,2023-07-22,Delivered,2023-07-26,False,4.0
O000912,C00286,2023-11-03,Shipped,,False,
O000913,C00254,2023-08-23,Delivered,2023-09-01,False,9.0
O000914,C00283,2024-03-31,Delivered,2024-04-01,False,1.0
O000915,C00117,2024-12-18,Returned,2024-12-25,False,7.0
O000916,C00332,2023-02-21,Cancelled,,False,
O000917,C00144,2024-06-21,Placed,,False,
O000918,C00257,2024-12-16,Placed,,False,
O000919,C00394,2023-11-26,Shipped,,False,
O000920,C00299,2024-10-14,Placed,,False,
O000921,C00306,2024-01-24,Delivered,2024-01-29,False,5.0
O000922,C00095,2023-03-20,Shipped,,False,
O000923,C00132,2024-03-21,Placed,,False,
O000924,C00261,2023-12-20,Delivered,2023-12-29,False,9.0
O000925,C00150,2024-06-07,Returned,2024-06-08,False,1.0
O000926,C00393,2024-04-26,Delivered,2024-05-06,False,10.0
O000927,C00108,2023-09-16,Shipped,,False,
O000928,C00021,2023-07-01,Returned,2023-07-05,False,4.0
O000929,C00022,2023-06-24,Delivered,2023-06-29,False,5.0
O000930,C00344,2024-06-25,Shipped,,False,
O000931,C00077,2024-01-18,Cancelled,,False,
O000932,C00381,2023-01-24,Delivered,2023-01-29,False,5.0
O000933,C00376,2023-09-05,Delivered,2023-09-10,False,5.0
O000934,C00193,2024-10-16,Returned,2024-10-20,False,4.0
O000935,C00243,2024-12-26,Delivered,2024-12-29,False,3.0
O000936,C00272,2023-05-07,Placed,,False,
O000937,C00217,2023-08-20,Cancelled,,False,
O000938,C00204,2023-12-02,Placed,,False,
O000939,C00289,2024-02-29,Delivered,2024-03-09,False,9.0
O000940,C00236,2024-09-02,Returned,2024-09-03,False,1.0
O000941,C00184,2023-11-15,Placed,,False,
O000942,C00280,2024-06-26,Delivered,2024-07-03,False,7.0
O000943,C00127,2023-12-10,Delivered,2023-12-15,False,5.0
O000944,C00226,2023-04-30,Delivered,2023-05-01,False,1.0
