order_item_id,order_id,product_id,quantity,unit_price,line_total
OI0001281,O000519,P00034,3,209.8,629.4000000000001
OI0001282,O000519,P00117,4,6333.74,25334.96
OI0001283,O000520,P00107,4,3734.57,14938.28
OI0001284,O000520,P00079,5,5251.04,26255.2
OI0001285,O000520,P00016,3,3591.51,10774.53
OI0001286,O000521,P00039,3,11770.16,35310.479999999996
OI0001287,O000521,P00063,3,13216.58,39649.74
OI0001288,O000522,P00001,1,7519.88,7519.88
OI0001289,O000522,P00056,2,8842.33,17684.66
OI0001290,O000522,P00046,3,15720.6,47161.8
OI0001291,O000523,P00094,4,13171.07,52684.28
OI0001292,O000523,P00026,1,4115.14,4115.14
OI0001293,O000524,P00055,3,5599.57,16798.71
OI0001294,O000524,P00052,5,1801.57,9007.85
OI0001295,O000524,P00116,5,15959.01,79795.05
OI0001296,O000524,P00013,3,15087.03,45261.090000000004
OI0001297,O000525,P00039,5,11770.16,58850.8
OI0001298,O000526,P00089,3,5537.28,16611.84
OI0001299,O000526,P00041,4,6177.47,24709.88
OI0001300,O000526,P00065,4,7681.42,30725.68
OI0001301,O000526,P00120,5,13556.62,67783.1
OI0001302,O000527,P00017,5,7245.98,36229.899999999994
OI0001303,O000527,P00080,1,8989.55,8989.55
OI0001304,O000527,P00070,4,2586.86,10347.44
OI0001305,O000528,P00108,3,14347.63,43042.89
OI0001306,O000528,P00007,1,1695.66,1695.66
OI0001307,O000528,P00011,1,3323.46,3323.46
OI0001308,O000528,P00008,5,387.92,1939.6000000000001
OI0001309,O000529,P00072,4,8945.91,35783.64
OI0001310,O000529,P00095,2,11410.2,22820.4
OI0001311,O000530,P00067,1,3120.12,3120.12
OI0001312,O000531,P00119,1,14522.12,14522.12
OI0001313,O000532,P00110,4,9433.9,37735.6
OI0001314,O000532,P00085,1,9236.97,9236.97
OI0001315,O000532,P00079,2,5251.04,10502.08
OI0001316,O000532,P00016,5,3591.51,17957.550000000003
OI0001317,O000533,P00051,1,14130.98,14130.98
OI0001318,O000533,P00050,4,11773.84,47095.36
OI0001319,O000533,P00090,3,13515.98,40547.94
OI0001320,O000534,P00018,4,10426.0,41704.0
OI0001321,O000534,P00060,2,10636.45,21272.9
OI0001322,O000534,P00113,5,13810.57,69052.85
OI0001323,O000535,P00059,2,15594.5,31189.0
OI0001324,O000535,P00092,3,11714.03,35142.090000000004
OI0001325,O000535,P00110,1,9433.9,9433.9
OI0001326,O000536,P00017,5,7245.98,36229.899999999994
OI0001327,O000536,P00090,3,13515.98,40547.94
OI0001328,O000536,P00042,4,11714.53,46858.12
OI0001329,O000537,P00098,2,4527.84,9055.68
OI0001330,O000537,P00030,2,11313.56,22627.12
OI0001331,O000537,P00099,4,10238.47,40953.88
OI0001332,O000538,P00119,2,14522.12,29044.24
OI0001333,O000539,P00026,4,4115.14,16460.56
OI0001334,O000539,P00033,3,3874.45,11623.349999999999
OI0001335,O000540,P00012,1,14499.23,14499.23
OI0001336,O000540,P00075,1,8132.2,8132.2
OI0001337,O000541,P00025,4,8564.03,34256.12
OI0001338,O000541,P00107,3,3734.57,11203.710000000001
OI0001339,O000541,P00027,5,12270.99,61354.95
OI0001340,O000541,P00074,1,7723.94,7723.94
OI0001341,O000542,P00007,5,1695.66,8478.300000000001
OI0001342,O000542,P00077,2,2192.74,4385.48
OI0001343,O000543,P00110,5,9433.9,47169.5
OI0001344,O000543,P00067,4,3120.12,12480.48
OI0001345,O000544,P00044,4,10305.42,41221.68
OI0001346,O000545,P00119,1,14522.12,14522.12
OI0001347,O000545,P00097,1,721.52,721.52
OI0001348,O000545,P00085,5,9236.97,46184.85
OI0001349,O000546,P00114,5,2567.88,12839.400000000001
OI0001350,O000547,P00084,4,14069.72,56278.88
OI0001351,O000547,P00045,2,5431.46,10862.92
OI0001352,O000548,P00050,4,11773.84,47095.36
OI0001353,O000549,P00046,4,15720.6,62882.4
OI0001354,O000549,P00025,2,8564.03,17128.06
OI0001355,O000549,P00044,5,10305.42,51527.1
OI0001356,O000550,P00105,1,10494.08,10494.08
OI0001357,O000550,P00008,4,387.92,1551.68
OI0001358,O000551,P00062,1,5900.1,5900.1
OI0001359,O000551,P00085,5,9236.97,46184.85
OI0001360,O000551,P00016,3,3591.51,10774.53
OI0001361,O000551,P00010,2,14694.37,29388.74
OI0001362,O000552,P00090,1,13515.98,13515.98
OI0001363,O000552,P00070,4,2586.86,10347.44
OI0001364,O000552,P00065,5,7681.42,38407.1
OI0001365,O000553,P00095,1,11410.2,11410.2
OI0001366,O000553,P00071,2,12968.25,25936.5
OI0001367,O000553,P00027,2,12270.99,24541.98
OI0001368,O000554,P00036,3,2532.85,7598.549999999999
OI0001369,O000554,P00076,1,2930.49,2930.49
OI0001370,O000554,P00050,5,11773.84,58869.2
OI0001371,O000555,P00069,1,4360.73,4360.73
OI0001372,O000555,P00007,3,1695.66,5086.9800000000005
OI0001373,O000555,P00085,5,9236.97,46184.85
OI0001374,O000555,P00040,3,2951.4,8854.2
OI0001375,O000556,P00101,1,9471.71,9471.71
OI0001376,O000556,P00094,5,13171.07,65855.35
OI0001377,O000556,P00119,3,14522.12,43566.36
OI0001378,O000556,P00095,5,11410.2,57051.0
OI0001379,O000557,P00017,1,7245.98,7245.98
OI0001380,O000557,P00117,3,6333.74,19001.22
OI0001381,O000558,P00085,5,9236.97,46184.85
OI0001382,O000558,P00033,3,3874.45,11623.349999999999
OI0001383,O000558,P00101,3,9471.71,28415.129999999997
OI0001384,O000559,P00062,5,5900.1,29500.5
OI0001385,O000559,P00082,1,1976.8,1976.8
OI0001386,O000559,P00109,1,3646.7,3646.7
OI0001387,O000560,P00034,2,209.8,419.6
OI0001388,O000560,P00112,2,7810.47,15620.94
OI0001389,O000560,P00064,5,605.62,3028.1
OI0001390,O000561,P00075,2,8132.2,16264.4
OI0001391,O000561,P00041,3,6177.47,18532.41
OI0001392,O000561,P00006,1,15242.13,15242.13
OI0001393,O000561,P00071,3,12968.25,38904.75
OI0001394,O000562,P00027,5,12270.99,61354.95
OI0001395,O000562,P00042,4,11714.53,46858.12
OI0001396,O000563,P00043,3,3075.89,9227.67
OI0001397,O000563,P00053,3,2768.97,8306.91
OI0001398,O000563,P00115,2,10635.38,21270.76
OI0001399,O000564,P00066,5,7639.92,38199.6
OI0001400,O000564,P00092,3,11714.03,35142.090000000004
OI0001401,O000564,P00100,4,6083.97,24335.88
OI0001402,O000565,P00073,5,15455.92,77279.6
OI0001403,O000565,P00065,4,7681.42,30725.68
OI0001404,O000566,P00025,3,8564.03,25692.090000000004
OI0001405,O000566,P00108,3,14347.63,43042.89
OI0001406,O000566,P00074,3,7723.94,23171.82
OI0001407,O000567,P00072,3,8945.91,26837.73
OI0001408,O000567,P00065,5,7681.42,38407.1
OI0001409,O000567,P00010,4,14694.37,58777.48
OI0001410,O000568,P00102,3,13433.93,40301.79
OI0001411,O000568,P00037,4,15375.83,61503.32
OI0001412,O000568,P00044,2,10305.42,20610.84
OI0001413,O000569,P00034,4,209.8,839.2
OI0001414,O000569,P00098,2,4527.84,9055.68
OI0001415,O000569,P00071,4,12968.25,51873.0
OI0001416,O000569,P00092,2,11714.03,23428.06
OI0001417,O000570,P00017,5,7245.98,36229.899999999994
OI0001418,O000570,P00052,3,1801.57,5404.71
OI0001419,O000570,P00090,3,13515.98,40547.94
OI0001420,O000571,P00117,4,6333.74,25334.96
OI0001421,O000571,P00053,4,2768.97,11075.88
OI0001422,O000571,P00081,2,14690.16,29380.32
OI0001423,O000571,P00058,5,2681.24,13406.199999999999
OI0001424,O000572,P00087,4,811.76,3247.04
OI0001425,O000572,P00084,2,14069.72,28139.44
OI0001426,O000572,P00059,5,15594.5,77972.5
OI0001427,O000573,P00037,2,15375.83,30751.66
OI0001428,O000573,P00042,1,11714.53,11714.53
OI0001429,O000573,P00050,2,11773.84,23547.68
OI0001430,O000573,P00041,3,6177.47,18532.41
OI0001431,O000574,P00114,3,2567.88,7703.64
OI0001432,O000574,P00022,3,5634.74,16904.22
OI0001433,O000575,P00004,1,11435.29,11435.29
OI0001434,O000575,P00077,5,2192.74,10963.699999999999
OI0001435,O000576,P00074,4,7723.94,30895.76
OI0001436,O000576,P00055,4,5599.57,22398.28
OI0001437,O000576,P00094,1,13171.07,13171.07
OI0001438,O000577,P00046,1,15720.6,15720.6
OI0001439,O000578,P00081,1,14690.16,14690.16
OI0001440,O000578,P00095,3,11410.2,34230.600000000006
OI0001441,O000578,P00066,1,7639.92,7639.92
OI0001442,O000578,P00087,5,811.76,4058.8
OI0001443,O000579,P00032,2,2972.8,5945.6
OI0001444,O000580,P00082,1,1976.8,1976.8
OI0001446,O000581,P00079,5,5251.04,26255.2
OI0001447,O000581,P00049,3,11581.53,34744.590000000004
OI0001448,O000581,P00081,2,14690.16,29380.32
OI0001449,O000582,P00038,3,5516.66,16549.98
OI0001450,O000582,P00013,4,15087.03,60348.12
OI0001451,O000582,P00029,4,9560.81,38243.24
OI0001452,O000582,P00015,4,6246.13,24984.52
OI0001453,O000583,P00077,1,2192.74,2192.74
OI0001454,O000583,P00053,5,2768.97,13844.849999999999
OI0001455,O000583,P00088,4,11981.85,47927.4
OI0001456,O000583,P00031,3,9096.12,27288.36
OI0001457,O000584,P00117,4,6333.74,25334.96
OI0001458,O000584,P00007,3,1695.66,5086.9800000000005
OI0001459,O000584,P00035,1,11526.61,11526.61
OI0001460,O000585,P00079,5,5251.04,26255.2
OI0001461,O000586,P00117,5,6333.74,31668.699999999997
OI0001462,O000586,P00046,1,15720.6,15720.6
OI0001463,O000586,P00099,3,10238.47,30715.409999999996
OI0001464,O000587,P00117,3,6333.74,19001.22
OI0001465,O000587,P00048,5,11151.18,55755.9
OI0001466,O000588,P00006,1,15242.13,15242.13
OI0001467,O000588,P00021,2,15831.58,31663.16
OI0001468,O000588,P00037,1,15375.83,15375.83
OI0001469,O000588,P00039,4,11770.16,47080.64
OI0001470,O000589,P00003,5,3596.33,17981.65
OI0001471,O000589,P00002,2,12959.03,25918.06
OI0001472,O000589,P00096,5,2944.05,14720.25
OI0001473,O000589,P00107,2,3734.57,7469.14
OI0001474,O000590,P00084,4,14069.72,56278.88
OI0001475,O000590,P00074,1,7723.94,7723.94
OI0001476,O000590,P00061,4,983.24,3932.96
OI0001477,O000591,P00098,1,4527.84,4527.84
OI0001478,O000591,P00070,5,2586.86,12934.300000000001
OI0001479,O000591,P00092,4,11714.03,46856.12
OI0001480,O000592,P00013,5,15087.03,75435.15000000001
OI0001481,O000593,P00067,2,3120.12,6240.24
OI0001482,O000593,P00093,4,3538.97,14155.88
OI0001483,O000593,P00108,3,14347.63,43042.89
OI0001484,O000593,P00073,2,15455.92,30911.84
OI0001485,O000594,P00041,4,6177.47,24709.88
OI0001486,O000594,P00084,5,14069.72,70348.59999999999
OI0001487,O000594,P00031,1,9096.12,9096.12
OI0001488,O000594,P00042,4,11714.53,46858.12
OI0001489,O000595,P00026,1,4115.14,4115.14
OI0001490,O000595,P00057,4,11330.17,45320.68
OI0001491,O000596,P00052,4,1801.57,7206.28
OI0001492,O000596,P00002,3,12959.03,38877.090000000004
OI0001493,O000596,P00038,5,5516.66,27583.3
OI0001494,O000596,P00016,5,3591.51,17957.550000000003
OI0001495,O000597,P00061,3,983.24,2949.7200000000003
OI0001496,O000597,P00060,2,10636.45,21272.9
OI0001498,O000598,P00026,1,4115.14,4115.14
OI0001499,O000598,P00089,3,5537.28,16611.84
OI0001500,O000599,P00045,1,5431.46,5431.46
OI0001501,O000599,P00081,3,14690.16,44070.479999999996
OI0001502,O000600,P00010,2,14694.37,29388.74
OI0001503,O000600,P00076,2,2930.49,5860.98
OI0001504,O000601,P00043,5,3075.89,15379.449999999999
OI0001505,O000601,P00074,5,7723.94,38619.7
OI0001506,O000601,P00099,4,10238.47,40953.88
OI0001507,O000601,P00110,1,9433.9,9433.9
OI0001508,O000602,P00010,2,14694.37,29388.74
OI0001509,O000602,P00115,4,10635.38,42541.52
OI0001510,O000602,P00007,4,1695.66,6782.64
OI0001511,O000603,P00040,3,2951.4,8854.2
OI0001512,O000603,P00108,5,14347.63,71738.15
OI0001513,O000603,P00067,2,3120.12,6240.24
OI0001514,O000604,P00089,1,5537.28,5537.28
OI0001515,O000604,P00101,4,9471.71,37886.84
OI0001516,O000604,P00033,2,3874.45,7748.9
OI0001517,O000604,P00088,3,11981.85,35945.55
OI0001518,O000605,P00049,2,11581.53,23163.06
OI0001519,O000605,P00048,1,11151.18,11151.18
OI0001520,O000606,P00117,3,6333.74,19001.22
OI0001521,O000607,P00036,5,2532.85,12664.25
OI0001522,O000607,P00081,4,14690.16,58760.64
OI0001523,O000607,P00008,4,387.92,1551.68
OI0001524,O000608,P00091,2,4946.59,9893.18
OI0001525,O000608,P00095,2,11410.2,22820.4
OI0001526,O000609,P00084,1,14069.72,14069.72
OI0001527,O000609,P00079,3,5251.04,15753.119999999999
OI0001528,O000610,P00009,2,13213.04,26426.08
OI0001529,O000611,P00078,5,3389.32,16946.600000000002
OI0001530,O000611,P00026,1,4115.14,4115.14
OI0001531,O000611,P00089,5,5537.28,27686.399999999998
OI0001532,O000612,P00015,1,6246.13,6246.13
OI0001533,O000613,P00082,4,1976.8,7907.2
OI0001534,O000613,P00048,2,11151.18,22302.36
OI0001535,O000614,P00023,5,3040.09,15200.45
OI0001536,O000614,P00036,2,2532.85,5065.7
OI0001537,O000614,P00018,3,10426.0,31278.0
OI0001538,O000615,P00045,5,5431.46,27157.3
OI0001539,O000615,P00099,2,10238.47,20476.94
OI0001540,O000615,P00083,5,14812.87,74064.35
OI0001541,O000616,P00012,2,14499.23,28998.46
OI0001542,O000616,P00066,4,7639.92,30559.68
OI0001543,O000616,P00099,1,10238.47,10238.47
OI0001544,O000617,P00073,5,15455.92,77279.6
OI0001545,O000617,P00049,3,11581.53,34744.590000000004
OI0001546,O000617,P00085,3,9236.97,27710.909999999996
OI0001547,O000618,P00040,5,2951.4,14757.0
OI0001548,O000618,P00021,1,15831.58,15831.58
OI0001549,O000618,P00060,5,10636.45,53182.25
OI0001550,O000619,P00077,4,2192.74,8770.96
OI0001551,O000619,P00044,2,10305.42,20610.84
OI0001552,O000619,P00062,5,5900.1,29500.5
OI0001553,O000620,P00073,2,15455.92,30911.84
OI0001554,O000620,P00097,3,721.52,2164.56
OI0001555,O000621,P00001,2,7519.88,15039.76
OI0001556,O000621,P00085,1,9236.97,9236.97
OI0001557,O000621,P00019,2,1162.47,2324.94
OI0001558,O000621,P00026,2,4115.14,8230.28
OI0001559,O000622,P00090,4,13515.98,54063.92
OI0001560,O000622,P00028,2,5804.91,11609.82
OI0001561,O000622,P00117,1,6333.74,6333.74
OI0001562,O000622,P00061,3,983.24,2949.7200000000003
OI0001563,O000623,P00077,3,2192.74,6578.219999999999
OI0001564,O000623,P00051,5,14130.98,70654.9
OI0001565,O000623,P00069,5,4360.73,21803.649999999998
OI0001566,O000623,P00010,2,14694.37,29388.74
OI0001567,O000624,P00064,1,605.62,605.62
OI0001568,O000624,P00025,4,8564.03,34256.12
OI0001569,O000625,P00005,2,10898.5,21797.0
OI0001570,O000625,P00034,5,209.8,1049.0
OI0001571,O000625,P00054,4,516.23,2064.92
OI0001572,O000625,P00023,3,3040.09,9120.27
OI0001573,O000626,P00074,4,7723.94,30895.76
OI0001574,O000626,P00065,1,7681.42,7681.42
OI0001575,O000627,P00078,4,3389.32,13557.28
OI0001576,O000628,P00101,2,9471.71,18943.42
OI0001577,O000629,P00026,5,4115.14,20575.7
OI0001578,O000629,P00066,4,7639.92,30559.68
OI0001579,O000629,P00105,4,10494.08,41976.32
OI0001580,O000630,P00087,1,811.76,811.76
OI0001581,O000630,P00038,2,5516.66,11033.32
OI0001582,O000630,P00099,4,10238.47,40953.88
OI0001583,O000631,P00032,1,2972.8,2972.8
OI0001584,O000631,P00023,2,3040.09,6080.18
OI0001585,O000631,P00011,4,3323.46,13293.84
OI0001586,O000631,P00069,3,4360.73,13082.189999999999
OI0001587,O000632,P00006,1,15242.13,15242.13
OI0001588,O000632,P00010,1,14694.37,14694.37
OI0001589,O000632,P00042,1,11714.53,11714.53
OI0001590,O000632,P00048,3,11151.18,33453.54
OI0001591,O000633,P00015,3,6246.13,18738.39
OI0001592,O000633,P00102,5,13433.93,67169.65
OI0001593,O000633,P00025,2,8564.03,17128.06
OI0001594,O000633,P00074,1,7723.94,7723.94
OI0001595,O000634,P00078,4,3389.32,13557.28
OI0001596,O000635,P00085,4,9236.97,36947.88
OI0001597,O000635,P00017,3,7245.98,21737.94
OI0001598,O000635,P00036,2,2532.85,5065.7
OI0001599,O000635,P00035,3,11526.61,34579.83
OI0001600,O000636,P00070,5,2586.86,12934.300000000001
OI0001601,O000636,P00050,3,11773.84,35321.520000000004
OI0001602,O000636,P00061,4,983.24,3932.96
OI0001603,O000637,P00081,4,14690.16,58760.64
OI0001604,O000638,P00058,1,2681.24,2681.24
OI0001605,O000638,P00087,5,811.76,4058.8
OI0001606,O000638,P00060,3,10636.45,31909.350000000002
OI0001607,O000639,P00049,1,11581.53,11581.53
OI0001608,O000639,P00078,2,3389.32,6778.64
OI0001609,O000640,P00046,5,15720.6,78603.0
OI0001610,O000640,P00097,3,721.52,2164.56
OI0001611,O000640,P00028,3,5804.91,17414.73
OI0001612,O000640,P00054,5,516.23,2581.15
OI0001613,O000641,P00052,1,1801.57,1801.57
OI0001614,O000641,P00037,3,15375.83,46127.49
OI0001615,O000642,P00080,2,8989.55,17979.1
OI0001616,O000643,P00022,4,5634.74,22538.96
OI0001617,O000643,P00073,3,15455.92,46367.76
OI0001618,O000644,P00023,2,3040.09,6080.18
OI0001619,O000644,P00061,3,983.24,2949.7200000000003
OI0001620,O000645,P00102,4,13433.93,53735.72
OI0001621,O000645,P00023,1,3040.09,3040.09
OI0001622,O000646,P00111,1,9070.02,9070.02
OI0001623,O000646,P00067,3,3120.12,9360.36
OI0001624,O000646,P00061,5,983.24,4916.2
OI0001625,O000646,P00050,5,11773.84,58869.2
OI0001626,O000647,P00047,4,7255.75,29023.0
OI0001627,O000648,P00098,1,4527.84,4527.84
OI0001628,O000648,P00106,3,14600.94,43802.82
OI0001629,O000648,P00075,3,8132.2,24396.6
OI0001630,O000649,P00097,3,721.52,2164.56
OI0001631,O000649,P00032,3,2972.8,8918.400000000001
OI0001632,O000649,P00034,3,209.8,629.4000000000001
OI0001633,O000649,P00044,5,10305.42,51527.1
OI0001634,O000650,P00040,5,2951.4,14757.0
OI0001635,O000650,P00092,4,11714.03,46856.12
OI0001636,O000650,P00021,3,15831.58,47494.74
OI0001637,O000651,P00109,2,3646.7,7293.4
OI0001638,O000652,P00045,2,5431.46,10862.92
OI0001639,O000652,P00083,5,14812.87,74064.35
OI0001640,O000653,P00002,2,12959.03,25918.06
OI0001641,O000653,P00086,2,4550.54,9101.08
OI0001642,O000653,P00009,5,13213.04,66065.20000000001
OI0001643,O000653,P00044,1,10305.42,10305.42
OI0001644,O000654,P00095,3,11410.2,34230.600000000006
OI0001645,O000654,P00026,4,4115.14,16460.56
OI0001646,O000655,P00058,5,2681.24,13406.199999999999
OI0001647,O000656,P00023,5,3040.09,15200.45
OI0001648,O000656,P00006,2,15242.13,30484.26
OI0001649,O000656,P00078,1,3389.32,3389.32
OI0001650,O000656,P00035,2,11526.61,23053.22
OI0001651,O000657,P00060,1,10636.45,10636.45
OI0001652,O000657,P00013,1,15087.03,15087.03
OI0001653,O000657,P00069,1,4360.73,4360.73
OI0001654,O000657,P00113,4,13810.57,55242.28
OI0001655,O000658,P00093,4,3538.97,14155.88
OI0001656,O000659,P00077,2,2192.74,4385.48
OI0001657,O000659,P00035,4,11526.61,46106.44
OI0001658,O000659,P00064,3,605.62,1816.8600000000001
OI0001659,O000659,P00081,5,14690.16,73450.8
OI0001660,O000660,P00063,3,13216.58,39649.74
OI0001661,O000660,P00001,5,7519.88,37599.4
OI0001662,O000661,P00044,2,10305.42,20610.84
OI0001663,O000661,P00082,1,1976.8,1976.8
OI0001664,O000661,P00088,2,11981.85,23963.7
OI0001665,O000661,P00069,3,4360.73,13082.189999999999
OI0001666,O000662,P00042,2,11714.53,23429.06
OI0001667,O000662,P00021,2,15831.58,31663.16
OI0001668,O000663,P00100,3,6083.97,18251.91
OI0001669,O000663,P00093,3,3538.97,10616.91
OI0001670,O000663,P00035,3,11526.61,34579.83
OI0001671,O000663,P00030,3,11313.56,33940.68
OI0001672,O000664,P00053,3,2768.97,8306.91
OI0001673,O000665,P00085,3,9236.97,27710.909999999996
OI0001674,O000665,P00092,3,11714.03,35142.090000000004
OI0001675,O000666,P00110,2,9433.9,18867.8
OI0001676,O000666,P00036,4,2532.85,10131.4
OI0001677,O000666,P00014,5,13181.63,65908.15
OI0001678,O000666,P00010,1,14694.37,14694.37
OI0001679,O000667,P00008,3,387.92,1163.76
OI0001680,O000667,P00013,4,15087.03,60348.12
OI0001681,O000667,P00082,1,1976.8,1976.8
OI0001682,O000667,P00044,1,10305.42,10305.42
OI0001683,O000668,P00072,4,8945.91,35783.64
OI0001684,O000668,P00012,5,14499.23,72496.15
OI0001685,O000669,P00112,3,7810.47,23431.41
OI0001686,O000670,P00047,3,7255.75,21767.25
OI0001687,O000670,P00043,1,3075.89,3075.89
OI0001688,O000670,P00026,4,4115.14,16460.56
OI0001689,O000670,P00087,4,811.76,3247.04
OI0001690,O000671,P00102,3,13433.93,40301.79
OI0001691,O000671,P00069,1,4360.73,4360.73
OI0001692,O000671,P00063,5,13216.58,66082.9
OI0001693,O000672,P00074,4,7723.94,30895.76
OI0001694,O000673,P00084,1,14069.72,14069.72
OI0001695,O000673,P00043,5,3075.89,15379.449999999999
OI0001696,O000674,P00001,4,7519.88,30079.52
OI0001697,O000674,P00080,2,8989.55,17979.1
OI0001698,O000674,P00107,2,3734.57,7469.14
OI0001699,O000675,P00115,5,10635.38,53176.899999999994
OI0001700,O000675,P00113,2,13810.57,27621.14
OI0001701,O000675,P00092,2,11714.03,23428.06
OI0001702,O000676,P00119,2,14522.12,29044.24
OI0001703,O000676,P00030,2,11313.56,22627.12
OI0001704,O000676,P00085,3,9236.97,27710.909999999996
OI0001705,O000677,P00016,4,3591.51,14366.04
OI0001706,O000677,P00107,2,3734.57,7469.14
OI0001707,O000677,P00049,4,11581.53,46326.12
OI0001708,O000677,P00004,2,11435.29,22870.58
OI0001709,O000678,P00097,1,721.52,721.52
OI0001710,O000678,P00027,5,12270.99,61354.95
OI0001712,O000679,P00066,4,7639.92,30559.68
OI0001713,O000679,P00015,1,6246.13,6246.13
OI0001714,O000679,P00059,3,15594.5,46783.5
OI0001715,O000680,P00113,3,13810.57,41431.71
OI0001716,O000680,P00061,2,983.24,1966.48
OI0001717,O000680,P00003,1,3596.33,3596.33
OI0001718,O000680,P00036,2,2532.85,5065.7
OI0001719,O000681,P00106,2,14600.94,29201.88
OI0001720,O000681,P00021,2,15831.58,31663.16
OI0001721,O000681,P00054,2,516.23,1032.46
OI0001722,O000681,P00023,1,3040.09,3040.09
OI0001723,O000682,P00101,1,9471.71,9471.71
OI0001724,O000683,P00021,1,15831.58,15831.58
OI0001725,O000683,P00013,2,15087.03,30174.06
OI0001726,O000684,P00040,4,2951.4,11805.6
OI0001727,O000685,P00062,4,5900.1,23600.4
OI0001728,O000686,P00085,1,9236.97,9236.97
OI0001729,O000686,P00011,3,3323.46,9970.380000000001
OI0001730,O000687,P00086,3,4550.54,13651.619999999999
OI0001731,O000687,P00076,2,2930.49,5860.98
OI0001732,O000687,P00067,3,3120.12,9360.36
OI0001733,O000687,P00074,5,7723.94,38619.7
OI0001734,O000688,P00019,1,1162.47,1162.47
OI0001735,O000689,P00081,5,14690.16,73450.8
OI0001736,O000689,P00112,2,7810.47,15620.94
OI0001737,O000690,P00044,3,10305.42,30916.260000000002
OI0001738,O000690,P00115,4,10635.38,42541.52
OI0001739,O000690,P00024,4,661.99,2647.96
OI0001740,O000691,P00013,4,15087.03,60348.12
OI0001741,O000691,P00030,1,11313.56,11313.56
OI0001742,O000692,P00051,5,14130.98,70654.9
OI0001743,O000692,P00105,2,10494.08,20988.16
OI0001744,O000693,P00089,2,5537.28,11074.56
OI0001745,O000693,P00068,1,7242.25,7242.25
OI0001746,O000694,P00070,4,2586.86,10347.44
OI0001747,O000694,P00079,3,5251.04,15753.119999999999
OI0001749,O000695,P00042,3,11714.53,35143.590000000004
OI0001750,O000695,P00018,3,10426.0,31278.0
OI0001751,O000695,P00093,5,3538.97,17694.85
OI0001752,O000696,P00098,2,4527.84,9055.68
OI0001753,O000696,P00104,2,13741.36,27482.72
OI0001754,O000697,P00036,4,2532.85,10131.4
OI0001755,O000697,P00018,5,10426.0,52130.0
OI0001756,O000698,P00002,5,12959.03,64795.15
OI0001757,O000698,P00082,1,1976.8,1976.8
OI0001758,O000698,P00016,5,3591.51,17957.550000000003
OI0001759,O000699,P00020,3,6822.91,20468.73
OI0001760,O000699,P00010,1,14694.37,14694.37
OI0001761,O000699,P00113,3,13810.57,41431.71
OI0001762,O000699,P00097,4,721.52,2886.08
OI0001763,O000700,P00031,4,9096.12,36384.48
OI0001764,O000700,P00112,4,7810.47,31241.88
OI0001765,O000700,P00109,1,3646.7,3646.7
OI0001766,O000701,P00002,1,12959.03,12959.03
OI0001767,O000702,P00072,4,8945.91,35783.64
OI0001768,O000702,P00078,4,3389.32,13557.28
OI0001769,O000702,P00108,1,14347.63,14347.63
OI0001770,O000702,P00073,1,15455.92,15455.92
OI0001771,O000703,P00092,4,11714.03,46856.12
OI0001772,O000703,P00096,5,2944.05,14720.25
OI0001773,O000703,P00006,1,15242.13,15242.13
OI0001774,O000703,P00045,4,5431.46,21725.84
OI0001775,O000704,P00013,4,15087.03,60348.12
OI0001776,O000704,P00038,4,5516.66,22066.64
OI0001777,O000704,P00118,3,5621.04,16863.12
OI0001778,O000705,P00059,3,15594.5,46783.5
OI0001779,O000705,P00090,2,13515.98,27031.96
OI0001780,O000705,P00082,5,1976.8,9884.0
OI0001781,O000706,P00041,3,6177.47,18532.41
OI0001782,O000706,P00107,1,3734.57,3734.57
OI0001783,O000707,P00045,3,5431.46,16294.380000000001
OI0001784,O000707,P00044,2,10305.42,20610.84
OI0001785,O000707,P00104,1,13741.36,13741.36
OI0001786,O000707,P00057,3,11330.17,33990.51
OI0001787,O000708,P00026,1,4115.14,4115.14
OI0001788,O000709,P00051,4,14130.98,56523.92
OI0001789,O000709,P00018,3,10426.0,31278.0
OI0001790,O000709,P00118,1,5621.04,5621.04
OI0001791,O000710,P00064,2,605.62,1211.24
OI0001792,O000711,P00110,5,9433.9,47169.5
OI0001793,O000712,P00081,4,14690.16,58760.64
OI0001794,O000712,P00074,3,7723.94,23171.82
OI0001795,O000712,P00114,3,2567.88,7703.64
OI0001796,O000712,P00116,3,15959.01,47877.03
OI0001797,O000713,P00102,5,13433.93,67169.65
OI0001798,O000713,P00069,5,4360.73,21803.649999999998
OI0001799,O000714,P00092,5,11714.03,58570.15
OI0001800,O000714,P00090,2,13515.98,27031.96
OI0001801,O000714,P00083,5,14812.87,74064.35
OI0001802,O000715,P00072,3,8945.91,26837.73
OI0001803,O000715,P00084,2,14069.72,28139.44
OI0001804,O000715,P00008,3,387.92,1163.76
OI0001805,O000715,P00115,3,10635.38,31906.14
OI0001806,O000716,P00085,3,9236.97,27710.909999999996
OI0001807,O000716,P00058,3,2681.24,8043.719999999999
OI0001808,O000717,P00111,1,9070.02,9070.02
OI0001809,O000717,P00001,3,7519.88,22559.64
OI0001810,O000717,P00079,1,5251.04,5251.04
OI0001811,O000718,P00107,1,3734.57,3734.57
OI0001812,O000718,P00024,4,661.99,2647.96
OI0001813,O000719,P00090,3,13515.98,40547.94
OI0001814,O000719,P00061,3,983.24,2949.7200000000003
