order_id,customer_id,order_date,status,delivery_date,_ingested_at,_source_file
O000784,C00278,2023-12-18,Delivered,2023-12-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O000785,C00147,2023-01-25,Delivered,2023-02-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O000786,C00217,2024-02-01,delivered,2024-02-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000787,C00376,2024-06-05,DELIVERED,2024-06-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000788,C00333,2023-05-03,delivered,2023-05-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O000789,C00225,2023-07-24,Delivered,2023-07-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000790,C00213,2023-07-05,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000791,C00222,2023-01-01,Delivered,2023-01-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O000792,C00334,2024-01-17,Delivered,2024-01-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O000793,C00245,2023-05-04,Delivered,2023-05-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O000794,C00055,2024-12-09,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000795,C00211,2024-05-05,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000796,C00254,2024-07-26,Delivered,2024-07-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O000797,C00098,2024-07-11,Delivered,2024-07-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O000798,C00338,2024-11-19,Delivered,2024-11-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O000799,C00131,2024-06-02,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000800,C00232,2023-03-25,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000801,C00351,2024-07-17,Delivered,2024-07-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O000802,C00391,2024-02-22,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000803,C00026,2023-05-28,Delivered,2023-06-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O000804,C00069,2023-10-30,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000805,C00378,2024-03-08,delivered,2024-03-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O000806,C00109,2023-02-12,Returned,2023-02-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O000807,C00111,2023-02-09,delivered,2023-02-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O000808,C00189,2023-02-05,Delivered,2023-02-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000809,C00305,2024-08-01,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000810,C00056,2024-05-17,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000811,C00184,2023-07-23,DELIVERED,2023-07-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O000812,C00140,2023-04-29,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000813,C00011,2023-10-13,Delivered,2023-10-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000814,C00368,2024-11-11,Delivered,2024-11-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000815,C00108,2023-01-12,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000816,C00220,2023-11-07,Delivered,2023-11-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000817,C00210,2024-10-10,Delivered,2024-10-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000818,C00016,2024-10-03,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000819,C00165,2024-02-09,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000820,C00049,2024-10-12,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000821,C00333,2023-10-15,Delivered,2023-10-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000822,C00235,2024-09-11,Delivered,2024-09-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O000823,C00217,2023-09-03,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000824,C00340,2024-11-16,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000825,C00210,2023-11-25,Delivered,2023-11-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000826,C00108,2024-05-10,Returned,2024-05-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O000827,C00342,2024-02-07,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000828,C00262,2024-03-13,Returned,2024-03-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000829,C00059,2024-07-02,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000830,C00046,2023-10-11,Delivered,2023-10-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000831,C00002,2023-07-28,Delivered,2023-07-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O000832,C00353,2023-08-14,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000833,C00112,2024-12-30,Delivered,2025-01-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O000834,C00041,2024-02-02,Delivered,2024-02-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O000835,C00189,2023-01-25,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000836,C00351,2023-12-23,Delivered,2023-12-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000837,C00302,2023-02-07,Delivered,2023-02-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000838,C00351,2024-04-08,Delivered,2024-04-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000839,C00159,2024-09-27,Delivered,2024-09-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O000840,C00086,2024-06-30,Delivered,2024-07-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O000841,C00249,2023-10-06,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000842,C00189,2023-06-09,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000843,C00276,2023-02-13,returned,2023-02-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000844,C00149,2024-02-19,Delivered,2024-02-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000845,C00073,2024-09-10,Delivered,2024-09-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000846,C00099,2023-05-24,Delivered,2023-05-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O000847,C00148,2023-04-14,Delivered,2023-04-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000848,C00132,2023-06-19,returned,2023-06-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O000849,C00009,2024-04-16,Delivered,2024-04-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000850,C00054,2024-06-10,Delivered,2024-06-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O000851,C00070,2023-10-01,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000852,C00257,2023-02-12,Delivered,2023-02-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O000853,C00201,2023-01-01,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000854,C00299,2024-11-19,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000855,C00317,2023-12-05,Delivered,2023-12-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000856,C00037,2023-11-04,Returned,2023-11-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O000857,C00138,2024-04-20,Returned,2024-04-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000858,C00054,2023-06-07,delivered,2023-06-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000859,C00293,2023-12-01,DELIVERED,2023-12-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000860,C00159,2024-12-15,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000861,C00140,2024-01-01,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000862,C00108,2024-05-17,Delivered,2024-05-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O000863,C00276,2023-08-18,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000864,C00190,2024-12-23,Delivered,2024-12-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000865,C00020,2023-05-01,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000866,C00392,2024-05-08,Delivered,2024-05-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000867,C00128,2023-02-02,Delivered,2023-02-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O000868,C00133,2023-01-08,Returned,2023-01-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O000869,C00370,2023-07-04,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000870,C00338,2023-12-07,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000871,C00055,2023-02-10,Returned,2023-02-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000872,C00243,2024-08-28,Delivered,2024-08-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000873,C00343,2024-03-16,Returned,2024-03-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000874,C00073,2023-08-29,Delivered,2023-09-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O000875,C00058,2023-09-09,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000876,C00018,2024-01-06,Delivered,2024-01-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000877,C00343,2023-09-03,Delivered,2023-09-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O000878,C00399,2024-07-01,Delivered,2024-07-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000879,C00359,2023-07-13,Returned,2023-07-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O000880,C00123,2024-06-18,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000881,C00319,2023-08-06,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000882,C00241,2024-05-21,Delivered,2024-05-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O000883,C00352,2023-12-30,Returned,2024-01-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O000884,C00226,2024-08-31,DELIVERED,2024-09-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O000885,C00120,2023-02-09,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000886,C00223,2023-03-18,Delivered,2023-03-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O000887,C00159,2023-05-21,Delivered,2023-05-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O000888,C00339,2023-11-15,Delivered,2023-11-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000889,C00320,2023-04-06,Delivered,2023-04-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000890,C00273,2024-02-20,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000891,C00388,2024-12-18,DELIVERED,2024-12-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000892,C00129,2023-07-12,DELIVERED,2023-07-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O000893,C00223,2024-08-15,Delivered,2024-08-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000894,C00288,2023-07-08,Delivered,2023-07-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O000895,C00055,2023-03-15,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000896,C00392,2023-04-24,Delivered,2023-05-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O000897,C00223,2024-01-23,Delivered,2024-01-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O000898,C00127,2024-03-23,Delivered,2024-03-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O000899,C00245,2024-02-28,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000900,C00006,2023-12-23,Delivered,2023-12-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000901,C00084,2023-04-23,Delivered,2023-04-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O000902,C00246,2024-11-15,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000903,C00082,2024-07-21,DELIVERED,2024-07-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O000904,C00316,2024-08-01,Delivered,2024-08-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000905,C00357,2023-08-22,RETURNED,2023-08-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O000906,C00101,2023-03-16,Delivered,2023-03-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O000907,C00020,2024-02-23,Returned,2024-03-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O000908,C00159,2023-09-14,Delivered,2023-09-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O000909,C00176,2023-04-13,Delivered,2023-04-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O000910,C00127,2023-07-17,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000911,C00201,2023-07-22,delivered,2023-07-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O000912,C00286,2023-11-03,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000913,C00254,2023-08-23,Delivered,2023-09-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O000914,C00283,2024-03-31,Delivered,2024-04-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O000915,C00117,2024-12-18,returned,2024-12-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O000916,C00332,2023-02-21,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000917,C00144,2024-06-21,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000918,C00257,2024-12-16,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000919,C00394,2023-11-26,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000920,C00299,2024-10-14,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000921,C00306,2024-01-24,Delivered,2024-01-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000922,C00095,2023-03-20,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000923,C00132,2024-03-21,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000924,C00261,2023-12-20,Delivered,2023-12-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000925,C00150,2024-06-07,Returned,2024-06-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O000926,C00393,2024-04-26,Delivered,2024-05-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O000927,C00108,2023-09-16,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000928,C00021,2023-07-01,Returned,2023-07-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O000929,C00022,2023-06-24,Delivered,2023-06-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000930,C00344,2024-06-25,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000931,C00077,2024-01-18,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000932,C00381,2023-01-24,Delivered,2023-01-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000933,C00376,2023-09-05,Delivered,2023-09-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O000934,C00193,2024-10-16,Returned,2024-10-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O000935,C00243,2024-12-26,Delivered,2024-12-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O000936,C00272,2023-05-07,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000937,C00217,2023-08-20,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000938,C00204,2023-12-02,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000939,C00289,2024-02-29,Delivered,2024-03-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000940,C00236,2024-09-02,Returned,2024-09-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000941,C00184,2023-11-15,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000942,C00280,2024-06-26,DELIVERED,2024-07-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000943,C00127,2023-12-10,DELIVERED,2023-12-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000944,C00226,2023-04-30,Delivered,2023-05-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O000945,C00280,2024-09-14,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000946,C00221,2023-02-23,DELIVERED,2023-03-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000947,C00205,2024-07-21,Delivered,2024-07-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O000948,C00191,2023-08-06,Delivered,2023-08-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O000949,C00194,2023-10-24,Delivered,2023-11-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O000950,C00320,2024-10-01,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000951,C00238,2024-01-10,Delivered,2024-01-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O000952,C00230,2024-08-06,Delivered,2024-08-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000953,C00348,2024-03-16,Delivered,2024-03-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000954,C00148,2023-05-01,Delivered,2023-05-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O000955,C00257,2023-11-30,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000956,C00373,2024-02-22,Returned,2024-03-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000957,C00298,2023-04-06,Delivered,2023-04-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000958,C00193,2023-05-30,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000959,C00047,2023-11-15,Delivered,2023-11-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O000960,C00108,2024-02-03,returned,2024-02-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O000961,C00289,2023-01-27,Returned,2023-01-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O000962,C00287,2024-06-18,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000963,C00018,2023-03-01,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000964,C00091,2023-06-14,Delivered,2023-06-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O000965,C00249,2023-07-27,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000966,C00257,2024-03-08,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000967,C00247,2024-11-14,Delivered,2024-11-15,2026-08-09T06:46:32.194049+00:00,orders.csv
O000968,C00154,2023-04-07,Delivered,2023-04-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000969,C00249,2023-07-11,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000970,C00023,2024-12-04,Delivered,2024-12-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O000971,C00144,2023-08-23,Delivered,2023-08-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O000972,C00338,2023-01-16,Delivered,2023-01-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O000973,C00333,2024-11-26,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000974,C00242,2024-02-12,Delivered,2024-02-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000975,C00136,2023-12-05,Returned,2023-12-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O000976,C00283,2024-06-08,Delivered,2024-06-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000977,C00229,2024-11-03,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000978,C00042,2023-06-03,Delivered,2023-06-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000979,C00149,2023-02-09,Delivered,2023-02-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O000980,C00372,2024-01-05,Delivered,2024-01-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O000981,C00042,2023-06-30,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000982,C00146,2024-09-18,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000983,C00207,2023-07-19,Returned,2023-07-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000984,C00005,2023-07-02,Delivered,2023-07-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O000985,C00312,2023-04-15,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000986,C00227,2024-10-23,Delivered,2024-11-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O000987,C00295,2024-11-22,CANCELLED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000988,C00201,2024-02-08,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000989,C00213,2023-06-27,Delivered,2023-07-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O000990,C00107,2023-02-16,Returned,2023-02-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O000991,C00125,2023-07-01,Delivered,2023-07-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O000992,C00264,2023-12-23,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000993,C00161,2023-12-12,Delivered,2023-12-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O000994,C00209,2023-05-12,Returned,2023-05-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O000995,C00367,2023-03-16,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O000996,C00015,2023-08-02,Delivered,2023-08-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O000997,C00174,2024-05-17,Delivered,2024-05-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O000998,C00326,2023-08-03,Delivered,2023-08-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O000999,C00013,2023-05-10,Delivered,2023-05-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001000,C00199,2024-06-16,Delivered,2024-06-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001001,C00165,2023-09-24,Delivered,2023-09-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001002,C00160,2024-11-16,Delivered,2024-11-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001003,C00392,2023-08-11,Delivered,2023-08-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001004,C00249,2023-04-14,Delivered,2023-04-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O001005,C00229,2023-07-28,Delivered,2023-08-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001006,C00288,2024-05-25,delivered,2024-06-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001007,C00211,2023-04-26,Delivered,2023-05-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001008,C00259,2024-02-11,DELIVERED,2024-02-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O001009,C00370,2024-12-22,Delivered,2024-12-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O001010,C00279,2023-11-25,Delivered,2023-11-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001011,C00066,2024-08-23,DELIVERED,2024-08-31,2026-08-09T06:46:32.194049+00:00,orders.csv
O001012,C00189,2023-03-26,Delivered,2023-04-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O001013,C00378,2024-12-04,Delivered,2024-12-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001014,C00216,2023-05-13,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001015,C00203,2024-06-25,RETURNED,2024-06-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O001016,C00274,2024-10-28,delivered,2024-10-31,2026-08-09T06:46:32.194049+00:00,orders.csv
O001017,C00014,2023-05-18,Delivered,2023-05-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001018,C00194,2024-11-01,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001019,C00378,2023-05-26,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001020,C00247,2023-06-09,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001021,C00123,2024-05-05,Delivered,2024-05-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O001022,C00099,2023-01-23,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001023,C00158,2024-12-01,Delivered,2024-12-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001024,C00118,2024-05-23,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001025,C00340,2023-06-26,Delivered,2023-06-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001026,C00265,2023-01-28,delivered,2023-02-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001027,C00395,2024-07-11,Delivered,2024-07-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O001028,C00302,2024-06-04,DELIVERED,2024-06-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001029,C00076,2023-06-29,delivered,2023-07-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001030,C00173,2023-07-23,delivered,2023-07-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001031,C00141,2023-09-30,delivered,2023-10-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001032,C00093,2024-05-12,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001033,C00040,2024-07-19,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001034,C00283,2024-09-15,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001035,C00295,2024-02-29,Delivered,2024-03-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001036,C00032,2023-07-07,Delivered,2023-07-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O001037,C00078,2024-12-29,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001038,C00229,2023-06-25,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001039,C00275,2023-03-27,Delivered,2023-04-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001040,C00203,2024-06-04,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001041,C00090,2024-06-03,DELIVERED,2024-06-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001042,C00111,2024-07-30,Delivered,2024-08-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001043,C00102,2024-05-03,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001044,C00334,2023-04-26,Delivered,2023-05-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O001045,C00125,2023-04-20,Delivered,2023-04-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001046,C00387,2024-10-17,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001047,C00116,2023-06-05,delivered,2023-06-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001048,C00275,2023-05-09,Delivered,2023-05-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001049,C00307,2024-06-23,DELIVERED,2024-07-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O001050,C00030,2024-08-23,Delivered,2024-09-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001051,C00145,2024-02-22,Delivered,2024-02-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001052,C00214,2023-11-06,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001053,C00317,2024-05-10,delivered,2024-05-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001054,C00381,2023-01-03,Delivered,2023-01-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O001055,C00041,2024-11-10,Delivered,2024-11-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001056,C00128,2023-04-24,Delivered,2023-04-27,2026-08-09T06:46:32.194049+00:00,orders.csv
